,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2014-03-01
1,1,Conakry,CON,"1,660,973"
2,2,Nzérékoré,NZE,"195,027"
3,3,Kankan,KAN,"190,722"
4,4,Manéah,KIN,"167,354"
5,5,Dubréka,KIN,"157,017"
6,6,Kindia,KIN,"138,695"
7,7,Siguiri,KAN,"127,492"
8,8,Kissidougou,FAR,"99,931"
9,9,Labé,LAB,"92,654"
10,10,Kamsar,BOK,"83,428"
