,0,1,2,3
0,,Name,Adm.,Population Census (C) 2022-03-18
1,1,Gaborone,SEA,"246,325"
2,2,Francistown,NEA,"103,417"
3,3,Mogoditshane,KWE,"88,004"
4,4,Maun,NWE,"85,350"
5,5,Molepolole,KWE,"74,861"
