,0,1,2,3
0,,Name,Adm.,Population Estimate (E) 2021-03-01
1,1,Bangui,BAN,"812,407"
2,2,Bimbo,OMB,"348,802"
3,3,Bégoua,BAN,"264,067"
4,4,Carnot,MAM,"129,032"
5,5,Berbérati,MKD,"103,713"
6,6,Bambari,OUA,"83,029"
7,7,Bouar,NMA,"71,680"
8,8,Bossangoa,OUH,"55,353"
9,9,Kaga-Bandoro,NGR,"55,047"
10,10,Bangassou,MBO,"54,059"
