Country,Continent,ISO_Code,Level,GDLCODE,Region,Log Gross National Income per capita,Log Gross National Income per capita females,Log Gross National Income per capita males,year
Algeria,Africa,DZA,National,DZAt,Total,9.035,7.531,9.593,2000
Algeria,Africa,DZA,Subnat,DZAr104,"Hauts Plateaux Centre (Djelfa, Laghouat, MSila)",8.964,7.471,9.517,2000
Algeria,Africa,DZA,Subnat,DZAr105,"Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)",8.977,7.483,9.532,2000
Algeria,Africa,DZA,Subnat,DZAr106,"Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)",8.938,7.45,9.49,2000
Algeria,Africa,DZA,Subnat,DZAr101,"Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",9.146,7.624,9.711,2000
Algeria,Africa,DZA,Subnat,DZAr102,"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",8.967,7.474,9.52,2000
Algeria,Africa,DZA,Subnat,DZAr103,"Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",8.999,7.501,9.555,2000
Algeria,Africa,DZA,Subnat,DZAr107,"Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)",9.034,7.53,9.592,2000
Angola,Africa,AGO,National,AGOt,Total,8.214,,,2000
Angola,Africa,AGO,Subnat,AGOr218, Bengo,7.878,,,2000
Angola,Africa,AGO,Subnat,AGOr209, Benguela,8.527,,,2000
Angola,Africa,AGO,Subnat,AGOr211, Bie,7.314,,,2000
Angola,Africa,AGO,Subnat,AGOr201, Cabinda,8.815,,,2000
Angola,Africa,AGO,Subnat,AGOr216, Cunene,7.727,,,2000
Angola,Africa,AGO,Subnat,AGOr210, Huambo,8.023,,,2000
Angola,Africa,AGO,Subnat,AGOr215, Huila,8.234,,,2000
Angola,Africa,AGO,Subnat,AGOr213, Kuando Kubango,7.237,,,2000
Angola,Africa,AGO,Subnat,AGOr205, Kuanza Norte,7.666,,,2000
Angola,Africa,AGO,Subnat,AGOr206, Kuanza Sul,7.469,,,2000
Angola,Africa,AGO,Subnat,AGOr204, Luanda,9.305,,,2000
Angola,Africa,AGO,Subnat,AGOr208, Lunda Norte,7.465,,,2000
Angola,Africa,AGO,Subnat,AGOr217, Lunda Sul,7.286,,,2000
Angola,Africa,AGO,Subnat,AGOr207, Malange,7.656,,,2000
Angola,Africa,AGO,Subnat,AGOr212, Moxico,7.557,,,2000
Angola,Africa,AGO,Subnat,AGOr214, Namibe,8.383,,,2000
Angola,Africa,AGO,Subnat,AGOr203, Uige,7.93,,,2000
Angola,Africa,AGO,Subnat,AGOr202, Zaire,7.427,,,2000
Benin,Africa,BEN,National,BENt,Total,7.812,7.549,8.023,2000
Benin,Africa,BEN,Subnat,BENr101,Atacora (incl Donga),7.474,7.223,7.676,2000
Benin,Africa,BEN,Subnat,BENr102,Atlantique (incl Littoral (Cotonou)),8.327,8.048,8.552,2000
Benin,Africa,BEN,Subnat,BENr103,Borgou (incl Alibori),7.652,7.395,7.859,2000
Benin,Africa,BEN,Subnat,BENr104,Mono (incl Couffo),7.547,7.293,7.751,2000
Benin,Africa,BEN,Subnat,BENr105,Queme (incl Plateau),7.855,7.591,8.067,2000
Benin,Africa,BEN,Subnat,BENr106,Zou (incl Collines),7.666,7.409,7.873,2000
Botswana,Africa,BWA,National,BWAt,Total,9.217,9.006,9.4,2000
Botswana,Africa,BWA,Subnat,BWAr101,Central,9.036,8.83,9.216,2000
Botswana,Africa,BWA,Subnat,BWAr110,Chobe,9.279,9.068,9.464,2000
Botswana,Africa,BWA,Subnat,BWAr102,Ghanzi,9.469,9.252,9.657,2000
Botswana,Africa,BWA,Subnat,BWAr103,Kgalagadi,9.377,9.163,9.564,2000
Botswana,Africa,BWA,Subnat,BWAr104,Kgatleng,9.343,9.129,9.529,2000
Botswana,Africa,BWA,Subnat,BWAr105,Kweneng,9.109,8.901,9.29,2000
Botswana,Africa,BWA,Subnat,BWAr106,North-East,9.405,9.19,9.592,2000
Botswana,Africa,BWA,Subnat,BWAr107,"North-West, Ngamiland",8.88,8.677,9.057,2000
Botswana,Africa,BWA,Subnat,BWAr108,South-East,9.716,9.494,9.909,2000
Botswana,Africa,BWA,Subnat,BWAr109,Southern,8.945,8.741,9.123,2000
Burkina Faso,Africa,BFA,National,BFAt,Total,7.167,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr101,Boucle de Mouhoun,6.994,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr102,Cascades,7.244,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr103,Centre (incl Ouagadougou),7.89,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr104,Centre-Est,7.171,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr105,Centre-Nord,7.03,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr106,Centre-Ouest,7.13,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr107,Centre-Sud,7.125,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr108,Est,6.94,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr109,Hauts Bassins,7.37,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr110,Nord,7.076,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr111,Plateau Central,7.056,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr112,Sahel,6.831,,,2000
Burkina Faso,Africa,BFA,Subnat,BFAr113,Sud-Ouest,6.918,,,2000
Burundi,Africa,BDI,National,BDIt,Total,6.734,6.614,6.845,2000
Burundi,Africa,BDI,Subnat,BDIr103,"East (Cankuzo, Rutana, Ruyigi )",6.622,6.503,6.73,2000
Burundi,Africa,BDI,Subnat,BDIr105,"Middle (Gitega, Karuzi, Muramvya, Mwaro)",6.695,6.575,6.804,2000
Burundi,Africa,BDI,Subnat,BDIr101,"North (Kayanza, Kirundo, Muyinga, Ngozi)",6.709,6.59,6.819,2000
Burundi,Africa,BDI,Subnat,BDIr102,"South (Bururi, Makamba)",6.723,6.603,6.833,2000
Burundi,Africa,BDI,Subnat,BDIr104,"West (Bubanza, Buja Rural, Cibitoke, Mairie de Bujumbura)",6.863,6.741,6.976,2000
Cameroon,Africa,CMR,National,CMRt,Total,7.902,7.704,8.07,2000
Cameroon,Africa,CMR,Subnat,CMRr101,Adamaoua,7.862,7.665,8.029,2000
Cameroon,Africa,CMR,Subnat,CMRr102,Centre (incl Yaounde),8.134,7.93,8.307,2000
Cameroon,Africa,CMR,Subnat,CMRr103,Est,7.581,7.391,7.742,2000
Cameroon,Africa,CMR,Subnat,CMRr104,Extreme Nord,7.467,7.279,7.625,2000
Cameroon,Africa,CMR,Subnat,CMRr105,Littoral (incl Douala),8.436,8.224,8.615,2000
Cameroon,Africa,CMR,Subnat,CMRr106,Nord,7.599,7.408,7.76,2000
Cameroon,Africa,CMR,Subnat,CMRr107,Nord Ouest,7.845,7.649,8.012,2000
Cameroon,Africa,CMR,Subnat,CMRr108,Ouest,7.979,7.778,8.148,2000
Cameroon,Africa,CMR,Subnat,CMRr109,Sud,7.801,7.605,7.967,2000
Cameroon,Africa,CMR,Subnat,CMRr110,Sud Ouest,8.081,7.878,8.252,2000
Cape Verde,Africa,CPV,National,CPVt,Total,8.339,7.896,8.661,2000
Cape Verde,Africa,CPV,Subnat,CPVr105,Fogo,8.3,7.859,8.62,2000
Cape Verde,Africa,CPV,Subnat,CPVr101,S.Antao,8.259,7.82,8.578,2000
Cape Verde,Africa,CPV,Subnat,CPVr102,S.Vicente,8.516,8.063,8.844,2000
Cape Verde,Africa,CPV,Subnat,CPVr104,Santiago- Praia,8.474,8.023,8.801,2000
Cape Verde,Africa,CPV,Subnat,CPVr103,Santiago-Interior,8.108,7.677,8.42,2000
Central African Republic CAR,Africa,CAF,National,CAFt,Total,7.11,6.87,7.301,2000
Central African Republic CAR,Africa,CAF,Subnat,CAFr106,Bangui,7.693,7.433,7.9,2000
Central African Republic CAR,Africa,CAF,Subnat,CAFr101,"RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi, Ouaka)",7.05,6.812,7.239,2000
Central African Republic CAR,Africa,CAF,Subnat,CAFr102,"RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)",7.048,6.81,7.238,2000
Central African Republic CAR,Africa,CAF,Subnat,CAFr103,"RS III (Ouham Pende, Ouham)",6.995,6.759,7.183,2000
Central African Republic CAR,Africa,CAF,Subnat,CAFr104,"RS IV (Haute-Kotto, Baminigui Bangoran, Vakaga)",7.011,6.774,7.199,2000
Central African Republic CAR,Africa,CAF,Subnat,CAFr105,"RS V (Basse Kotto, Mbornou, Houte Mbormou)",6.928,6.694,7.114,2000
Chad,Africa,TCD,National,TCDt,Total,6.783,,,2000
Chad,Africa,TCD,Subnat,TCDr101,Zone 1 (N'Djamena),7.334,,,2000
Chad,Africa,TCD,Subnat,TCDr102,"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",6.672,,,2000
Chad,Africa,TCD,Subnat,TCDr103,"Zone 3 (Guera, Batha, Salamat)",6.664,,,2000
Chad,Africa,TCD,Subnat,TCDr104,"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",6.657,,,2000
Chad,Africa,TCD,Subnat,TCDr105,"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",6.746,,,2000
Chad,Africa,TCD,Subnat,TCDr106,Zone 6 (Mayo-Kebbi Est and Ouest),6.822,,,2000
Chad,Africa,TCD,Subnat,TCDr107,"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",6.778,,,2000
Chad,Africa,TCD,Subnat,TCDr108,"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",6.751,,,2000
Comoros,Africa,COM,National,COMt,Total,7.95,7.488,8.268,2000
Comoros,Africa,COM,Subnat,COMr103,Anjouan (Ndzouani),7.847,7.392,8.161,2000
Comoros,Africa,COM,Subnat,COMr101,Grande Comore (Ngazidja),8.046,7.579,8.368,2000
Comoros,Africa,COM,Subnat,COMr102,Moheli,7.782,7.33,8.093,2000
Congo Brazzaville,Africa,COG,National,COGt,Total,7.999,7.843,8.136,2000
Congo Brazzaville,Africa,COG,Subnat,COGr204, Bouenza,7.674,7.524,7.805,2000
Congo Brazzaville,Africa,COG,Subnat,COGr211, Brazzaville,8.525,8.359,8.671,2000
Congo Brazzaville,Africa,COG,Subnat,COGr207, Cuvette,7.443,7.298,7.57,2000
Congo Brazzaville,Africa,COG,Subnat,COGr208, Cuvette Ouest,7.512,7.366,7.641,2000
Congo Brazzaville,Africa,COG,Subnat,COGr201, Kouilou,7.514,7.367,7.643,2000
Congo Brazzaville,Africa,COG,Subnat,COGr203, Lekoumou,7.561,7.413,7.69,2000
Congo Brazzaville,Africa,COG,Subnat,COGr210, Likouala,7.73,7.58,7.863,2000
Congo Brazzaville,Africa,COG,Subnat,COGr202, Niari,7.529,7.382,7.658,2000
Congo Brazzaville,Africa,COG,Subnat,COGr206, Plateaux,7.462,7.316,7.59,2000
Congo Brazzaville,Africa,COG,Subnat,COGr212, Pointe Noire,8.425,8.261,8.57,2000
Congo Brazzaville,Africa,COG,Subnat,COGr205, Pool,7.372,7.229,7.499,2000
Congo Brazzaville,Africa,COG,Subnat,COGr209, Sangha,7.71,7.56,7.842,2000
Congo Democratic Republic,Africa,COD,National,CODt,Total,6.606,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr103,Bandundu,6.356,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr102,Bas-Congo,6.595,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr104,Equateur,6.332,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr111,Kasai Occidental,6.329,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr110,Kasai Oriental,6.681,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr109,Katanga,6.739,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr101,Kinshasa,7.512,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr108,Maniema,6.513,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr106,Nord-Kivu,6.503,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr105,Orientale,6.403,,,2000
Congo Democratic Republic,Africa,COD,Subnat,CODr107,Sud-Kivu,6.679,,,2000
Cote d'Ivoire,Africa,CIV,National,CIVt,Total,7.934,7.391,8.279,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr101,Centre,7.995,7.447,8.342,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr102,Centre Est,8.023,7.474,8.372,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr103,Centre Nord,7.916,7.374,8.261,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr104,Centre Ouest,7.635,7.112,7.967,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr105,Nord,7.818,7.282,8.158,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr106,Nord Est,7.653,7.129,7.986,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr107,Nord Ouest,7.59,7.07,7.92,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr108,Ouest,7.506,6.993,7.833,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr110,Sud Ouest,7.761,7.23,8.098,2000
Cote d'Ivoire,Africa,CIV,Subnat,CIVr109,"Sud, Abidjan",8.272,7.706,8.632,2000
Djibouti,Africa,DJI,National,DJIt,Total,7.514,,,2000
Djibouti,Africa,DJI,Subnat,DJIr101,Djibouti,7.616,,,2000
Djibouti,Africa,DJI,Subnat,DJIr102,Other Districts,7.007,,,2000
Egypt,Africa,EGY,National,EGYt,Total,8.959,7.924,9.447,2000
Egypt,Africa,EGY,Subnat,EGYr102,Alexandria,9.285,8.212,9.79,2000
Egypt,Africa,EGY,Subnat,EGYr118,Assuit,8.513,7.529,8.977,2000
Egypt,Africa,EGY,Subnat,EGYr121,Aswan,8.951,7.916,9.438,2000
Egypt,Africa,EGY,Subnat,EGYr112,Behera,8.778,7.763,9.256,2000
Egypt,Africa,EGY,Subnat,EGYr115,Beni Suef,8.418,7.445,8.876,2000
Egypt,Africa,EGY,Subnat,EGYr101,Cairo,9.326,8.248,9.834,2000
Egypt,Africa,EGY,Subnat,EGYr106,Dakahlia,9.112,8.059,9.608,2000
Egypt,Africa,EGY,Subnat,EGYr105,Damietta,9.178,8.117,9.677,2000
Egypt,Africa,EGY,Subnat,EGYr116,Fayoum,8.536,7.549,9.001,2000
Egypt,Africa,EGY,Subnat,EGYr122,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",8.98,7.942,9.469,2000
Egypt,Africa,EGY,Subnat,EGYr110,Gharbia,9.043,7.998,9.535,2000
Egypt,Africa,EGY,Subnat,EGYr114,Giza,9.158,8.099,9.657,2000
Egypt,Africa,EGY,Subnat,EGYr113,Ismailia,9.215,8.15,9.717,2000
Egypt,Africa,EGY,Subnat,EGYr109,Kafr El-Sheikh,8.894,7.866,9.378,2000
Egypt,Africa,EGY,Subnat,EGYr108,Kalyubia,9.078,8.028,9.572,2000
Egypt,Africa,EGY,Subnat,EGYr111,Menoufia,8.865,7.84,9.347,2000
Egypt,Africa,EGY,Subnat,EGYr117,Menya,8.412,7.44,8.87,2000
Egypt,Africa,EGY,Subnat,EGYr103,Port Said,9.45,8.358,9.965,2000
Egypt,Africa,EGY,Subnat,EGYr120,Qena,8.639,7.641,9.11,2000
Egypt,Africa,EGY,Subnat,EGYr107,Sharkia,8.823,7.803,9.303,2000
Egypt,Africa,EGY,Subnat,EGYr119,Souhag,8.566,7.576,9.032,2000
Egypt,Africa,EGY,Subnat,EGYr104,Suez,9.401,8.314,9.913,2000
Equatorial Guinea,Africa,GNQ,National,GNQt,Total,9.248,,,2000
Equatorial Guinea,Africa,GNQ,Subnat,GNQr101,"Annobon, Bioko",10.04,,,2000
Equatorial Guinea,Africa,GNQ,Subnat,GNQr102,Centro Sur,8.711,,,2000
Equatorial Guinea,Africa,GNQ,Subnat,GNQr103,Kie Ntem,8.68,,,2000
Equatorial Guinea,Africa,GNQ,Subnat,GNQr104,Litoral,9.349,,,2000
Equatorial Guinea,Africa,GNQ,Subnat,GNQr105,Wele Nzas,8.7,,,2000
Eswatini,Africa,SWZ,National,SWZt,Total,8.649,8.452,8.825,2000
Eswatini,Africa,SWZ,Subnat,SWZr101,Hhohho,8.72,8.521,8.897,2000
Eswatini,Africa,SWZ,Subnat,SWZr104,Lubombo,8.66,8.463,8.837,2000
Eswatini,Africa,SWZ,Subnat,SWZr102,Manzini,8.737,8.538,8.914,2000
Eswatini,Africa,SWZ,Subnat,SWZr103,Shiselweni,8.38,8.189,8.551,2000
Ethiopia,Africa,ETH,National,ETHt,Total,6.587,6.314,6.8,2000
Ethiopia,Africa,ETH,Subnat,ETHr110,Addis,7.714,7.394,7.964,2000
Ethiopia,Africa,ETH,Subnat,ETHr102,Affar,6.531,6.26,6.743,2000
Ethiopia,Africa,ETH,Subnat,ETHr103,Amhara,6.488,6.219,6.699,2000
Ethiopia,Africa,ETH,Subnat,ETHr106,Ben-Gumz,6.508,6.238,6.718,2000
Ethiopia,Africa,ETH,Subnat,ETHr111,Dire Dawa,7.287,6.984,7.523,2000
Ethiopia,Africa,ETH,Subnat,ETHr108,Gambela,6.64,6.364,6.855,2000
Ethiopia,Africa,ETH,Subnat,ETHr109,Harari,7.087,6.793,7.316,2000
Ethiopia,Africa,ETH,Subnat,ETHr104,Oromiya,6.562,6.29,6.775,2000
Ethiopia,Africa,ETH,Subnat,ETHr107,SNNP,6.556,6.285,6.769,2000
Ethiopia,Africa,ETH,Subnat,ETHr105,Somali,6.553,6.281,6.766,2000
Ethiopia,Africa,ETH,Subnat,ETHr101,Tigray,6.634,6.359,6.849,2000
Gabon,Africa,GAB,National,GABt,Total,9.546,9.115,9.848,2000
Gabon,Africa,GAB,Subnat,GABr101,Estuaire,9.196,8.781,9.487,2000
Gabon,Africa,GAB,Subnat,GABr102,Haut Ogooue,9.47,9.043,9.77,2000
Gabon,Africa,GAB,Subnat,GABr110,Libreville-Port Gentil,10.01,9.561,10.33,2000
Gabon,Africa,GAB,Subnat,GABr103,Moyen Ogooue,9.208,8.793,9.5,2000
Gabon,Africa,GAB,Subnat,GABr104,Ngounie,8.796,8.4,9.075,2000
Gabon,Africa,GAB,Subnat,GABr105,Nyanga,8.829,8.43,9.108,2000
Gabon,Africa,GAB,Subnat,GABr106,Ogooue Ivindo,8.758,8.363,9.036,2000
Gabon,Africa,GAB,Subnat,GABr107,Ogooue Lolo,9.004,8.598,9.29,2000
Gabon,Africa,GAB,Subnat,GABr108,Ogooue Maritime,9.17,8.756,9.46,2000
Gabon,Africa,GAB,Subnat,GABr109,Woleu Ntem,8.936,8.533,9.22,2000
Gambia,Africa,GMB,National,GMBt,Total,7.678,7.285,7.966,2000
Gambia,Africa,GMB,Subnat,GMBr101,Banjul,8.357,7.929,8.67,2000
Gambia,Africa,GMB,Subnat,GMBr108,Basse,7.428,7.047,7.707,2000
Gambia,Africa,GMB,Subnat,GMBr103,Brikama,7.447,7.065,7.726,2000
Gambia,Africa,GMB,Subnat,GMBr107,Janjabureh,7.199,6.83,7.469,2000
Gambia,Africa,GMB,Subnat,GMBr102,Kanifing,8.124,7.708,8.429,2000
Gambia,Africa,GMB,Subnat,GMBr105,Kerewan,7.316,6.941,7.59,2000
Gambia,Africa,GMB,Subnat,GMBr106,Kuntaur,7.148,6.782,7.417,2000
Gambia,Africa,GMB,Subnat,GMBr104,Mansakonko,7.293,6.92,7.567,2000
Ghana,Africa,GHA,National,GHAt,Total,7.916,7.722,8.081,2000
Ghana,Africa,GHA,Subnat,GHAr106,Ashanti,7.979,7.784,8.145,2000
Ghana,Africa,GHA,Subnat,GHAr107,Brong Ahafo,7.717,7.529,7.878,2000
Ghana,Africa,GHA,Subnat,GHAr102,Central,7.802,7.611,7.964,2000
Ghana,Africa,GHA,Subnat,GHAr105,Eastern,7.826,7.635,7.989,2000
Ghana,Africa,GHA,Subnat,GHAr103,Greater Accra,8.652,8.44,8.832,2000
Ghana,Africa,GHA,Subnat,GHAr108,Northern,7.647,7.46,7.806,2000
Ghana,Africa,GHA,Subnat,GHAr110,Upper East,7.625,7.438,7.783,2000
Ghana,Africa,GHA,Subnat,GHAr109,Upper West,7.565,7.38,7.722,2000
Ghana,Africa,GHA,Subnat,GHAr104,Volta,7.62,7.433,7.778,2000
Ghana,Africa,GHA,Subnat,GHAr101,Western,7.832,7.64,7.994,2000
Guinea,Africa,GIN,National,GINt,Total,7.428,7.332,7.518,2000
Guinea,Africa,GIN,Subnat,GINr101,Boke,7.27,7.176,7.358,2000
Guinea,Africa,GIN,Subnat,GINr102,Conakry,8.55,8.44,8.654,2000
Guinea,Africa,GIN,Subnat,GINr103,Faranah,7.188,7.095,7.275,2000
Guinea,Africa,GIN,Subnat,GINr104,Kankan,7.281,7.187,7.37,2000
Guinea,Africa,GIN,Subnat,GINr105,Kindia,7.329,7.234,7.418,2000
Guinea,Africa,GIN,Subnat,GINr106,Labe,7.2,7.106,7.287,2000
Guinea,Africa,GIN,Subnat,GINr107,Mamou,7.211,7.118,7.299,2000
Guinea,Africa,GIN,Subnat,GINr108,N Zerekore,7.197,7.104,7.284,2000
Kenya,Africa,KEN,National,KENt,Total,8.058,7.883,8.21,2000
Kenya,Africa,KEN,Subnat,KENr102,Central,8.113,7.936,8.265,2000
Kenya,Africa,KEN,Subnat,KENr103,Coast,8.196,8.018,8.35,2000
Kenya,Africa,KEN,Subnat,KENr104,Eastern,7.959,7.786,8.109,2000
Kenya,Africa,KEN,Subnat,KENr101,Nairobi,9.108,8.91,9.28,2000
Kenya,Africa,KEN,Subnat,KENr108,North Eastern,7.407,7.246,7.546,2000
Kenya,Africa,KEN,Subnat,KENr105,Nyanza,7.772,7.603,7.919,2000
Kenya,Africa,KEN,Subnat,KENr106,Rift Valley,7.939,7.766,8.088,2000
Kenya,Africa,KEN,Subnat,KENr107,Western,7.831,7.66,7.978,2000
Lesotho,Africa,LSO,National,LSOt,Total,7.893,7.701,8.061,2000
Lesotho,Africa,LSO,Subnat,LSOr103,Berea,7.837,7.646,8.003,2000
Lesotho,Africa,LSO,Subnat,LSOr101,Butha-Buthe,7.848,7.657,8.015,2000
Lesotho,Africa,LSO,Subnat,LSOr102,Leribe,7.925,7.732,8.093,2000
Lesotho,Africa,LSO,Subnat,LSOr105,Mafeteng,7.908,7.715,8.076,2000
Lesotho,Africa,LSO,Subnat,LSOr104,Maseru,8.264,8.063,8.44,2000
Lesotho,Africa,LSO,Subnat,LSOr106,Mohale s Hoek,7.793,7.603,7.959,2000
Lesotho,Africa,LSO,Subnat,LSOr109,Mokhotlong,7.399,7.218,7.556,2000
Lesotho,Africa,LSO,Subnat,LSOr108,Qasha s Nek,7.5,7.317,7.66,2000
Lesotho,Africa,LSO,Subnat,LSOr107,Quthing,7.604,7.419,7.766,2000
Lesotho,Africa,LSO,Subnat,LSOr110,Thaba-Tseka,7.361,7.181,7.517,2000
Liberia,Africa,LBR,National,LBRt,Total,7.376,7.14,7.572,2000
Liberia,Africa,LBR,Subnat,LBRr101,Bomi,7.102,6.874,7.291,2000
Liberia,Africa,LBR,Subnat,LBRr102,Bong,7.001,6.777,7.187,2000
Liberia,Africa,LBR,Subnat,LBRr103,Gbarpolu,6.982,6.759,7.168,2000
Liberia,Africa,LBR,Subnat,LBRr104,Grand Bassa,7.047,6.822,7.235,2000
Liberia,Africa,LBR,Subnat,LBRr105,Grand Cape Mount,7.071,6.845,7.259,2000
Liberia,Africa,LBR,Subnat,LBRr106,Grand Gedeh,7.115,6.888,7.305,2000
Liberia,Africa,LBR,Subnat,LBRr107,Grand Kru,6.954,6.732,7.139,2000
Liberia,Africa,LBR,Subnat,LBRr108,Lofa,7.066,6.84,7.254,2000
Liberia,Africa,LBR,Subnat,LBRr109,Margibi,7.395,7.158,7.592,2000
Liberia,Africa,LBR,Subnat,LBRr110,Maryland,7.219,6.988,7.411,2000
Liberia,Africa,LBR,Subnat,LBRr111,Montserrado,7.85,7.599,8.059,2000
Liberia,Africa,LBR,Subnat,LBRr112,Nimba,7.21,6.979,7.402,2000
Liberia,Africa,LBR,Subnat,LBRr113,River Cess,6.868,6.648,7.05,2000
Liberia,Africa,LBR,Subnat,LBRr114,River Gee,7.066,6.84,7.254,2000
Liberia,Africa,LBR,Subnat,LBRr115,Sinoe,6.943,6.721,7.127,2000
Libya,Africa,LBY,National,LBYt,Total,9.531,8.937,9.87,2000
Libya,Africa,LBY,Subnat,LBYr101,Cyrenaica,9.419,8.832,9.754,2000
Libya,Africa,LBY,Subnat,LBYr103,Fezzan,9.374,8.79,9.707,2000
Libya,Africa,LBY,Subnat,LBYr102,Tripolitania,9.612,9.013,9.954,2000
Madagascar,Africa,MDG,National,MDGt,Total,7.367,7.194,7.513,2000
Madagascar,Africa,MDG,Subnat,MDGr112,Alaotra Mangoro,7.387,7.213,7.533,2000
Madagascar,Africa,MDG,Subnat,MDGr101,Analamanga,7.812,7.629,7.967,2000
Madagascar,Africa,MDG,Subnat,MDGr111,Analanjirofo,7.19,7.021,7.333,2000
Madagascar,Africa,MDG,Subnat,MDGr106,Anamoroni Mania,7.194,7.025,7.337,2000
Madagascar,Africa,MDG,Subnat,MDGr118,Androy,7.166,6.998,7.308,2000
Madagascar,Africa,MDG,Subnat,MDGr119,Anosy,7.279,7.108,7.424,2000
Madagascar,Africa,MDG,Subnat,MDGr117,Atsimo Andrefana,7.307,7.135,7.452,2000
Madagascar,Africa,MDG,Subnat,MDGr109,Atsimo Atsinanana,7.195,7.026,7.338,2000
Madagascar,Africa,MDG,Subnat,MDGr110,Atsinanana,7.465,7.289,7.613,2000
Madagascar,Africa,MDG,Subnat,MDGr115,Betsiboka,7.274,7.103,7.418,2000
Madagascar,Africa,MDG,Subnat,MDGr113,Boeny,7.528,7.351,7.677,2000
Madagascar,Africa,MDG,Subnat,MDGr104,Bongolava,7.282,7.111,7.426,2000
Madagascar,Africa,MDG,Subnat,MDGr121,Diana,7.364,7.191,7.51,2000
Madagascar,Africa,MDG,Subnat,MDGr105,Haute Matsiatra,7.274,7.103,7.418,2000
Madagascar,Africa,MDG,Subnat,MDGr108,Ihorombe,7.32,7.148,7.465,2000
Madagascar,Africa,MDG,Subnat,MDGr103,Itasy,7.255,7.084,7.399,2000
Madagascar,Africa,MDG,Subnat,MDGr116,Melaky,7.099,6.932,7.24,2000
Madagascar,Africa,MDG,Subnat,MDGr120,Menabe,7.339,7.167,7.485,2000
Madagascar,Africa,MDG,Subnat,MDGr122,Sava,7.122,6.955,7.263,2000
Madagascar,Africa,MDG,Subnat,MDGr114,Sofia,7.308,7.137,7.453,2000
Madagascar,Africa,MDG,Subnat,MDGr102,Vakinankaratra,7.292,7.121,7.437,2000
Madagascar,Africa,MDG,Subnat,MDGr107,Vatovavy Fitovinany,7.16,6.992,7.302,2000
Malawi,Africa,MWI,National,MWIt,Total,7.005,6.815,7.172,2000
Malawi,Africa,MWI,Subnat,MWIr101,Blantyre,7.547,7.343,7.728,2000
Malawi,Africa,MWI,Subnat,MWIr102,Kasungu,6.999,6.81,7.166,2000
Malawi,Africa,MWI,Subnat,MWIr109,Lilongwe,7.086,6.894,7.255,2000
Malawi,Africa,MWI,Subnat,MWIr103,Machinga,6.926,6.738,7.091,2000
