Country,Continent,ISO_Code,Level,GDLCODE,Region,Log Gross National Income per capita,Log Gross National Income per capita females,Log Gross National Income per capita males,year
Central African Republic CAR,Africa,CAF,National,CAFt,Total,7.138,6.917,7.318,2011
Central African Republic CAR,Africa,CAF,Subnat,CAFr106,Bangui,7.87,7.626,8.068,2011
Central African Republic CAR,Africa,CAF,Subnat,CAFr101,"RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi, Ouaka)",7.086,6.866,7.264,2011
Central African Republic CAR,Africa,CAF,Subnat,CAFr102,"RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)",7.058,6.84,7.236,2011
Central African Republic CAR,Africa,CAF,Subnat,CAFr103,"RS III (Ouham Pende, Ouham)",6.978,6.762,7.154,2011
Central African Republic CAR,Africa,CAF,Subnat,CAFr104,"RS IV (Haute-Kotto, Baminigui Bangoran, Vakaga)",6.978,6.761,7.154,2011
Central African Republic CAR,Africa,CAF,Subnat,CAFr105,"RS V (Basse Kotto, Mbornou, Houte Mbormou)",6.868,6.655,7.041,2011
Chad,Africa,TCD,National,TCDt,Total,7.395,7.089,7.628,2011
Chad,Africa,TCD,Subnat,TCDr101,Zone 1 (N'Djamena),8.402,8.054,8.667,2011
Chad,Africa,TCD,Subnat,TCDr102,"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",7.365,7.061,7.597,2011
Chad,Africa,TCD,Subnat,TCDr103,"Zone 3 (Guera, Batha, Salamat)",7.242,6.942,7.47,2011
Chad,Africa,TCD,Subnat,TCDr104,"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",7.198,6.9,7.424,2011
Chad,Africa,TCD,Subnat,TCDr105,"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",7.398,7.092,7.631,2011
Chad,Africa,TCD,Subnat,TCDr106,Zone 6 (Mayo-Kebbi Est and Ouest),7.266,6.966,7.495,2011
Chad,Africa,TCD,Subnat,TCDr107,"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",7.245,6.945,7.473,2011
Chad,Africa,TCD,Subnat,TCDr108,"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",7.247,6.947,7.475,2011
Comoros,Africa,COM,National,COMt,Total,7.98,7.541,8.283,2011
Comoros,Africa,COM,Subnat,COMr103,Anjouan (Ndzouani),7.892,7.458,8.192,2011
Comoros,Africa,COM,Subnat,COMr101,Grande Comore (Ngazidja),8.082,7.638,8.389,2011
Comoros,Africa,COM,Subnat,COMr102,Moheli,7.895,7.462,8.195,2011
Congo Brazzaville,Africa,COG,National,COGt,Total,8.406,8.281,8.518,2011
Congo Brazzaville,Africa,COG,Subnat,COGr204, Bouenza,8.057,7.937,8.165,2011
Congo Brazzaville,Africa,COG,Subnat,COGr211, Brazzaville,8.819,8.687,8.936,2011
Congo Brazzaville,Africa,COG,Subnat,COGr207, Cuvette,8.002,7.883,8.109,2011
Congo Brazzaville,Africa,COG,Subnat,COGr208, Cuvette Ouest,7.651,7.537,7.753,2011
Congo Brazzaville,Africa,COG,Subnat,COGr201, Kouilou,7.636,7.523,7.738,2011
Congo Brazzaville,Africa,COG,Subnat,COGr203, Lekoumou,7.686,7.572,7.788,2011
Congo Brazzaville,Africa,COG,Subnat,COGr210, Likouala,7.663,7.549,7.765,2011
Congo Brazzaville,Africa,COG,Subnat,COGr202, Niari,8.111,7.99,8.219,2011
Congo Brazzaville,Africa,COG,Subnat,COGr206, Plateaux,7.654,7.54,7.756,2011
Congo Brazzaville,Africa,COG,Subnat,COGr212, Pointe Noire,8.834,8.702,8.951,2011
Congo Brazzaville,Africa,COG,Subnat,COGr205, Pool,7.644,7.53,7.745,2011
Congo Brazzaville,Africa,COG,Subnat,COGr209, Sangha,7.843,7.726,7.947,2011
Congo Democratic Republic,Africa,COD,National,CODt,Total,6.742,6.575,6.888,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr103,Bandundu,6.495,6.335,6.635,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr102,Bas-Congo,6.772,6.604,6.918,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr104,Equateur,6.498,6.338,6.639,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr111,Kasai Occidental,6.47,6.31,6.61,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr110,Kasai Oriental,6.635,6.471,6.779,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr109,Katanga,6.745,6.578,6.89,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr101,Kinshasa,7.938,7.741,8.109,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr108,Maniema,6.618,6.454,6.761,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr106,Nord-Kivu,6.716,6.549,6.86,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr105,Orientale,6.579,6.417,6.721,2011
Congo Democratic Republic,Africa,COD,Subnat,CODr107,Sud-Kivu,6.668,6.503,6.812,2011
Cote d'Ivoire,Africa,CIV,National,CIVt,Total,7.826,7.436,8.099,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr101,Centre,7.611,7.231,7.876,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr102,Centre Est,7.857,7.466,8.131,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr103,Centre Nord,7.892,7.499,8.167,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr104,Centre Ouest,7.702,7.318,7.97,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr105,Nord,7.585,7.207,7.849,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr106,Nord Est,7.449,7.078,7.708,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr107,Nord Ouest,7.631,7.251,7.897,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr108,Ouest,7.435,7.065,7.694,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr110,Sud Ouest,7.474,7.102,7.735,2011
Cote d'Ivoire,Africa,CIV,Subnat,CIVr109,"Sud, Abidjan",8.25,7.839,8.538,2011
Djibouti,Africa,DJI,National,DJIt,Total,8.138,,,2011
Djibouti,Africa,DJI,Subnat,DJIr101,Djibouti,8.249,,,2011
Djibouti,Africa,DJI,Subnat,DJIr102,Other Districts,7.588,,,2011
Egypt,Africa,EGY,National,EGYt,Total,9.213,8.351,9.66,2011
Egypt,Africa,EGY,Subnat,EGYr102,Alexandria,9.349,8.474,9.802,2011
Egypt,Africa,EGY,Subnat,EGYr118,Assuit,9.044,8.198,9.483,2011
Egypt,Africa,EGY,Subnat,EGYr121,Aswan,9.201,8.34,9.647,2011
Egypt,Africa,EGY,Subnat,EGYr112,Behera,9.226,8.363,9.673,2011
Egypt,Africa,EGY,Subnat,EGYr115,Beni Suef,9.048,8.202,9.487,2011
Egypt,Africa,EGY,Subnat,EGYr101,Cairo,9.326,8.454,9.778,2011
Egypt,Africa,EGY,Subnat,EGYr106,Dakahlia,9.267,8.4,9.716,2011
Egypt,Africa,EGY,Subnat,EGYr105,Damietta,9.316,8.444,9.767,2011
Egypt,Africa,EGY,Subnat,EGYr116,Fayoum,9.042,8.196,9.48,2011
Egypt,Africa,EGY,Subnat,EGYr122,"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)",9.201,8.341,9.648,2011
Egypt,Africa,EGY,Subnat,EGYr110,Gharbia,9.272,8.405,9.722,2011
Egypt,Africa,EGY,Subnat,EGYr114,Giza,9.263,8.397,9.712,2011
Egypt,Africa,EGY,Subnat,EGYr113,Ismailia,9.289,8.42,9.74,2011
Egypt,Africa,EGY,Subnat,EGYr109,Kafr El-Sheikh,9.222,8.359,9.669,2011
Egypt,Africa,EGY,Subnat,EGYr108,Kalyubia,9.227,8.364,9.674,2011
Egypt,Africa,EGY,Subnat,EGYr111,Menoufia,9.225,8.362,9.672,2011
Egypt,Africa,EGY,Subnat,EGYr117,Menya,8.972,8.133,9.407,2011
Egypt,Africa,EGY,Subnat,EGYr103,Port Said,9.423,8.542,9.88,2011
Egypt,Africa,EGY,Subnat,EGYr120,Qena,9.102,8.25,9.543,2011
Egypt,Africa,EGY,Subnat,EGYr107,Sharkia,9.172,8.314,9.616,2011
Egypt,Africa,EGY,Subnat,EGYr119,Souhag,9.081,8.232,9.522,2011
Egypt,Africa,EGY,Subnat,EGYr104,Suez,9.381,8.503,9.835,2011
Equatorial Guinea,Africa,GNQ,National,GNQt,Total,9.922,,,2011
Equatorial Guinea,Africa,GNQ,Subnat,GNQr101,"Annobon, Bioko",10.78,,,2011
Equatorial Guinea,Africa,GNQ,Subnat,GNQr102,Centro Sur,9.346,,,2011
Equatorial Guinea,Africa,GNQ,Subnat,GNQr103,Kie Ntem,9.313,,,2011
Equatorial Guinea,Africa,GNQ,Subnat,GNQr104,Litoral,10.03,,,2011
Equatorial Guinea,Africa,GNQ,Subnat,GNQr105,Wele Nzas,9.334,,,2011
Eritrea,Africa,ERI,National,ERIt,Total,7.474,,,2011
Eritrea,Africa,ERI,Subnat,ERIr104,Anseba,7.212,,,2011
Eritrea,Africa,ERI,Subnat,ERIr106,Debub (Southern),7.237,,,2011
Eritrea,Africa,ERI,Subnat,ERIr101,Debubawi Keyih Bahri (Southern Red Sea),7.957,,,2011
Eritrea,Africa,ERI,Subnat,ERIr105,Gash Barka,7.032,,,2011
Eritrea,Africa,ERI,Subnat,ERIr102,Maekel (Central including Asmara),8.384,,,2011
Eritrea,Africa,ERI,Subnat,ERIr103,Semenawi Keyih Bahri (Northern Red Sea),7.2,,,2011
Eswatini,Africa,SWZ,National,SWZt,Total,8.873,8.717,9.016,2011
Eswatini,Africa,SWZ,Subnat,SWZr101,Hhohho,8.962,8.803,9.106,2011
Eswatini,Africa,SWZ,Subnat,SWZr104,Lubombo,8.751,8.597,8.892,2011
Eswatini,Africa,SWZ,Subnat,SWZr102,Manzini,9.037,8.877,9.182,2011
Eswatini,Africa,SWZ,Subnat,SWZr103,Shiselweni,8.584,8.432,8.722,2011
Ethiopia,Africa,ETH,National,ETHt,Total,7.214,7.016,7.377,2011
Ethiopia,Africa,ETH,Subnat,ETHr110,Addis,8.649,8.411,8.844,2011
Ethiopia,Africa,ETH,Subnat,ETHr102,Affar,7.27,7.071,7.435,2011
Ethiopia,Africa,ETH,Subnat,ETHr103,Amhara,7.097,6.902,7.257,2011
Ethiopia,Africa,ETH,Subnat,ETHr106,Ben-Gumz,7.099,6.904,7.259,2011
Ethiopia,Africa,ETH,Subnat,ETHr111,Dire Dawa,8.049,7.828,8.231,2011
Ethiopia,Africa,ETH,Subnat,ETHr108,Gambela,7.38,7.178,7.547,2011
Ethiopia,Africa,ETH,Subnat,ETHr109,Harari,7.94,7.722,8.12,2011
Ethiopia,Africa,ETH,Subnat,ETHr104,Oromiya,7.127,6.932,7.288,2011
Ethiopia,Africa,ETH,Subnat,ETHr107,SNNP,7.139,6.943,7.3,2011
Ethiopia,Africa,ETH,Subnat,ETHr105,Somali,7.232,7.033,7.395,2011
Ethiopia,Africa,ETH,Subnat,ETHr101,Tigray,7.286,7.086,7.451,2011
Gabon,Africa,GAB,National,GABt,Total,9.391,9.045,9.641,2011
Gabon,Africa,GAB,Subnat,GABr101,Estuaire,9.262,8.921,9.508,2011
Gabon,Africa,GAB,Subnat,GABr102,Haut Ogooue,9.209,8.87,9.454,2011
Gabon,Africa,GAB,Subnat,GABr110,Libreville-Port Gentil,9.705,9.348,9.964,2011
Gabon,Africa,GAB,Subnat,GABr103,Moyen Ogooue,8.859,8.533,9.095,2011
Gabon,Africa,GAB,Subnat,GABr104,Ngounie,8.761,8.439,8.994,2011
Gabon,Africa,GAB,Subnat,GABr105,Nyanga,8.762,8.439,8.995,2011
Gabon,Africa,GAB,Subnat,GABr106,Ogooue Ivindo,8.578,8.262,8.806,2011
Gabon,Africa,GAB,Subnat,GABr107,Ogooue Lolo,8.8,8.476,9.034,2011
Gabon,Africa,GAB,Subnat,GABr108,Ogooue Maritime,9.088,8.754,9.33,2011
Gabon,Africa,GAB,Subnat,GABr109,Woleu Ntem,8.846,8.52,9.081,2011
Gambia,Africa,GMB,National,GMBt,Total,7.624,7.335,7.851,2011
Gambia,Africa,GMB,Subnat,GMBr101,Banjul,8.309,7.994,8.557,2011
Gambia,Africa,GMB,Subnat,GMBr108,Basse,7.252,6.978,7.469,2011
Gambia,Africa,GMB,Subnat,GMBr103,Brikama,7.65,7.361,7.879,2011
Gambia,Africa,GMB,Subnat,GMBr107,Janjabureh,7.114,6.845,7.327,2011
Gambia,Africa,GMB,Subnat,GMBr102,Kanifing,8.14,7.832,8.383,2011
Gambia,Africa,GMB,Subnat,GMBr105,Kerewan,7.21,6.938,7.426,2011
Gambia,Africa,GMB,Subnat,GMBr106,Kuntaur,6.978,6.714,7.187,2011
Gambia,Africa,GMB,Subnat,GMBr104,Mansakonko,7.156,6.886,7.37,2011
Ghana,Africa,GHA,National,GHAt,Total,8.324,8.137,8.482,2011
Ghana,Africa,GHA,Subnat,GHAr106,Ashanti,8.423,8.234,8.583,2011
Ghana,Africa,GHA,Subnat,GHAr107,Brong Ahafo,8.161,7.979,8.316,2011
Ghana,Africa,GHA,Subnat,GHAr102,Central,8.212,8.028,8.368,2011
Ghana,Africa,GHA,Subnat,GHAr105,Eastern,8.249,8.064,8.406,2011
Ghana,Africa,GHA,Subnat,GHAr103,Greater Accra,8.866,8.668,9.035,2011
Ghana,Africa,GHA,Subnat,GHAr108,Northern,7.994,7.815,8.146,2011
Ghana,Africa,GHA,Subnat,GHAr110,Upper East,7.717,7.545,7.864,2011
Ghana,Africa,GHA,Subnat,GHAr109,Upper West,7.852,7.676,8.001,2011
Ghana,Africa,GHA,Subnat,GHAr104,Volta,7.995,7.816,8.146,2011
Ghana,Africa,GHA,Subnat,GHAr101,Western,8.202,8.018,8.357,2011
Guinea,Africa,GIN,National,GINt,Total,7.547,7.487,7.605,2011
Guinea,Africa,GIN,Subnat,GINr101,Boke,7.501,7.442,7.56,2011
Guinea,Africa,GIN,Subnat,GINr102,Conakry,8.69,8.622,8.758,2011
Guinea,Africa,GIN,Subnat,GINr103,Faranah,7.175,7.119,7.231,2011
Guinea,Africa,GIN,Subnat,GINr104,Kankan,7.359,7.301,7.416,2011
Guinea,Africa,GIN,Subnat,GINr105,Kindia,7.428,7.369,7.485,2011
Guinea,Africa,GIN,Subnat,GINr106,Labe,7.175,7.118,7.23,2011
Guinea,Africa,GIN,Subnat,GINr107,Mamou,7.234,7.177,7.29,2011
Guinea,Africa,GIN,Subnat,GINr108,N Zerekore,7.217,7.16,7.273,2011
Guinea Bissau,Africa,GNB,National,GNBt,Total,7.523,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr106,Bafata,7.331,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr104,Biombo,7.183,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr109,Bissau,8.13,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr105,Bolama,7.143,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr108,Cacheu,7.326,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr107,Gabu,7.336,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr103,Oio,7.196,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr102,Quinara,7.259,,,2011
Guinea Bissau,Africa,GNB,Subnat,GNBr101,Tombali,7.261,,,2011
Kenya,Africa,KEN,National,KENt,Total,8.132,7.987,8.26,2011
Kenya,Africa,KEN,Subnat,KENr102,Central,8.337,8.188,8.468,2011
Kenya,Africa,KEN,Subnat,KENr103,Coast,8.252,8.105,8.382,2011
Kenya,Africa,KEN,Subnat,KENr104,Eastern,7.965,7.823,8.09,2011
Kenya,Africa,KEN,Subnat,KENr101,Nairobi,9.122,8.96,9.266,2011
Kenya,Africa,KEN,Subnat,KENr108,North Eastern,7.543,7.409,7.662,2011
Kenya,Africa,KEN,Subnat,KENr105,Nyanza,7.885,7.745,8.01,2011
Kenya,Africa,KEN,Subnat,KENr106,Rift Valley,8.004,7.861,8.13,2011
Kenya,Africa,KEN,Subnat,KENr107,Western,7.79,7.651,7.912,2011
Lesotho,Africa,LSO,National,LSOt,Total,7.985,7.757,8.177,2011
Lesotho,Africa,LSO,Subnat,LSOr103,Berea,8.238,8.003,8.436,2011
Lesotho,Africa,LSO,Subnat,LSOr101,Butha-Buthe,7.921,7.695,8.111,2011
Lesotho,Africa,LSO,Subnat,LSOr102,Leribe,7.995,7.767,8.187,2011
Lesotho,Africa,LSO,Subnat,LSOr105,Mafeteng,7.987,7.759,8.179,2011
Lesotho,Africa,LSO,Subnat,LSOr104,Maseru,8.241,8.006,8.439,2011
Lesotho,Africa,LSO,Subnat,LSOr106,Mohale s Hoek,7.83,7.606,8.018,2011
Lesotho,Africa,LSO,Subnat,LSOr109,Mokhotlong,7.504,7.29,7.684,2011
Lesotho,Africa,LSO,Subnat,LSOr108,Qasha s Nek,7.732,7.511,7.917,2011
Lesotho,Africa,LSO,Subnat,LSOr107,Quthing,7.758,7.537,7.945,2011
Lesotho,Africa,LSO,Subnat,LSOr110,Thaba-Tseka,7.467,7.254,7.646,2011
Liberia,Africa,LBR,National,LBRt,Total,7.243,7.044,7.412,2011
Liberia,Africa,LBR,Subnat,LBRr101,Bomi,6.974,6.783,7.137,2011
Liberia,Africa,LBR,Subnat,LBRr102,Bong,6.875,6.687,7.036,2011
Liberia,Africa,LBR,Subnat,LBRr103,Gbarpolu,6.857,6.668,7.016,2011
Liberia,Africa,LBR,Subnat,LBRr104,Grand Bassa,6.921,6.731,7.082,2011
Liberia,Africa,LBR,Subnat,LBRr105,Grand Cape Mount,6.944,6.753,7.106,2011
Liberia,Africa,LBR,Subnat,LBRr106,Grand Gedeh,6.988,6.796,7.151,2011
Liberia,Africa,LBR,Subnat,LBRr107,Grand Kru,6.829,6.642,6.989,2011
Liberia,Africa,LBR,Subnat,LBRr108,Lofa,6.94,6.749,7.101,2011
Liberia,Africa,LBR,Subnat,LBRr109,Margibi,7.262,7.062,7.431,2011
Liberia,Africa,LBR,Subnat,LBRr110,Maryland,7.09,6.895,7.255,2011
Liberia,Africa,LBR,Subnat,LBRr111,Montserrado,7.709,7.497,7.889,2011
Liberia,Africa,LBR,Subnat,LBRr112,Nimba,7.081,6.886,7.246,2011
Liberia,Africa,LBR,Subnat,LBRr113,River Cess,6.744,6.559,6.902,2011
Liberia,Africa,LBR,Subnat,LBRr114,River Gee,6.94,6.749,7.101,2011
Liberia,Africa,LBR,Subnat,LBRr115,Sinoe,6.818,6.631,6.977,2011
Libya,Africa,LBY,National,LBYt,Total,9.13,8.637,9.449,2011
Libya,Africa,LBY,Subnat,LBYr101,Cyrenaica,9.023,8.535,9.338,2011
Libya,Africa,LBY,Subnat,LBYr103,Fezzan,8.98,8.494,9.294,2011
Libya,Africa,LBY,Subnat,LBYr102,Tripolitania,9.208,8.71,9.53,2011
Madagascar,Africa,MDG,National,MDGt,Total,7.324,7.187,7.443,2011
Madagascar,Africa,MDG,Subnat,MDGr112,Alaotra Mangoro,7.337,7.2,7.456,2011
Madagascar,Africa,MDG,Subnat,MDGr101,Analamanga,7.783,7.638,7.909,2011
Madagascar,Africa,MDG,Subnat,MDGr111,Analanjirofo,7.216,7.081,7.333,2011
Madagascar,Africa,MDG,Subnat,MDGr106,Anamoroni Mania,7.138,7.005,7.254,2011
Madagascar,Africa,MDG,Subnat,MDGr118,Androy,7.084,6.952,7.199,2011
Madagascar,Africa,MDG,Subnat,MDGr119,Anosy,7.19,7.056,7.307,2011
Madagascar,Africa,MDG,Subnat,MDGr117,Atsimo Andrefana,7.212,7.077,7.329,2011
Madagascar,Africa,MDG,Subnat,MDGr109,Atsimo Atsinanana,7.108,6.976,7.224,2011
Madagascar,Africa,MDG,Subnat,MDGr110,Atsinanana,7.423,7.285,7.544,2011
Madagascar,Africa,MDG,Subnat,MDGr115,Betsiboka,7.231,7.096,7.348,2011
Madagascar,Africa,MDG,Subnat,MDGr113,Boeny,7.447,7.308,7.568,2011
Madagascar,Africa,MDG,Subnat,MDGr104,Bongolava,7.244,7.109,7.361,2011
Madagascar,Africa,MDG,Subnat,MDGr121,Diana,7.374,7.237,7.494,2011
Madagascar,Africa,MDG,Subnat,MDGr105,Haute Matsiatra,7.204,7.07,7.321,2011
Madagascar,Africa,MDG,Subnat,MDGr108,Ihorombe,7.24,7.105,7.357,2011
Madagascar,Africa,MDG,Subnat,MDGr103,Itasy,7.213,7.079,7.331,2011
Madagascar,Africa,MDG,Subnat,MDGr116,Melaky,7.06,6.929,7.175,2011
Madagascar,Africa,MDG,Subnat,MDGr120,Menabe,7.244,7.109,7.362,2011
Madagascar,Africa,MDG,Subnat,MDGr122,Sava,7.169,7.036,7.286,2011
Madagascar,Africa,MDG,Subnat,MDGr114,Sofia,7.29,7.154,7.409,2011
Madagascar,Africa,MDG,Subnat,MDGr102,Vakinankaratra,7.258,7.123,7.376,2011
Madagascar,Africa,MDG,Subnat,MDGr107,Vatovavy Fitovinany,7.102,6.97,7.218,2011
Malawi,Africa,MWI,National,MWIt,Total,7.222,7.04,7.385,2011
Malawi,Africa,MWI,Subnat,MWIr101,Blantyre,7.681,7.488,7.854,2011
Malawi,Africa,MWI,Subnat,MWIr102,Kasungu,7.17,6.99,7.332,2011
Malawi,Africa,MWI,Subnat,MWIr109,Lilongwe,7.359,7.173,7.525,2011
Malawi,Africa,MWI,Subnat,MWIr103,Machinga,7.141,6.962,7.303,2011
Malawi,Africa,MWI,Subnat,MWIr104,Mangochi,7.139,6.959,7.3,2011
Malawi,Africa,MWI,Subnat,MWIr110,Mulanje,7.184,7.003,7.346,2011
Malawi,Africa,MWI,Subnat,MWIr105,Mzimba,7.274,7.091,7.438,2011
Malawi,Africa,MWI,Subnat,MWIr112,"Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)",7.08,6.901,7.239,2011
Malawi,Africa,MWI,Subnat,MWIr111,"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)",7.252,7.07,7.416,2011
Malawi,Africa,MWI,Subnat,MWIr113,"Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)",7.126,6.947,7.287,2011
Malawi,Africa,MWI,Subnat,MWIr106,Salima,7.194,7.013,7.356,2011
Malawi,Africa,MWI,Subnat,MWIr107,Thyolo,7.117,6.938,7.278,2011
Malawi,Africa,MWI,Subnat,MWIr108,Zomba,7.282,7.099,7.446,2011
Mali,Africa,MLI,National,MLIt,Total,7.605,7.343,7.808,2011
Mali,Africa,MLI,Subnat,MLIr108,Bamako,8.571,8.277,8.8,2011
Mali,Africa,MLI,Subnat,MLIr107,Gao and Kidal,7.313,7.061,7.508,2011
Mali,Africa,MLI,Subnat,MLIr101,Kayes,7.541,7.282,7.743,2011
Mali,Africa,MLI,Subnat,MLIr102,Koulikoro,7.511,7.253,7.712,2011
Mali,Africa,MLI,Subnat,MLIr105,Mopti,7.33,7.078,7.525,2011
Mali,Africa,MLI,Subnat,MLIr104,Segou,7.475,7.218,7.675,2011
Mali,Africa,MLI,Subnat,MLIr103,Sikasso,7.535,7.276,7.737,2011
Mali,Africa,MLI,Subnat,MLIr106,Tombouctou,7.223,6.975,7.416,2011
Mauritania,Africa,MRT,National,MRTt,Total,8.433,7.773,8.841,2011
Mauritania,Africa,MRT,Subnat,MRTr107,Adrar,8.47,7.807,8.88,2011
Mauritania,Africa,MRT,Subnat,MRTr103,Assaba,8.151,7.514,8.545,2011
Mauritania,Africa,MRT,Subnat,MRTr105,Brakna,8.3,7.651,8.702,2011
Mauritania,Africa,MRT,Subnat,MRTr104,Gorgol,8.058,7.428,8.448,2011
Mauritania,Africa,MRT,Subnat,MRTr110,Guidimagha,8.026,7.399,8.415,2011
Mauritania,Africa,MRT,Subnat,MRTr101,Hodh Charghi,7.945,7.323,8.329,2011
Mauritania,Africa,MRT,Subnat,MRTr102,Hodh Gharbi,7.845,7.231,8.224,2011
Mauritania,Africa,MRT,Subnat,MRTr112,Inchiri,9.151,8.435,9.594,2011
Mauritania,Africa,MRT,Subnat,MRTr108,Nouadhibou,9.407,8.671,9.862,2011
Mauritania,Africa,MRT,Subnat,MRTr109,Tagant,8.251,7.606,8.65,2011
Mauritania,Africa,MRT,Subnat,MRTr111,Tiris-Zemmour,9.172,8.455,9.616,2011
Mauritania,Africa,MRT,Subnat,MRTr106,Trarza incl Nouakchott,8.846,8.154,9.274,2011
Mauritius,Africa,MUS,National,MUSt,Total,9.767,9.201,10.13,2011
Mauritius,Africa,MUS,Subnat,MUSr101,"North (Port Louis, Pamplemousses, Riviere du Rempart, Flacq, Moka)",9.743,9.179,10.11,2011
Mauritius,Africa,MUS,Subnat,MUSr103,Rodrigues,9.389,8.845,9.738,2011
Mauritius,Africa,MUS,Subnat,MUSr102,"South (Grand Port, Savanne, Plaines Wilhems, Black River)",9.812,9.244,10.18,2011
Morocco,Africa,MAR,National,MARt,Total,8.766,7.973,9.2,2011
Morocco,Africa,MAR,Subnat,MARr103,Centre,8.869,8.066,9.307,2011
Morocco,Africa,MAR,Subnat,MARr102,Centre north,8.689,7.902,9.118,2011
Morocco,Africa,MAR,Subnat,MARr105,Centre south,8.715,7.926,9.146,2011
Morocco,Africa,MAR,Subnat,MARr104,Eastern,8.723,7.934,9.154,2011
Morocco,Africa,MAR,Subnat,MARr101,North west,8.822,8.023,9.258,2011
Morocco,Africa,MAR,Subnat,MARr107,South,8.768,7.975,9.202,2011
Morocco,Africa,MAR,Subnat,MARr106,Tensift,8.656,7.873,9.084,2011
Mozambique,Africa,MOZ,National,MOZt,Total,6.962,6.89,7.034,2011
Mozambique,Africa,MOZ,Subnat,MOZr102,Cabo delgado,6.723,6.653,6.791,2011
Mozambique,Africa,MOZ,Subnat,MOZr109,Gaza,6.916,6.843,6.986,2011
Mozambique,Africa,MOZ,Subnat,MOZr108,Inhambane,6.79,6.72,6.86,2011
Mozambique,Africa,MOZ,Subnat,MOZr106,Manica,7.132,7.058,7.205,2011
Mozambique,Africa,MOZ,Subnat,MOZr111,Maputo Cidade,7.997,7.914,8.079,2011
Mozambique,Africa,MOZ,Subnat,MOZr110,Maputo Provincia,7.429,7.352,7.505,2011
Mozambique,Africa,MOZ,Subnat,MOZr103,Nampula,6.839,6.768,6.909,2011
Mozambique,Africa,MOZ,Subnat,MOZr101,Niassa,6.789,6.719,6.859,2011
Mozambique,Africa,MOZ,Subnat,MOZr107,Sofala,7.162,7.088,7.235,2011
Mozambique,Africa,MOZ,Subnat,MOZr105,Tete,6.762,6.692,6.832,2011
Mozambique,Africa,MOZ,Subnat,MOZr104,Zambezia,6.874,6.802,6.944,2011
Namibia,Africa,NAM,National,NAMt,Total,9.101,8.914,9.269,2011
Namibia,Africa,NAM,Subnat,NAMr101,Caprivi,8.359,8.187,8.512,2011
Namibia,Africa,NAM,Subnat,NAMr102,Erongo,9.798,9.596,9.978,2011
Namibia,Africa,NAM,Subnat,NAMr103,Hardap,9.508,9.313,9.683,2011
Namibia,Africa,NAM,Subnat,NAMr104,Karas,9.531,9.335,9.706,2011
Namibia,Africa,NAM,Subnat,NAMr108,Kavango,8.386,8.213,8.54,2011
Namibia,Africa,NAM,Subnat,NAMr105,Khomas,9.901,9.698,10.08,2011
Namibia,Africa,NAM,Subnat,NAMr106,Kunene,8.746,8.566,8.907,2011
Namibia,Africa,NAM,Subnat,NAMr107,Ohangwena,8.321,8.15,8.474,2011
Namibia,Africa,NAM,Subnat,NAMr109,Omaheke,8.931,8.747,9.095,2011
Namibia,Africa,NAM,Subnat,NAMr110,Omusati,8.467,8.293,8.623,2011
