Country,Continent,ISO_Code,Level,GDLCODE,Region,"Urbanization","Area pop millions","Area pop share","% Aged 0-9","% Aged 10-19","% Aged 20-29","% Aged 30-39","% Aged 40-49","% Aged 50-59","% Aged 60-69","% Aged 70-79","% Aged 80-89","% Aged 90+","HH size","% Piped water","% Electricity","% Flush toilet","% 0-1 sleep room","% 2 sleep rooms","% 3+ sleep rooms","% Natural floor","% Cook on wood"
"Algeria","Africa","DZA","National","DZAt","Total",63.4,44.7,100,19.9,15.7,14.5,14.9,12.0,10.5,7.15,3.39,1.61,0.30,4.78,,99.8,,19.1,35.0,45.9,,5.78
"Algeria","Africa","DZA","Urb/rur","DZAtu","Urban",100,28.3,63.4,18.6,16.1,14.4,14.0,12.2,11.4,7.63,3.55,1.78,0.36,4.71,,99.9,,16.5,35.5,48.1,,0.66
"Algeria","Africa","DZA","Urb/rur","DZAtr","Rural",0.00,16.4,36.6,22.3,14.9,14.7,16.5,11.8,8.99,6.31,3.08,1.32,0.22,4.90,,99.7,,23.7,34.2,42.1,,8.32
"Algeria","Africa","DZA","Poverty","DZAp1","Poor",15.7,0.23,0.49,24.8,23.0,9.62,12.7,11.9,8.46,6.11,1.26,1.60,0.57,4.56,,71.0,,62.5,25.3,12.2,,67.8
"Algeria","Africa","DZA","Poverty","DZAp0","Nonpoor",63.6,44.4,99.5,19.9,15.6,14.5,14.9,12.0,10.5,7.15,3.40,1.60,0.30,4.78,,99.9,,18.8,35.1,46.1,,3.64
"Algeria","Africa","DZA","Wealth quartiles","DZAw41","Lowest 25%",28.5,11.0,24.5,23.7,15.7,13.6,15.8,12.0,8.98,5.65,2.99,1.32,0.37,4.69,,99.4,,34.5,33.9,31.5,,8.19
"Algeria","Africa","DZA","Wealth quartiles","DZAw42","Second 25%",58.0,11.2,25.1,21.4,15.1,14.3,15.2,12.3,9.70,6.66,3.30,1.68,0.29,4.80,,99.9,,20.1,38.2,41.7,,0.01
"Algeria","Africa","DZA","Wealth quartiles","DZAw43","Third 25%",76.2,11.1,24.8,18.8,15.5,14.4,14.8,12.4,10.7,7.77,3.54,1.75,0.24,4.75,,99.9,,13.2,36.6,50.2,,0.01
"Algeria","Africa","DZA","Wealth quartiles","DZAw44","Highest 25%",89.7,11.4,25.6,16.0,16.3,15.7,13.9,11.4,12.6,8.46,3.69,1.68,0.33,4.90,,99.9,,8.29,31.3,60.5,,0.00
"Algeria","Africa","DZA","Subnat","DZAr104","Hauts Plateaux Centre (Djelfa, Laghouat, MSila)",65.1,3.41,7.66,22.1,18.1,16.6,14.5,9.95,8.85,5.87,2.53,1.30,0.23,5.59,,98.4,,10.3,29.2,60.5,,47.1
"Algeria","Africa","DZA","Subnat","DZAr105","Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)",60.2,6.26,14.0,20.3,16.7,15.5,14.7,11.8,10.0,6.48,2.85,1.44,0.27,4.73,,99.9,,20.7,39.7,39.6,,4.75
"Algeria","Africa","DZA","Subnat","DZAr106","Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)",65.3,2.19,4.87,20.6,16.8,14.7,14.1,11.8,10.6,6.40,3.03,1.64,0.26,4.87,,99.8,,21.7,36.1,42.2,,54.4
"Algeria","Africa","DZA","Subnat","DZAr101","Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)",60.8,14.5,32.4,19.3,14.6,13.4,15.4,12.8,10.6,8.01,3.89,1.66,0.37,4.77,,99.9,,15.9,32.1,52.0,,0.01
"Algeria","Africa","DZA","Subnat","DZAr102","Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)",64.4,6.40,14.3,18.5,14.1,14.9,15.5,12.5,10.6,7.52,4.02,1.98,0.33,4.52,,99.9,,22.9,38.9,38.1,,1.18
"Algeria","Africa","DZA","Subnat","DZAr103","Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)",64.3,7.55,17.0,18.6,15.3,13.2,14.5,13.0,12.2,7.67,3.57,1.81,0.25,4.53,,99.8,,22.0,35.5,42.5,,1.57
"Algeria","Africa","DZA","Subnat","DZAr107","Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)",70.7,4.39,9.81,24.0,18.1,16.4,14.4,9.24,9.35,5.16,2.06,1.01,0.32,5.14,,99.9,,21.4,34.4,44.2,,3.72
"Benin","Africa","BEN","National","BENt","Total",39.5,12.4,100,35.4,21.4,15.2,10.8,6.98,4.63,3.16,1.64,0.57,0.22,7.91,,34.4,,28.4,41.5,30.1,,94.0
"Benin","Africa","BEN","Urb/rur","BENtu","Urban",100,4.90,39.5,34.1,21.6,15.3,11.8,7.31,4.61,3.21,1.44,0.51,0.19,7.11,,49.9,,29.4,44.1,26.5,,88.7
"Benin","Africa","BEN","Urb/rur","BENtr","Rural",0.00,7.45,60.5,36.3,21.3,15.2,10.1,6.78,4.65,3.12,1.76,0.60,0.24,8.44,,23.0,,27.6,39.6,32.8,,97.8
"Benin","Africa","BEN","Poverty","BENp1","Poor",32.9,9.62,78.2,36.4,20.7,15.4,10.2,6.76,4.61,3.30,1.76,0.61,0.23,7.93,,18.2,,32.8,40.2,27.0,,97.9
"Benin","Africa","BEN","Poverty","BENp0","Nonpoor",64.9,2.73,21.8,31.7,23.8,14.9,12.6,7.83,4.73,2.65,1.19,0.43,0.17,7.85,,95.9,,12.3,46.3,41.4,,78.5
"Benin","Africa","BEN","Wealth quartiles","BENw41","Lowest 25%",30.7,3.48,28.3,38.3,20.9,13.7,9.74,6.45,4.56,3.45,2.02,0.65,0.19,9.01,,2.14,,28.8,38.9,32.3,,99.8
"Benin","Africa","BEN","Wealth quartiles","BENw42","Second 25%",21.1,3.20,25.9,36.4,21.2,15.0,9.56,6.88,4.95,3.38,1.76,0.58,0.31,8.12,,10.2,,30.0,38.5,31.5,,99.3
"Benin","Africa","BEN","Wealth quartiles","BENw43","Third 25%",37.5,2.96,23.9,34.8,21.8,15.5,11.0,7.42,4.21,2.86,1.55,0.65,0.21,7.54,,39.0,,30.5,42.1,27.5,,97.9
"Benin","Africa","BEN","Wealth quartiles","BENw44","Highest 25%",75.5,2.71,21.9,31.2,22.0,17.0,13.2,7.33,4.80,2.84,1.08,0.33,0.17,6.70,,86.1,,24.2,46.7,29.1,,78.6
"Benin","Africa","BEN","Subnat","BENr101","Atacora (incl Donga)",38.4,1.93,15.7,35.5,21.8,15.5,10.2,6.17,4.54,3.19,2.13,0.72,0.30,9.62,,27.2,,16.5,26.7,56.8,,98.8
"Benin","Africa","BEN","Subnat","BENr102","Atlantique (incl Littoral (Cotonou))",54.7,1.80,13.9,32.7,21.8,15.1,12.2,8.26,4.92,3.00,1.36,0.47,0.26,6.06,,51.3,,33.8,46.7,19.5,,82.8
"Benin","Africa","BEN","Subnat","BENr103","Borgou (incl Alibori)",30.5,3.51,29.5,37.6,21.4,17.3,9.78,5.86,3.72,2.54,1.20,0.42,0.11,10.8,,26.7,,16.8,35.7,47.5,,97.2
"Benin","Africa","BEN","Subnat","BENr104","Mono (incl Couffo)",39.3,1.41,11.3,36.0,20.2,14.8,9.94,6.56,5.87,3.83,1.88,0.60,0.36,5.57,,32.7,,45.7,40.5,13.8,,97.7
"Benin","Africa","BEN","Subnat","BENr105","Queme (incl Plateau)",60.0,1.77,14.0,33.1,21.2,13.0,12.6,7.92,5.34,4.01,2.01,0.66,0.16,5.40,,37.4,,30.1,48.8,21.1,,93.4
"Benin","Africa","BEN","Subnat","BENr106","Zou (incl Collines)",25.3,1.93,15.6,35.0,21.2,15.3,10.6,8.00,4.28,3.03,1.56,0.63,0.27,7.19,,35.1,,32.5,43.7,23.8,,93.9
"Cameroon","Africa","CMR","National","CMRt","Total",52.3,27.1,100,32.6,23.2,15.2,11.8,6.99,4.68,3.30,1.44,0.52,0.31,7.77,,65.9,,34.3,28.1,37.7,,66.0
"Cameroon","Africa","CMR","Urb/rur","CMRtu","Urban",100,14.1,52.3,29.5,23.0,17.0,13.4,7.59,4.54,3.19,1.08,0.40,0.31,6.88,,91.1,,39.7,27.5,32.8,,44.8
"Cameroon","Africa","CMR","Urb/rur","CMRtr","Rural",0.00,13.0,47.7,35.9,23.3,13.2,10.1,6.36,4.87,3.45,1.85,0.69,0.31,8.74,,30.2,,26.8,28.9,44.3,,94.9
"Cameroon","Africa","CMR","Poverty","CMRp1","Poor",23.7,14.8,54.1,35.7,22.6,14.0,10.4,6.51,4.80,3.25,1.71,0.69,0.30,8.15,,35.7,,37.9,28.3,33.9,,90.1
"Cameroon","Africa","CMR","Poverty","CMRp0","Nonpoor",86.1,12.2,45.9,28.9,23.7,16.5,13.5,7.56,4.54,3.44,1.17,0.35,0.31,7.28,,98.6,,30.6,27.8,41.6,,39.2
"Cameroon","Africa","CMR","Wealth quartiles","CMRw41","Lowest 25%",8.14,7.53,27.9,38.6,23.3,12.3,9.42,6.27,4.49,2.93,1.73,0.63,0.32,8.42,,3.21,,33.2,31.9,34.9,,100.0
"Cameroon","Africa","CMR","Wealth quartiles","CMRw42","Second 25%",36.9,7.43,27.6,33.2,23.6,14.3,10.4,6.95,5.12,3.65,1.76,0.76,0.24,8.52,,60.9,,28.1,27.1,44.8,,95.9
"Cameroon","Africa","CMR","Wealth quartiles","CMRw43","Third 25%",85.4,6.15,22.5,30.0,23.2,17.5,12.9,7.04,4.46,3.27,1.01,0.36,0.28,7.18,,99.9,,42.3,25.2,32.5,,56.2
"Cameroon","Africa","CMR","Wealth quartiles","CMRw44","Highest 25%",93.9,5.95,22.0,26.6,22.5,17.9,15.4,7.96,4.62,3.26,1.12,0.29,0.39,6.71,,99.1,,33.4,28.0,38.6,,12.7
"Cameroon","Africa","CMR","Subnat","CMRr101","Adamaoua",40.1,1.35,4.99,31.7,26.5,15.2,10.6,6.59,4.27,2.48,1.32,1.04,0.21,8.53,,48.6,,42.1,25.2,32.7,,80.4
"Cameroon","Africa","CMR","Subnat","CMRr102","Centre (incl Yaounde)",62.2,5.66,21.2,30.9,22.0,17.1,13.6,7.20,4.47,3.15,0.88,0.25,0.42,7.87,,82.5,,33.0,29.2,37.7,,43.6
"Cameroon","Africa","CMR","Subnat","CMRr103","Est",45.2,1.89,7.16,35.7,23.3,15.1,11.2,5.66,4.33,2.79,1.33,0.32,0.31,8.18,,44.5,,25.0,35.2,39.8,,80.3
"Cameroon","Africa","CMR","Subnat","CMRr104","Extreme Nord",32.0,4.38,16.0,37.5,24.2,13.3,9.74,5.90,4.46,2.62,1.58,0.58,0.12,8.11,,22.5,,41.3,28.8,29.9,,95.8
"Cameroon","Africa","CMR","Subnat","CMRr105","Littoral (incl Douala)",94.2,4.19,15.7,27.0,22.0,15.3,15.6,9.56,5.09,3.53,1.18,0.33,0.32,5.97,,96.9,,38.8,26.9,34.3,,35.6
"Cameroon","Africa","CMR","Subnat","CMRr106","Nord",18.8,3.86,14.4,37.2,23.3,13.5,10.4,6.35,3.43,3.11,1.66,0.59,0.36,9.25,,29.0,,32.6,28.5,38.9,,95.7
"Cameroon","Africa","CMR","Subnat","CMRr107","Nord Ouest",39.3,1.42,4.96,31.8,19.7,15.6,12.1,6.98,5.14,4.20,2.75,1.15,0.52,5.75,,64.7,,36.6,29.5,33.9,,80.2
"Cameroon","Africa","CMR","Subnat","CMRr108","Ouest",52.9,2.94,10.8,32.4,26.1,13.9,7.66,6.16,5.83,4.82,2.13,0.72,0.21,7.72,,87.9,,21.4,23.8,54.8,,76.7
"Cameroon","Africa","CMR","Subnat","CMRr109","Sud",41.1,1.38,5.28,28.8,23.3,17.1,14.0,6.83,5.60,2.99,0.44,0.69,0.34,9.57,,75.9,,20.7,26.4,52.9,,60.9
"Cameroon","Africa","CMR","Subnat","CMRr110","Sud Ouest",99.9,0.00,0.01,21.8,21.7,21.6,12.9,10.3,5.17,4.13,1.75,0.46,0.21,4.92,,99.9,,55.8,23.5,20.7,,19.7
"Central African Republic CAR","Africa","CAF","National","CAFt","Total",34.8,4.82,100,38.7,21.8,13.3,10.5,6.47,5.29,2.74,0.94,0.21,0.01,5.77,,13.7,,31.8,29.1,39.1,,99.5
"Central African Republic CAR","Africa","CAF","Urb/rur","CAFtu","Urban",100,1.68,34.8,33.1,25.0,15.4,11.0,6.27,4.90,2.81,1.16,0.27,0.05,6.42,,31.7,,22.1,25.5,52.4,,99.4
"Central African Republic CAR","Africa","CAF","Urb/rur","CAFtr","Rural",0.00,3.14,65.2,41.7,20.1,12.2,10.3,6.57,5.51,2.70,0.83,0.19,0.01,5.47,,5.40,,36.3,30.6,33.1,,99.6
"Central African Republic CAR","Africa","CAF","Poverty","CAFp1","Poor",31.1,4.56,94.5,39.4,21.6,13.0,10.4,6.41,5.27,2.69,0.92,0.21,0.01,5.70,,9.80,,33.0,29.8,37.2,,99.6
"Central African Republic CAR","Africa","CAF","Poverty","CAFp0","Nonpoor",99.2,0.26,5.46,25.8,25.4,18.3,12.3,7.39,5.61,3.52,1.19,0.31,0.06,7.43,,99.2,,3.93,13.3,82.8,,99.4
"Central African Republic CAR","Africa","CAF","Wealth quartiles","CAFw41","Lowest 25%",12.3,1.06,22.1,43.0,19.0,12.0,10.5,6.08,5.39,2.88,0.92,0.19,0.02,5.08,,0.87,,43.4,32.2,24.4,,99.6
"Central African Republic CAR","Africa","CAF","Wealth quartiles","CAFw42","Second 25%",7.09,1.10,22.8,41.8,19.1,13.0,10.7,6.08,5.54,2.57,0.90,0.25,0.01,5.25,,5.63,,41.8,30.9,27.3,,99.7
"Central African Republic CAR","Africa","CAF","Wealth quartiles","CAFw43","Third 25%",24.9,1.27,26.3,40.2,22.6,12.6,9.33,6.61,5.02,2.72,0.79,0.19,0.01,6.08,,6.06,,24.9,31.8,43.4,,99.4
"Central African Republic CAR","Africa","CAF","Wealth quartiles","CAFw44","Highest 25%",83.2,1.39,28.8,31.6,25.4,15.3,11.4,6.93,5.25,2.77,1.13,0.23,0.04,6.66,,42.1,,17.0,21.5,61.6,,99.5
"Central African Republic CAR","Africa","CAF","Subnat","CAFr106","Bangui",100,0.60,12.4,27.8,24.3,17.6,13.0,6.80,5.46,3.03,1.66,0.32,0.08,6.49,,64.5,,18.1,22.4,59.5,,99.1
"Central African Republic CAR","Africa","CAF","Subnat","CAFr101","RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi, Ouaka)",29.5,1.65,34.5,38.3,22.5,13.0,10.2,6.44,5.66,2.96,0.71,0.19,0.01,5.87,,10.7,,26.5,28.4,45.1,,99.8
"Central African Republic CAR","Africa","CAF","Subnat","CAFr102","RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)",30.1,0.75,15.6,39.7,21.0,13.0,9.90,7.13,5.10,2.85,1.02,0.16,0.03,5.68,,7.76,,44.1,32.5,23.4,,98.3
"Central African Republic CAR","Africa","CAF","Subnat","CAFr103","RS III (Ouham Pende, Ouham)",19.8,1.19,24.8,42.7,19.9,12.5,10.5,6.19,4.87,2.22,0.77,0.23,0.01,5.52,,2.05,,28.2,32.2,39.6,,99.9
"Central African Republic CAR","Africa","CAF","Subnat","CAFr104","RS IV (Haute-Kotto, Baminigui Bangoran, Vakaga)",32.0,0.09,1.86,42.4,20.5,11.9,10.1,6.25,5.77,2.47,0.36,0.15,0.11,4.89,,5.62,,50.0,31.9,18.1,,99.6
"Central African Republic CAR","Africa","CAF","Subnat","CAFr105","RS V (Basse Kotto, Mbornou, Houte Mbormou)",19.5,0.53,10.9,40.8,22.5,12.2,9.61,5.90,4.94,2.75,1.18,0.22,0.01,5.59,,7.99,,46.5,24.9,28.6,,99.9
"Chad","Africa","TCD","National","TCDt","Total",17.2,16.9,100,38.6,24.3,12.6,9.48,5.95,4.91,2.56,1.07,0.33,0.10,5.02,,7.70,,22.7,31.5,45.8,,99.7
"Chad","Africa","TCD","Urb/rur","TCDtu","Urban",100,2.95,17.2,33.7,25.7,13.5,10.4,6.63,5.65,2.64,1.51,0.25,0.11,4.62,,33.6,,24.3,29.6,46.1,,98.9
"Chad","Africa","TCD","Urb/rur","TCDtr","Rural",0.00,13.9,82.8,39.7,24.1,12.5,9.30,5.80,4.73,2.55,0.97,0.36,0.10,5.14,,2.18,,22.4,31.8,45.8,,99.4
"Chad","Africa","TCD","Poverty","TCDp1","Poor",12.7,15.8,94.0,39.1,24.3,12.5,9.37,5.86,4.85,2.57,1.04,0.34,0.10,5.04,,2.87,,23.6,32.1,44.3,,99.6
"Chad","Africa","TCD","Poverty","TCDp0","Nonpoor",88.5,1.03,6.02,31.3,25.4,14.6,11.2,7.21,5.91,2.41,1.49,0.28,0.14,5.21,,91.2,,7.89,21.3,70.8,,99.2
"Chad","Africa","TCD","Wealth quartiles","TCDw41","Lowest 25%",8.37,3.66,21.8,42.1,22.9,10.6,8.96,5.65,4.70,3.09,1.37,0.56,0.11,4.48,,0.57,,43.7,35.4,20.9,,99.7
"Chad","Africa","TCD","Wealth quartiles","TCDw42","Second 25%",3.44,4.00,23.6,40.5,23.2,12.2,8.95,6.05,4.52,2.96,1.13,0.35,0.08,4.99,,1.39,,25.4,36.8,37.9,,99.6
"Chad","Africa","TCD","Wealth quartiles","TCDw43","Third 25%",6.16,4.37,25.8,38.7,23.8,13.8,10.00,5.58,4.84,2.13,0.84,0.24,0.11,5.37,,1.64,,10.2,30.8,59.0,,99.1
"Chad","Africa","TCD","Wealth quartiles","TCDw44","Highest 25%",44.8,4.83,28.7,34.5,26.9,13.4,9.86,6.45,5.45,2.20,0.99,0.23,0.08,5.52,,27.2,,11.6,23.0,65.3,,99.1
"Chad","Africa","TCD","Subnat","TCDr101","Zone 1 (N'Djamena)",100,1.12,6.54,30.5,25.2,14.0,12.5,6.98,6.34,2.41,1.86,0.13,0.17,4.72,,61.1,,25.9,29.6,44.5,,95.4
"Chad","Africa","TCD","Subnat","TCDr102","Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)",15.1,1.92,11.4,41.5,24.8,9.95,9.12,6.15,4.67,2.68,0.99,0.22,0.02,5.43,,2.64,,31.9,34.2,34.0,,99.9
"Chad","Africa","TCD","Subnat","TCDr103","Zone 3 (Guera, Batha, Salamat)",16.3,1.93,11.4,42.8,23.1,10.5,8.98,5.73,4.70,2.57,1.14,0.49,0.03,5.25,,5.12,,28.1,34.5,37.4,,99.8
"Chad","Africa","TCD","Subnat","TCDr104","Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)",11.0,2.57,15.5,40.3,23.8,12.1,9.11,6.61,4.15,2.57,0.87,0.49,0.09,5.26,,9.45,,21.7,34.4,43.9,,98.9
"Chad","Africa","TCD","Subnat","TCDr105","Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)",8.52,1.61,9.48,40.1,23.5,12.2,9.06,6.00,5.09,2.03,1.34,0.51,0.12,4.88,,3.31,,28.9,33.5,37.6,,99.9
"Chad","Africa","TCD","Subnat","TCDr106","Zone 6 (Mayo-Kebbi Est and Ouest)",12.8,2.53,15.2,36.2,26.1,14.4,8.47,4.93,5.08,2.41,1.54,0.57,0.26,5.28,,6.01,,8.65,26.3,65.1,,97.8
"Chad","Africa","TCD","Subnat","TCDr107","Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)",9.60,3.67,21.8,38.4,24.2,13.8,9.84,5.64,4.57,2.77,0.63,0.07,0.06,4.81,,1.19,,21.7,28.7,49.6,,99.8
"Chad","Africa","TCD","Subnat","TCDr108","Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)",8.30,1.52,8.80,35.8,24.2,14.1,10.2,6.44,5.72,2.63,0.65,0.20,0.03,4.69,,1.55,,19.9,31.4,48.7,,99.7
"Congo Democratic Republic","Africa","COD","National","CODt","Total",49.5,91.7,100,35.7,22.8,12.7,12.0,6.48,6.10,2.88,1.12,0.29,0.01,4.13,,34.4,,30.3,39.1,30.6,,99.9
"Congo Democratic Republic","Africa","COD","Urb/rur","CODtu","Urban",100,44.3,49.5,32.1,23.5,15.2,12.2,6.98,5.57,2.79,1.12,0.47,0.03,4.25,,63.6,,30.8,38.4,30.8,,99.9
"Congo Democratic Republic","Africa","COD","Urb/rur","CODtr","Rural",0.00,47.4,50.5,39.0,22.0,10.4,11.7,6.05,6.54,2.99,1.11,0.14,0.01,3.96,,9.81,,30.5,39.2,30.3,,99.8
"Congo Democratic Republic","Africa","COD","Poverty","CODp1","Poor",34.1,70.9,76.4,37.8,22.7,11.5,11.8,5.97,6.13,2.91,1.09,0.21,0.01,3.96,,17.1,,33.0,38.3,28.7,,99.8
"Congo Democratic Republic","Africa","COD","Poverty","CODp0","Nonpoor",97.7,20.8,23.6,29.0,22.8,16.6,12.4,8.42,5.93,2.84,1.24,0.65,0.06,4.65,,99.9,,19.1,42.9,38.1,,99.9
"Congo Democratic Republic","Africa","COD","Wealth quartiles","CODw41","Lowest 25%",10.3,19.8,21.7,40.8,21.3,10.1,11.8,6.03,5.88,2.89,1.10,0.12,0.00,3.52,,0.51,,39.1,42.3,18.6,,99.9
"Congo Democratic Republic","Africa","COD","Wealth quartiles","CODw42","Second 25%",12.1,22.4,24.5,38.1,23.3,10.3,12.1,5.80,6.49,2.83,0.92,0.12,0.01,4.14,,5.01,,26.9,38.9,34.2,,99.9
"Congo Democratic Republic","Africa","COD","Wealth quartiles","CODw43","Third 25%",59.8,24.2,26.4,36.2,23.4,12.0,10.7,6.13,6.58,3.25,1.35,0.31,0.01,4.47,,22.3,,25.6,36.5,37.9,,99.6
"Congo Democratic Republic","Africa","COD","Wealth quartiles","CODw44","Highest 25%",99.9,25.3,27.5,29.0,22.8,17.5,13.1,7.79,5.46,2.59,1.08,0.57,0.06,4.49,,99.9,,29.7,38.5,31.8,,99.9
"Congo Democratic Republic","Africa","COD","Subnat","CODr103","Bandundu",7.81,10.4,11.0,35.5,21.8,10.9,12.4,5.90,8.13,4.24,1.05,0.14,0.01,3.50,,5.63,,35.1,28.8,36.1,,99.9
"Congo Democratic Republic","Africa","COD","Subnat","CODr102","Bas-Congo",52.9,7.60,8.64,28.9,24.8,11.8,12.2,8.45,6.60,4.73,1.82,0.55,0.22,3.74,,48.3,,38.2,34.9,26.9,,99.7
"Congo Democratic Republic","Africa","COD","Subnat","CODr104","Equateur",29.3,2.69,1.96,36.9,23.3,11.4,12.0,6.89,5.54,2.54,1.04,0.31,0.04,3.74,,3.28,,27.1,33.8,39.1,,100.0
"Congo Democratic Republic","Africa","COD","Subnat","CODr111","Kasai Occidental",0.01,7.82,8.70,38.0,24.1,10.3,10.6,6.37,6.83,2.94,0.77,0.02,0.09,4.18,,1.55,,25.2,40.1,34.7,,100.0
"Congo Democratic Republic","Africa","COD","Subnat","CODr110","Kasai Oriental",46.1,5.08,5.10,40.8,23.6,10.5,10.4,5.76,6.10,1.86,0.67,0.37,0.01,3.94,,8.22,,25.9,56.5,17.5,,99.8
"Congo Democratic Republic","Africa","COD","Subnat","CODr109","Katanga",55.7,16.2,18.3,37.6,22.9,12.5,10.8,6.35,5.82,2.91,1.26,0.01,0.03,4.25,,29.2,,30.2,45.6,24.3,,99.9
"Congo Democratic Republic","Africa","COD","Subnat","CODr101","Kinshasa",100,14.8,16.8,27.0,21.1,17.3,13.2,9.62,6.21,3.33,1.55,0.70,0.01,4.03,,82.7,,40.1,39.5,20.5,,99.9
"Congo Democratic Republic","Africa","COD","Subnat","CODr108","Maniema",0.01,0.12,0.01,41.8,20.0,11.3,13.0,4.52,7.38,1.52,0.27,0.27,0.01,4.51,,0.01,,39.5,37.4,23.1,,100
"Congo Democratic Republic","Africa","COD","Subnat","CODr106","Nord-Kivu",32.7,7.99,8.73,37.6,24.0,13.9,12.8,3.43,4.96,1.88,1.13,0.36,0.01,5.35,,57.6,,7.30,44.0,48.7,,99.9
"Congo Democratic Republic","Africa","COD","Subnat","CODr105","Orientale",55.2,11.5,12.8,38.4,21.5,12.7,12.2,6.27,5.08,2.63,1.05,0.16,0.00,3.79,,18.7,,31.9,34.4,33.7,,99.6
"Congo Democratic Republic","Africa","COD","Subnat","CODr107","Sud-Kivu",76.8,7.45,8.17,43.3,24.7,10.7,11.7,4.16,4.10,0.67,0.34,0.35,0.01,5.28,,52.5,,23.0,31.9,45.1,,99.9
"Gambia","Africa","GMB","National","GMBt","Total",70.1,2.47,100,30.7,23.3,16.8,11.1,7.38,4.74,3.54,1.57,0.65,0.27,8.42,,67.0,,17.7,22.7,59.6,,89.5
"Gambia","Africa","GMB","Urb/rur","GMBtu","Urban",100,1.87,70.1,28.6,23.1,18.5,11.8,7.84,4.65,3.25,1.35,0.60,0.26,7.68,,80.6,,21.4,25.7,52.9,,86.1
"Gambia","Africa","GMB","Urb/rur","GMBtr","Rural",0.00,0.60,29.9,35.6,23.7,12.6,9.39,6.30,4.95,4.24,2.06,0.78,0.27,10.9,,21.9,,5.35,12.9,81.7,,99.4
"Gambia","Africa","GMB","Poverty","GMBp1","Poor",37.4,0.73,29.6,34.8,24.1,13.2,9.41,7.30,4.79,3.92,1.65,0.64,0.22,8.42,,15.2,,17.5,21.4,61.1,,98.9
"Gambia","Africa","GMB","Poverty","GMBp0","Nonpoor",83.7,1.74,70.4,29.0,22.9,18.2,11.8,7.41,4.74,3.39,1.54,0.67,0.28,8.44,,88.8,,17.9,23.2,58.9,,84.9
"Gambia","Africa","GMB","Wealth quartiles","GMBw41","Lowest 25%",19.5,0.71,25.9,35.1,24.3,13.0,9.06,7.24,4.60,4.26,1.64,0.64,0.22,8.76,,14.3,,14.6,19.7,65.7,,99.7
"Gambia","Africa","GMB","Wealth quartiles","GMBw42","Second 25%",69.1,0.66,19.9,31.7,23.9,15.9,10.6,7.56,4.91,3.24,1.52,0.57,0.25,6.77,,64.8,,34.3,22.4,43.3,,95.6
"Gambia","Africa","GMB","Wealth quartiles","GMBw43","Third 25%",88.0,0.57,24.7,31.1,23.2,17.5,11.6,7.06,4.84,2.90,1.06,0.70,0.11,8.33,,90.2,,17.9,27.1,55.0,,89.6
"Gambia","Africa","GMB","Wealth quartiles","GMBw44","Highest 25%",99.6,0.53,29.4,26.2,22.2,19.8,12.7,7.51,4.67,3.71,2.00,0.69,0.45,9.86,,98.9,,4.44,21.6,74.3,,74.3
"Gambia","Africa","GMB","Subnat","GMBr101","Banjul",100,0.02,1.32,22.0,20.8,18.6,15.9,10.3,5.32,3.78,1.92,0.66,0.76,4.34,,95.8,,47.1,29.0,23.9,,81.3
"Gambia","Africa","GMB","Subnat","GMBr108","Basse",34.2,0.31,9.90,35.9,24.1,13.2,9.93,4.98,5.37,3.82,1.84,0.90,0.07,13.4,,51.3,,12.6,17.1,70.3,,98.6
"Gambia","Africa","GMB","Subnat","GMBr103","Brikama",93.8,1.04,44.0,29.5,24.0,17.6,11.6,8.02,4.11,3.15,1.26,0.68,0.20,8.55,,74.4,,13.8,22.0,64.2,,89.0
"Gambia","Africa","GMB","Subnat","GMBr107","Janjabureh",12.9,0.16,5.16,34.4,24.5,12.6,9.84,6.91,5.42,4.01,1.41,0.76,0.18,9.51,,22.6,,6.33,17.5,76.2,,98.8
"Gambia","Africa","GMB","Subnat","GMBr102","Kanifing",100,0.50,19.3,25.7,21.3,21.9,12.4,7.98,5.06,3.33,1.52,0.33,0.40,6.45,,90.0,,31.4,30.3,38.3,,80.2
"Gambia","Africa","GMB","Subnat","GMBr105","Kerewan",27.4,0.26,11.2,34.7,23.9,12.9,9.16,6.56,5.15,4.61,1.94,0.79,0.35,9.47,,38.0,,7.47,18.2,74.3,,96.8
