Country,Continent,ISO_Code,Level,GDLCODE,Region,"Urbanization","Area pop millions","Area pop share","% Aged 0-9","% Aged 10-19","% Aged 20-29","% Aged 30-39","% Aged 40-49","% Aged 50-59","% Aged 60-69","% Aged 70-79","% Aged 80-89","% Aged 90+","HH size","% Piped water","% Electricity","% Flush toilet","% 0-1 sleep room","% 2 sleep rooms","% 3+ sleep rooms","% Natural floor","% Cook on wood"
"Senegal","Africa","SEN","Subnat","SENr104","Saint Louis",58.7,3.91,23.8,27.4,22.5,11.8,14.6,5.96,7.81,6.34,1.86,1.64,0.18,7.09,,77.5,,31.9,20.7,47.4,,41.4
"Senegal","Africa","SEN","Subnat","SENr105","Tambacounda",44.4,2.67,16.3,27.6,28.8,14.0,13.8,5.23,5.20,2.92,1.66,0.91,0.03,17.9,,83.0,,17.5,7.79,74.8,,42.0
"Senegal","Africa","SEN","Subnat","SENr107","Thies",65.7,2.80,16.5,29.9,29.5,8.58,12.9,6.41,7.25,3.95,0.84,0.57,0.06,14.3,,94.3,,6.86,22.2,70.9,,5.50
"Senegal","Africa","SEN","Subnat","SENr102","Ziguinchor",33.2,0.74,4.38,25.3,23.6,16.3,10.4,5.26,6.55,8.38,3.30,0.56,0.24,12.4,,71.9,,3.01,23.9,88.5,,16.5
"Sierra Leone","Africa","SLE","National","SLEt","Total",37.8,8.14,100,29.5,26.0,13.0,10.1,8.25,5.86,4.03,2.20,0.93,0.26,9.01,,21.8,,16.5,28.3,55.3,,98.1
"Sierra Leone","Africa","SLE","Urb/rur","SLEtu","Urban",100,3.10,37.8,25.8,28.9,16.1,10.1,7.82,5.25,3.34,1.86,0.64,0.18,9.28,,53.9,,24.7,35.0,40.4,,95.8
"Sierra Leone","Africa","SLE","Urb/rur","SLEtr","Rural",0.00,5.04,62.2,31.6,24.2,11.2,10.1,8.50,6.19,4.46,2.39,1.10,0.31,8.80,,0.52,,10.8,23.3,65.9,,99.7
"Sierra Leone","Africa","SLE","Poverty","SLEp1","Poor",24.1,6.57,80.7,30.9,24.8,12.0,9.85,8.40,5.96,4.40,2.41,1.01,0.31,8.74,,6.74,,18.0,25.3,56.7,,99.1
"Sierra Leone","Africa","SLE","Poverty","SLEp0","Nonpoor",94.8,1.58,19.4,23.6,30.7,17.2,10.9,7.56,5.44,2.53,1.33,0.63,0.11,10.1,,89.2,,9.40,41.6,49.0,,93.9
"Sierra Leone","Africa","SLE","Wealth quartiles","SLEw41","Lowest 25%",0.57,1.92,23.6,33.9,20.7,10.6,10.5,9.09,6.53,4.39,2.58,1.45,0.40,7.79,,0.00,,13.0,29.4,57.6,,100
"Sierra Leone","Africa","SLE","Wealth quartiles","SLEw42","Second 25%",9.78,2.14,26.3,32.0,24.6,10.6,9.99,8.06,6.10,4.95,2.44,0.98,0.29,8.79,,0.15,,12.9,19.6,67.5,,99.9
"Sierra Leone","Africa","SLE","Wealth quartiles","SLEw43","Third 25%",47.1,2.15,26.4,28.3,29.1,12.8,8.43,8.45,5.42,4.22,2.34,0.73,0.23,9.64,,7.31,,16.5,25.7,57.9,,97.9
"Sierra Leone","Africa","SLE","Wealth quartiles","SLEw44","Highest 25%",95.1,1.93,23.7,23.6,29.3,18.2,11.6,7.42,5.42,2.49,1.39,0.55,0.12,9.69,,80.0,,23.5,38.4,38.2,,94.5
"Sierra Leone","Africa","SLE","Subnat","SLEr109","Bo",22.2,0.65,7.94,27.4,27.5,13.1,9.20,7.90,5.57,3.68,3.26,1.79,0.57,9.08,,13.7,,24.9,30.9,44.2,,99.9
"Sierra Leone","Africa","SLE","Subnat","SLEr101","Bombali",18.9,1.00,12.5,31.6,26.0,10.4,12.6,8.19,4.44,3.51,1.65,1.21,0.54,8.37,,13.0,,11.6,36.1,52.3,,99.8
"Sierra Leone","Africa","SLE","Subnat","SLEr110","Bonthe",20.5,0.31,3.82,33.9,23.7,10.8,11.4,5.72,6.62,3.85,2.77,1.27,0.05,8.34,,0.50,,8.07,27.5,64.5,,99.0
"Sierra Leone","Africa","SLE","Subnat","SLEr106","Kailahun",25.5,0.32,3.79,30.2,23.0,11.0,10.5,6.88,8.82,5.11,2.73,1.44,0.39,7.18,,0.16,,21.4,18.3,60.4,,94.6
"Sierra Leone","Africa","SLE","Subnat","SLEr102","Kambia",30.7,0.66,8.20,28.9,27.0,14.5,6.49,6.62,5.93,5.84,2.88,1.39,0.49,12.1,,0.68,,2.17,5.73,92.0,,99.8
"Sierra Leone","Africa","SLE","Subnat","SLEr107","Kenema",40.6,0.82,10.0,34.0,24.0,11.6,8.31,8.51,6.14,4.20,2.11,1.06,0.08,9.18,,10.6,,18.0,25.5,56.5,,99.9
"Sierra Leone","Africa","SLE","Subnat","SLEr103","Koinadugu",17.7,0.45,5.51,23.5,29.6,11.6,14.1,10.2,5.01,3.93,1.63,0.32,0.04,8.79,,1.25,,9.50,24.3,66.3,,99.9
"Sierra Leone","Africa","SLE","Subnat","SLEr108","Kono",32.9,0.49,6.01,30.4,26.5,9.10,7.55,9.47,8.70,5.18,1.78,0.70,0.61,8.00,,12.7,,7.87,39.3,52.8,,99.8
"Sierra Leone","Africa","SLE","Subnat","SLEr111","Moyamba",7.10,0.43,5.30,37.3,20.2,9.70,11.9,10.3,3.75,4.95,0.84,0.66,0.38,8.94,,0.30,,5.50,9.87,86.7,,99.6
"Sierra Leone","Africa","SLE","Subnat","SLEr104","Port Loko",24.5,0.57,6.88,29.5,26.7,11.9,9.04,8.52,6.22,5.13,2.45,0.49,0.03,8.51,,13.9,,18.5,25.1,56.4,,98.6
"Sierra Leone","Africa","SLE","Subnat","SLEr112","Pujehun",15.0,0.22,2.66,33.4,23.9,10.0,8.80,8.88,5.20,4.94,2.72,1.86,0.30,9.78,,1.69,,28.3,31.3,40.5,,99.6
"Sierra Leone","Africa","SLE","Subnat","SLEr105","Tonkolili",25.0,0.77,9.58,27.5,30.0,13.7,9.04,8.38,5.19,3.26,2.35,0.66,0.03,9.75,,8.70,,5.18,16.4,81.3,,99.7
"Sierra Leone","Africa","SLE","Subnat","SLEr113","Western Rural",95.5,0.69,8.50,26.3,25.8,16.7,10.7,9.39,3.83,3.80,2.68,0.55,0.23,8.94,,31.8,,30.4,32.7,36.9,,93.4
"Sierra Leone","Africa","SLE","Subnat","SLEr114","Western Urban",100,0.78,9.32,23.4,25.5,20.6,12.5,7.54,6.51,2.13,1.37,0.40,0.12,8.52,,95.6,,30.8,44.3,24.9,,94.1
"Tunisia","Africa","TUN","National","TUNt","Total",69.6,11.9,100,17.2,14.4,12.2,14.9,13.5,12.3,9.50,3.68,2.03,0.29,3.76,,99.9,,18.4,44.1,37.5,,0.01
"Tunisia","Africa","TUN","Urb/rur","TUNtu","Urban",100,8.28,69.6,16.6,14.6,11.9,15.3,13.3,12.6,9.85,3.62,1.98,0.25,3.62,,99.9,,17.2,43.8,39.0,,0.02
"Tunisia","Africa","TUN","Urb/rur","TUNtr","Rural",0.00,3.64,30.4,18.8,14.0,12.7,14.1,13.7,11.6,8.72,3.85,2.14,0.38,4.08,,99.9,,21.7,44.8,33.5,,0.01
"Tunisia","Africa","TUN","Poverty","TUNp1","Poor",17.4,0.01,0.01,20.3,7.04,6.22,16.7,10.4,4.81,14.5,11.0,8.04,0.95,2.32,,89.9,,92.3,7.97,0.01,,3.70
"Tunisia","Africa","TUN","Poverty","TUNp0","Nonpoor",69.2,12.0,99.9,17.3,14.5,12.2,14.9,13.5,12.3,9.47,3.70,2.02,0.30,3.76,,100.0,,18.4,44.1,37.5,,0.06
"Tunisia","Africa","TUN","Wealth quartiles","TUNw41","Lowest 25%",99.9,2.67,22.2,15.6,12.7,12.5,16.4,14.4,14.9,11.2,1.58,0.60,0.06,3.33,,99.9,,0.01,41.6,58.7,,0.01
"Tunisia","Africa","TUN","Wealth quartiles","TUNw42","Second 25%",99.9,2.82,23.6,18.5,14.5,12.1,15.4,13.6,11.8,9.00,3.17,1.66,0.12,3.54,,99.9,,15.4,46.4,38.2,,0.01
"Tunisia","Africa","TUN","Wealth quartiles","TUNw43","Third 25%",71.2,3.00,25.2,17.1,14.3,11.1,15.0,13.9,11.9,9.40,4.12,2.67,0.46,3.79,,99.9,,25.7,43.2,31.1,,0.00
"Tunisia","Africa","TUN","Wealth quartiles","TUNw44","Highest 25%",0.01,3.44,29.0,17.7,16.0,12.9,13.0,12.0,10.8,8.50,5.68,3.04,0.52,4.38,,99.0,,32.9,45.2,21.8,,0.87
"Tunisia","Africa","TUN","Subnat","TUNr105","Centre Est (Sousse, Monastir, Mahdia, Sfax)",63.2,2.90,24.4,18.3,15.2,13.1,15.4,13.3,10.8,8.59,3.70,1.39,0.32,3.87,,99.9,,15.2,41.6,43.2,,0.01
"Tunisia","Africa","TUN","Subnat","TUNr104","Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)",43.3,1.51,12.7,18.9,14.6,13.6,14.0,13.1,11.0,9.15,3.19,1.89,0.56,4.18,,99.9,,15.0,43.9,41.1,,0.51
"Tunisia","Africa","TUN","Subnat","TUNr101","Grand Tunis (Tunis, Ariana, Ben Arous, Manouba)",93.6,2.80,23.4,14.6,13.0,11.9,16.3,13.3,14.4,11.3,3.17,1.79,0.17,3.32,,99.9,,18.5,46.2,35.3,,0.01
"Tunisia","Africa","TUN","Subnat","TUNr102","Nord Est (Nabeul, Zaghouan, Bizerte)",66.6,1.66,13.9,17.7,15.2,11.2,14.7,13.8,12.0,9.02,3.90,2.10,0.25,3.76,,99.9,,24.1,47.2,28.8,,0.01
"Tunisia","Africa","TUN","Subnat","TUNr103","Nord Ouest (Beja, Jendouba, Kef, Siliana)",53.3,1.31,11.0,17.6,15.0,9.43,12.7,14.5,12.6,10.4,4.49,3.15,0.22,3.54,,99.9,,26.1,43.2,30.7,,0.01
"Tunisia","Africa","TUN","Subnat","TUNr107","Sud Est (Gabes, Medinine, Tataouine)",82.5,1.05,8.76,18.6,14.1,12.5,13.9,13.3,12.4,7.67,4.21,2.90,0.41,4.20,,99.9,,13.6,42.3,44.1,,0.01
"Tunisia","Africa","TUN","Subnat","TUNr106","Sud Ouest (Gafsa, Tozeur, Kebili)",73.3,0.70,5.89,16.4,13.8,13.8,15.8,12.7,12.4,8.90,3.97,2.12,0.19,4.34,,99.8,,16.4,40.9,42.7,,0.01
"Zambia","Africa","ZMB","National","ZMBt","Total",40.2,18.8,100,30.6,26.1,16.1,10.8,7.72,4.06,2.50,1.38,0.47,0.43,6.42,,38.9,,32.7,38.3,29.0,,
"Zambia","Africa","ZMB","Urb/rur","ZMBtu","Urban",100,7.56,40.2,26.6,24.4,19.0,13.2,8.49,3.92,2.26,1.28,0.38,0.49,6.12,,74.9,,39.9,34.8,25.2,,
"Zambia","Africa","ZMB","Urb/rur","ZMBtr","Rural",0.00,11.3,59.8,33.2,27.2,14.0,9.23,7.21,4.13,2.67,1.45,0.52,0.38,6.60,,11.8,,27.4,40.9,31.8,,
"Zambia","Africa","ZMB","Poverty","ZMBp1","Poor",21.0,13.2,69.8,32.8,26.3,14.9,9.69,7.35,3.95,2.66,1.49,0.48,0.44,6.31,,14.1,,36.9,38.2,24.9,,
"Zambia","Africa","ZMB","Poverty","ZMBp0","Nonpoor",84.5,5.66,30.2,25.4,25.5,18.8,13.4,8.61,4.28,2.18,1.11,0.43,0.37,6.63,,99.7,,22.4,38.5,39.1,,
"Zambia","Africa","ZMB","Wealth quartiles","ZMBw41","Lowest 25%",0.75,4.73,25.3,37.1,24.9,14.7,9.34,6.74,3.25,2.18,1.20,0.47,0.15,6.31,,0.24,,37.8,43.4,18.8,,
"Zambia","Africa","ZMB","Wealth quartiles","ZMBw42","Second 25%",10.8,5.02,26.7,32.2,28.2,12.7,9.03,7.84,4.39,2.82,1.77,0.60,0.48,6.67,,4.20,,23.1,42.9,34.1,,
"Zambia","Africa","ZMB","Wealth quartiles","ZMBw43","Third 25%",63.4,4.32,22.8,27.8,26.8,17.7,11.3,7.28,3.95,2.71,1.45,0.45,0.65,6.27,,51.2,,43.0,32.1,24.9,,
"Zambia","Africa","ZMB","Wealth quartiles","ZMBw44","Highest 25%",89.6,4.75,25.2,24.8,24.5,19.5,13.8,8.99,4.55,2.25,1.00,0.31,0.35,6.40,,99.9,,26.8,34.8,38.4,,
"Zambia","Africa","ZMB","Subnat","ZMBr101","Central",31.2,1.58,8.31,29.6,26.6,14.0,10.3,7.61,4.45,3.03,2.25,0.72,1.43,6.55,,31.8,,29.2,44.5,26.3,,
"Zambia","Africa","ZMB","Subnat","ZMBr102","Copperbelt",84.2,2.52,13.2,27.2,23.7,17.3,12.2,9.54,4.00,2.66,2.24,0.62,0.54,6.17,,68.8,,40.1,35.4,24.5,,
"Zambia","Africa","ZMB","Subnat","ZMBr103","Eastern",9.32,2.52,13.5,32.7,25.6,16.2,9.80,8.36,3.32,1.77,1.69,0.46,0.09,6.77,,22.7,,22.7,38.3,39.1,,
"Zambia","Africa","ZMB","Subnat","ZMBr104","Luapula",21.7,1.72,9.28,31.3,28.0,14.4,10.3,6.41,4.85,3.39,1.15,0.26,0.01,6.80,,16.7,,14.2,42.0,43.8,,
"Zambia","Africa","ZMB","Subnat","ZMBr105","Lusaka",82.4,3.20,17.0,28.1,23.6,19.3,14.4,7.82,4.04,1.99,0.57,0.11,0.11,6.05,,79.6,,43.9,33.5,22.6,,
"Zambia","Africa","ZMB","Subnat","ZMBr107","North-Western",19.1,1.09,5.92,31.5,28.6,15.5,10.5,6.05,2.91,2.24,1.25,0.18,1.34,6.60,,27.7,,24.9,44.7,30.4,,
"Zambia","Africa","ZMB","Subnat","ZMBr106","Northern",17.1,2.73,14.5,31.9,28.4,13.7,9.18,7.06,4.22,3.17,1.35,0.80,0.19,6.39,,14.4,,21.7,45.9,32.4,,
"Zambia","Africa","ZMB","Subnat","ZMBr108","Southern",34.5,2.19,11.5,32.6,25.4,17.4,9.26,7.24,4.07,2.34,1.08,0.27,0.33,6.42,,28.6,,50.1,28.3,21.6,,
"Zambia","Africa","ZMB","Subnat","ZMBr109","Western",21.3,1.26,6.74,31.5,29.6,13.3,8.83,7.94,4.72,2.16,0.64,0.77,0.60,6.45,,13.8,,27.1,42.7,30.1,,
"Zimbabwe","Africa","ZWE","National","ZWEt","Total",32.0,15.1,100,30.0,22.7,13.5,13.2,9.24,4.45,3.70,2.04,0.92,0.26,3.27,,67.6,,44.6,35.4,20.0,,99.6
"Zimbabwe","Africa","ZWE","Urb/rur","ZWEtu","Urban",100,4.82,32.0,27.4,18.7,18.5,16.4,10.4,4.43,2.60,1.07,0.51,0.12,3.03,,94.2,,47.1,35.6,17.3,,97.2
"Zimbabwe","Africa","ZWE","Urb/rur","ZWEtr","Rural",0.00,10.2,68.0,31.2,24.6,11.1,11.8,8.70,4.44,4.22,2.50,1.11,0.32,3.42,,53.1,,43.2,35.4,21.4,,99.8
"Zimbabwe","Africa","ZWE","Poverty","ZWEp1","Poor",8.57,9.66,64.1,31.9,24.1,11.9,12.1,8.47,4.00,3.85,2.40,1.09,0.31,3.29,,45.6,,49.6,33.2,17.2,,99.6
"Zimbabwe","Africa","ZWE","Poverty","ZWEp0","Nonpoor",73.9,5.40,35.9,26.6,20.2,16.3,15.3,10.6,5.25,3.43,1.42,0.63,0.15,3.25,,99.4,,35.7,39.4,24.9,,99.1
"Zimbabwe","Africa","ZWE","Wealth quartiles","ZWEw41","Lowest 25%",0.26,4.22,28.1,34.6,25.8,9.37,11.0,8.19,3.94,3.66,2.33,0.86,0.35,3.81,,25.9,,44.7,37.9,17.4,,99.8
"Zimbabwe","Africa","ZWE","Wealth quartiles","ZWEw42","Second 25%",2.84,3.83,25.4,30.0,25.5,11.5,11.5,7.96,4.30,4.52,2.80,1.54,0.38,3.30,,49.1,,44.1,34.4,21.6,,100.0
"Zimbabwe","Africa","ZWE","Wealth quartiles","ZWEw43","Third 25%",39.8,3.42,22.7,27.9,20.6,16.4,14.2,10.4,4.36,3.49,1.82,0.66,0.12,2.83,,91.2,,52.8,28.9,18.4,,98.5
"Zimbabwe","Africa","ZWE","Wealth quartiles","ZWEw44","Highest 25%",93.2,3.58,23.8,26.4,18.3,17.5,16.8,10.8,5.27,3.09,1.11,0.57,0.16,3.16,,99.9,,36.8,40.6,22.7,,98.8
"Zimbabwe","Africa","ZWE","Subnat","ZWEr110","Bulawayo",100,0.75,5.02,27.1,20.4,16.3,14.7,9.44,5.91,3.53,1.59,0.86,0.14,3.03,,90.5,,46.9,37.5,15.6,,96.8
"Zimbabwe","Africa","ZWE","Subnat","ZWEr109","Harare",95.0,2.29,15.2,28.2,16.1,18.5,17.4,11.2,3.86,2.81,1.21,0.56,0.18,3.25,,93.6,,41.2,36.7,22.1,,94.3
"Zimbabwe","Africa","ZWE","Subnat","ZWEr101","Manicaland",18.8,2.19,14.6,32.7,23.7,10.7,13.1,8.64,5.18,3.08,1.71,1.02,0.17,3.40,,47.7,,41.8,38.5,19.7,,99.8
"Zimbabwe","Africa","ZWE","Subnat","ZWEr102","Mashonaland Central",5.88,1.36,9.04,29.4,22.5,13.0,13.5,9.54,4.21,3.93,2.54,1.12,0.24,3.32,,49.6,,36.7,36.3,27.1,,99.8
"Zimbabwe","Africa","ZWE","Subnat","ZWEr103","Mashonaland East",14.4,1.64,10.9,28.6,23.3,12.3,13.4,9.64,4.48,4.61,1.97,1.31,0.39,3.09,,56.2,,48.4,32.7,18.9,,99.8
"Zimbabwe","Africa","ZWE","Subnat","ZWEr104","Mashonaland West",20.8,2.06,13.7,31.1,22.3,15.2,13.3,9.54,3.81,2.64,1.48,0.39,0.26,3.37,,73.6,,51.1,32.8,16.0,,99.7
"Zimbabwe","Africa","ZWE","Subnat","ZWEr108","Masvingo",12.4,1.68,11.1,31.1,24.7,11.8,10.6,9.43,4.57,4.49,2.38,0.85,0.23,3.26,,69.6,,50.9,32.5,16.6,,99.7
"Zimbabwe","Africa","ZWE","Subnat","ZWEr105","Matebeleland North",6.02,0.80,5.33,31.0,27.5,11.4,10.1,7.16,4.59,4.40,2.37,1.25,0.27,3.59,,53.0,,38.9,35.5,25.6,,99.9
"Zimbabwe","Africa","ZWE","Subnat","ZWEr106","Matebeleland South",8.21,0.86,5.70,29.8,27.8,12.4,10.8,6.49,4.48,4.25,2.70,0.76,0.53,3.52,,70.3,,41.8,35.0,23.3,,99.8
"Zimbabwe","Africa","ZWE","Subnat","ZWEr107","Midlands",27.4,1.43,9.40,29.1,25.0,11.6,12.0,8.33,4.22,4.60,3.34,1.40,0.31,3.13,,66.1,,44.3,36.9,18.8,,99.8
