dataset,area,project_name,developer,Google Pin Location,land_size_acres,project_status,start_year,completion_year,number_of_bedrooms,typology,unit_plinth_area_sqm,total_units,number_units_per_acre,Year Data Valid, Unit Price, price_per_sqm, Rent per Month,rent_per_sqm,service_charge,"Mortgage Installments (90%present value, 20years tenor, 15% interest rate)",mortgage_installments, mortgage_to_rent_ratio,occupancy,annual_uptake,"Projected Yield assuming 90% occupancy rate, 6% stamp duty",Source
Neighborhood,Kimunyu,Heritage estate,Mizizi Developers,"-1.05569, 36.94910",,complete,,,3,Apartments,125,,,2019,"  2,990,000 ","  23,920 ","  28,000 ",  224 ,3000,"Ksh35,434.81",33466.20724,  1.3 ,,,10%,"Field and online research, property agents interviews"
Neighborhood,Ngong,Heritage Villas Ngong,Heritage Villas Ltd,"-1.36626, 36.67374",,complete,,,4,Maisonette,330,,,2019,"  18,500,000 ","  56,061 ","  55,000 ",  167 ,3000,"Ksh219,245.47",207065.1619,  4.0 ,,,3%,"Field and online research, property agents interviews"
NMDA,Lang'ata,High Gate Villas,,"-1.32230, 36.79802",,complete,2014,,2,Apartments,112,10,,2021,"  10,000,000 ","  89,286 ","  46,000 ",  411 ,,"Ksh118,511.06",,  2.6 ,100%,11%,5%,"Field and online research, property agents interviews"
NMDA,Lang'ata,High Gate Villas,,"-1.32230, 36.79802",,complete,2014,,3,Apartments,120,10,,2021,"  14,000,000 ","  116,667 ","  61,000 ",  508 ,,"Ksh165,915.49",,  2.7 ,90%,9%,4%,"Field and online research, property agents interviews"
Neighborhood,Athi River,Hill View estate,,"-1.43598, 36.97165",,complete,,,3,Maisonette,175,,,2019,"  12,500,000 ","  71,429 ","  45,000 ",  257 ,3000,"Ksh148,138.83",148138.828,  3.3 ,,,4%,"Field and online research, property agents interviews"
NMDA,Upperhill,Hima Court,,"-1.30510, 36.81175",,complete,2013,2015,3,Apartments,200,36,,2021,,  -   ,"  75,000 ",  375 ,,,,  -   ,100%,,,"Field and online research, property agents interviews"
NMDA,South C,Hinna Apartments,,"-1.31583, 36.82533",,complete,2017,2017,2,Apartments,60,,,2021,"  11,000,000 ","  182,092 ","  60,000 ",  993 ,,"Ksh130,362.17",,  2.2 ,,,6%,"Field and online research, property agents interviews"
NMDA,South C,Hinna Apartments,,"-1.31583, 36.82533",,complete,2017,2017,3,Apartments,120,,,2021,"  13,500,000 ","  112,500 ","  70,000 ",  583 ,,"Ksh159,989.93",,  2.3 ,,,5%,"Field and online research, property agents interviews"
NMDA,Ngong,Homestead Castle,,"-1.35303, 36.65178",,complete,2014,2016,3,Apartments,95,,,2021,"  7,500,000 ","  78,947 ","  55,000 ",  579 ,,"Ksh88,883.30",,  1.6 ,,,7%,"Field and online research, property agents interviews"
NMDA,Ruaka,HoneyBee,,"-1.22030, 36.77049",,complete,2015,,3,Apartments,130,,,2021,"  7,000,000 ","  53,846 ","  40,000 ",  308 ,,"Ksh82,957.74",,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Embakasi,Honeysuckle Apartments,,"-1.32003, 36.89132",,complete,,,3,Apartments,120,,,2019,"  8,500,000 ","  70,833 ","  28,000 ",  233 ,3000,"Ksh100,734.40",95138.04734,  3.6 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Ruaka,Imani Court,Imani Estate Developers,"-1.19731, 36.95150",,complete,2014,,2,Apartments,76,,,2019,"  6,000,000 ","  78,947 ","  30,000 ",  395 ,3000,"Ksh71,106.64",67156.26871,  2.4 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Imara Daima,Imara Park Apartments,,"-1.32411, 36.88524",,complete,,,2,Apartments,100,,,2019,"  7,000,000 ","  70,026 ","  35,000 ",  350 ,3000,"Ksh82,957.74",78348.98016,  2.4 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Ruiru,Itrade Gardens,Itrade Company Limited,"-1.16673, 36.97878",,complete,,,3,Maisonette,199,,,2019,"  15,000,000 ","  75,377 ","  40,000 ",  201 ,3000,"Ksh177,766.59",167890.6718,  4.4 ,,,3%,"Field and online research, property agents interviews"
Neighborhood,Ruiru,Itrade Gardens,Itrade Company Limited,"-1.16673, 36.97878",,complete,,,4,Maisonette,214,,,2019,"  16,000,000 ","  74,766 ","  45,000 ",  210 ,3000,"Ksh189,617.70",179083.3832,  4.2 ,,,3%,"Field and online research, property agents interviews"
NMDA,Uthiru,Ivory spring court,,"-1.25247, 36.68419",,complete,2016,,2,Apartments,90,20,,2021,"  7,750,000 ","  86,111 ","  45,000 ",  500 ,,"Ksh91,846.07",,  2.0 ,75%,15%,6%,"Field and online research, property agents interviews"
NMDA,Kikuyu,Ivory towers,,"-1.24465, 36.66035",,complete,2013,2016,2,Apartments,87,19,,2021,"  7,500,000 ","  86,207 ","  36,000 ",  414 ,,"Ksh88,883.30",,  2.5 ,63%,9%,5%,"Field and online research, property agents interviews"
NMDA,Kikuyu,Ivory towers,,"-1.24465, 36.66035",,complete,2013,2016,3,Apartments,113,20,,2021,"  8,500,000 ","  75,221 ","  46,000 ",  407 ,,"Ksh100,734.40",,  2.2 ,100%,13%,6%,"Field and online research, property agents interviews"
NMDA,Kilimani,Jabavu Heights,,"-1.29287, 36.79459",,complete,2018,,3,Apartments,158,,,2021,"  13,000,000 ","  82,278 ","  75,000 ",  475 ,,"Ksh154,064.38",,  2.1 ,,,6%,"Field and online research, property agents interviews"
NMDA,Kahawa West,Jacaranda,,"-1.19136, 36.89934",,complete,2009,2013,2,Apartments,105,,,2021,"  9,500,000 ","  90,476 ","  38,000 ",  362 ,,"Ksh112,585.51",,  3.0 ,,,4%,"Field and online research, property agents interviews"
NMDA,Kahawa West,Jacaranda,,"-1.19136, 36.89934",,complete,2008,2012,3,Apartments,119,150,,2021,"  8,250,000 ","  69,328 ","  45,000 ",  378 ,,"Ksh97,771.63",,  2.2 ,0%,,6%,"Field and online research, property agents interviews"
NMDA,Kahawa West,Jacaranda,,"-1.19136, 36.89934",,complete,2009,2013,3,Apartments,135,,,2021,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
NMDA,Kahawa West,Jacaranda,,"-1.19136, 36.89934",,complete,2008,2012,4,Apartments,180,40,,2021,"  14,250,000 ","  79,167 ","  60,000 ",  333 ,,"Ksh168,878.26",,  2.8 ,0%,,4%,"Field and online research, property agents interviews"
NMDA,Kahawa West,Jacaranda,,"-1.19136, 36.89934",,complete,2010,2019,4,Apartments,190,,,2021,"  14,000,000 ","  73,684 ","  58,000 ",  305 ,,"Ksh165,915.49",,  2.9 ,,,4%,"Field and online research, property agents interviews"
NMDA,Parklands,Janki Heights,,"-1.25707, 36.81353",,complete,2012,2014,4,Apartments,250,10,,2021,"  25,000,000 ","  100,000 ",,  -   ,,"Ksh296,277.66",,,0%,,,"Field and online research, property agents interviews"
NMDA,Kilimani,Johari Apartments,,"-1.29538, 36.78646",,complete,2015,,4,Apartments,186,20,,2021,"  21,000,000 ","  112,903 ","  115,000 ",  618 ,,"Ksh248,873.23",,  2.2 ,90%,13%,6%,"Field and online research, property agents interviews"
NMDA,Ongata Rongai,Johari Valley Apartments,,"-1.39143, 36.76461",,complete,2017,,2,Apartments,80,,,2021,"  5,500,000 ","  68,750 ","  34,000 ",  425 ,,"Ksh65,181.08",,  1.9 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Juja,Juja South Apartments,,"-1.11561, 37.03804",,complete,,,2,Apartments,86,,,2019,"  5,000,000 ","  58,140 ","  30,000 ",  349 ,3000,"Ksh59,255.53",55963.55726,  2.0 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Juja,Juja South Apartments,,"-1.11561, 37.03804",,complete,,,3,Apartments,140,,,2019,"  8,000,000 ","  57,143 ","  35,000 ",  250 ,3000,"Ksh94,808.85",89541.69162,  2.7 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Juja,Juja South Homes,,"-1.10505, 36.99131",,complete,,,2,Maisonette,88,,,2019,"  6,400,000 ","  72,727 ","  35,000 ",  398 ,3000,"Ksh75,847.08",71633.35329,  2.2 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Juja,Juja South Homes,,"-1.10505, 36.99131",,complete,,,2,Maisonette,91,,,2019,"  6,600,000 ","  72,527 ","  35,000 ",  385 ,3000,"Ksh78,217.30",73871.89558,  2.2 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Juja,Juja South Homes,,"-1.10505, 36.99131",,complete,,,3,Maisonette,140,,,2019,"  10,000,000 ","  71,429 ","  45,000 ",  321 ,3000,"Ksh118,511.06",111927.1145,  2.6 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Juja,Juja South Homes,,"-1.10505, 36.99131",,complete,,,3,Maisonette,169,,,2019,"  13,000,000 ","  76,923 ","  45,000 ",  266 ,3000,"Ksh154,064.38",145505.2489,  3.4 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Juja,Juja South Homes,,"-1.10505, 36.99131",,complete,,,4,Maisonette,173,,,2019,"  14,000,000 ","  80,925 ","  50,000 ",  289 ,3000,"Ksh165,915.49",156697.9603,  3.3 ,,,4%,"Field and online research, property agents interviews"
NMDA,Parklands,Jumaira,Rama Homes,"-1.26297, 36.81898",,Complete,,,3,Apartments,120,,,2021,"  16,000,000 ","  133,333 ","  85,000 ",  708 ,,"Ksh189,617.70",,  2.2 ,,,5%,"Field and online research, property agents interviews"
NMDA,Parklands,Jumaira,Rama Homes,"-1.26297, 36.81898",,Complete,,,4,Apartments,200,,,2021,"  17,000,000 ","  85,000 ","  90,000 ",  450 ,,"Ksh201,468.81",,  2.2 ,,,5%,"Field and online research, property agents interviews"
NMDA,Dagoretti,Junction Apartments,,"-1.29669, 36.75502",,Complete,,,4,Apartments,155,,,2021,"  15,500,000 ","  100,000 ",,  -   ,,"Ksh183,692.15",,,,,,"Field and online research, property agents interviews"
NMDA,Ruaka,Junica Apartments,,"-1.20655, 36.77756",,complete,2014,,1,Apartments,43,47,,2021,"  4,400,000 ","  102,326 ","  25,000 ",  581 ,,"Ksh52,144.87",,  2.1 ,100%,14%,6%,"Field and online research, property agents interviews"
Developer,Kamulu,Kamulu Cornerstone Gardens,Mahiga Homes,"-1.30107, 37.06895",,Complete,2018,2022,3,Bungalows,106,21,,2019,,  -   ,"  30,000 ",  283 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Neighborhood,Kamulu,Kamulu Gardens,Mahiga Homes,"-1.30107, 37.06895",,Complete,,,3,Bungalows,106,,,2019,"  5,500,000 ","  51,887 ","  27,500 ",  259 ,3000,"Ksh65,181.08",61559.91299,  2.4 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Kamulu,Kamulu Housing Project,Mahiga Homes,"-1.30107, 37.06895",,Complete,,,2,Bungalows,27,,,2019,"  1,424,000 ","  52,741 ","  10,000 ",  370 ,3000,"Ksh16,875.98",15938.42111,  1.7 ,,,7%,"Field and online research, property agents interviews"
Developer,Lavington,Westlands,AMS Properties,"-1.25385, 36.80594",,Complete,,2009,5,Townhouses,18,18,,2019,,  -   ,"  250,000 ","  13,889 ",,,,  -   ,,,,"Field and online research, property agents interviews"
Neighborhood,Joska,Kantafu Serene Homes,Safcom Investments,"-1.27957, 37.11097",,Complete,,,3,Bungalows,82,,,2019,"  3,999,000 ","  48,768 ","  30,000 ",  366 ,3000,"Ksh47,392.57",44759.6531,  1.6 ,,,8%,"Field and online research, property agents interviews"
NMDA,Athi River,Karibu Homes,Karibu Homes,"-1.43512, 36.99634",,complete,2015,2020,2,Apartments,63,,,2021,"  4,550,000 ","  72,626 ","  22,000 ",  351 ,,"Ksh53,922.53",,  2.5 ,,,5%,"Field and online research, property agents interviews"
NMDA,Athi River,Karibu Homes,Karibu Homes,"-1.43512, 36.99634",,complete,2015,2020,3,Apartments,91,,,2021,"  5,800,000 ","  63,631 ","  30,000 ",  329 ,,"Ksh68,736.42",,  2.3 ,,,5%,"Field and online research, property agents interviews"
NMDA,Athi River,Karibu Homes Athi,Karibu Homes,"-1.43512, 36.99634",,complete,2015,2020,2,Apartments,71,120,,2021,"  4,250,000 ","  60,071 ","  22,000 ",  311 ,,"Ksh50,367.20",,  2.3 ,91%,17%,5%,"Field and online research, property agents interviews"
NMDA,Athi River,Karibu Homes Athi,Karibu Homes,"-1.43512, 36.99634",,complete,2015,2020,3,Apartments,91,168,,2021,"  6,300,000 ","  69,117 ","  25,000 ",  274 ,,"Ksh74,661.97",,  3.0 ,87%,17%,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Katani Villas,Noor Mohammed,"-1.36491, 36.95080",,complete,,,4,Maisonette,182,,,2019,"  13,000,000 ","  71,429 ","  50,000 ",  275 ,3000,"Ksh154,064.38",154064.3812,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Katani Villas,Noor Mohammed,"-1.36491, 36.95080",,complete,,,4,Maisonette,191,,,2019,"  13,000,000 ","  68,063 ","  50,000 ",  262 ,3000,"Ksh154,064.38",154064.3812,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Katani Villas,Noor Mohammed,"-1.36491, 36.95080",,complete,,,4,Maisonette,257,,,2019,"  13,000,000 ","  50,584 ","  50,000 ",  195 ,3000,"Ksh154,064.38",154064.3812,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Thindigua,Kencom Sacco Runda Estate,KCB Sacco,"-1.19812, 36.82321",,complete,,,4,Maisonette,198,,,2019,"  37,000,000 ","  186,869 ","  200,000 ","  1,010 ",3000,"Ksh438,490.93",414130.3237,  2.2 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Kenpipe Gardens,Kenya Pipeline Company Retirement Benefits Scheme,"-1.51116, 36.92877",,complete,,,3,Maisonette,130,,,2019,"  10,000,000 ","  76,923 ","  35,000 ",  269 ,3000,"Ksh118,511.06",111927.1145,  3.4 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Kenpipe Gardens,Kenya Pipeline Company Retirement Benefits Scheme,"-1.51116, 36.92877",,complete,,,4,Maisonette,150,,,2019,"  10,750,000 ","  71,667 ","  40,000 ",  267 ,3000,"Ksh127,399.39",120321.6481,  3.2 ,,,4%,"Field and online research, property agents interviews"
NMDA,Upperhill,Kiambere Apartments-Unfurnished,,"-1.30504, 36.81847",,complete,,,3,Apartments,169,24,,2021,"  18,500,000 ","  109,467 ","  150,000 ",  888 ,,"Ksh219,245.47",,  1.5 ,79%,,8%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Kijani Boulevard,Hijaz Development Limited,"-1.37201, 36.94408",,Complete,,2019,4,Maisonette,165,,,2019,"  13,500,000 ","  81,818 ","  50,000 ",  303 ,3000,"Ksh159,989.93",159989.9343,  3.2 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Syokimau,Kijani Boulevard,Hijaz Development Limited,"-1.37201, 36.94408",,Complete,,2019,4,Maisonette,165,,,2019,"  13,500,000 ","  81,818 ","  50,000 ",  303 ,3000,"Ksh159,989.93",159989.9343,  3.2 ,,,4%,"Field and online research, property agents interviews"
Developer,Kikuyu,Kikuyu Road Apartments,Heri Homes,"-1.28194, 36.72402",,Complete,,,2,Apartments,68,62,,2019,,  -   ,,  -   ,,Ksh0.00,,,,,,"Field and online research, property agents interviews"
Developer,Kileleshwa,Kileleshwa Executive apartments,Edermann Group Ltd,"-1.28554, 36.77831",3.6,complete,2009,2011,4,Apartments,,55,15.27777778,2019,,,,,,Ksh0.00,,,,,,"Field and online research, property agents interviews"
Developer,Kileleshwa,Kileleshwa Executive apartments,Edermann Group Ltd,"-1.28554, 36.77831",,Complete,2009,2011,5,Apartments,,50,,2019,,,,,,Ksh0.00,,,,,,"Field and online research, property agents interviews"
NMDA,Uthiru,Kings Eden Garden,Kings Developers Limited,"-1.29190, 36.75504",,Ongoing,2020,,2,Apartments,106,,,2021,"  13,000,000 ","  122,642 ","  90,000 ",  849 ,,"Ksh154,064.38",,  1.7 ,,,7%,"Field and online research, property agents interviews"
Neighborhood,Imara Daima,Kings Millenium Development,Kings Developers Limited,"-1.32697, 36.88675",,complete,,,3,Apartments,,,,2019,"  9,500,000 ",,"  50,000 ",,3000,"Ksh112,585.51",106330.7588,  2.3 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Imara Daima,Kings Millenium Development,Kings Developers Limited,"-1.32697, 36.88675",,complete,,,4,Townhouses,,,,2019,"  17,000,000 ",,"  75,000 ",,3000,"Ksh201,468.81",190276.0947,  2.7 ,,,4%,"Field and online research, property agents interviews"
NMDA,Racecourse,Kingston Residences,,"-1.29960, 36.79418",,complete,2017,,3,Apartments,126,,,2021,"  16,450,000 ","  130,556 ","  95,000 ",  754 ,,"Ksh194,950.70",,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Kingstone Gardens,,"-1.29640, 36.79672",,Complete,,,3,Apartments,126,,,2019,"  14,000,000 ","  111,111 ","  75,000 ",  595 ,3000,"Ksh165,915.49",156697.9603,  2.2 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Kingstone Gardens,,"-1.29640, 36.79672",,Complete,,,3,Apartments,136,,,2019,"  15,000,000 ","  110,294 ","  80,000 ",  588 ,3000,"Ksh177,766.59",156697.9603,  2.2 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Kingstone Gardens,,"-1.29640, 36.79672",,Complete,,,3,Apartments,146,,,2019,"  17,000,000 ","  116,438 ","  90,000 ",  616 ,3000,"Ksh201,468.81",190276.0947,  2.2 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Kilimani,Kingstone Residences,,"-1.29640, 36.79672",,Complete,,,3,Apartments,146,,,2019,"  15,950,000 ","  109,247 ","  100,000 ",  685 ,3000,"Ksh189,025.14",178523.7477,  1.9 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,Kitengela Plains,Landmark Holding,"-1.60754, 36.91217",,Complete,,,4,Maisonette,225,,,2019,"  12,000,000 ","  53,333 ","  50,000 ",  222 ,3000,"Ksh142,213.27",134312.5374,  2.8 ,,,4%,"Field and online research, property agents interviews"
Developer,Lower Kabete,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",,complete,,2019,2,Apartments,86,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Lower Kabete,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",,complete,,2019,3,Apartments,101,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Lower Kabete,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",,complete,,2019,3,Apartments,112,19,,2019,,  -   ,"  60,000 ",  536 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Lower Kabete,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",,complete,,2019,3,Apartments,125,19,,2019,,  -   ,"  70,000 ",  560 ,,,,  -   ,,,,"Field and online research, property agents interviews"
Developer,Lower Kabete,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",,complete,,2019,3,Apartments,140,48,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Lower Kabete,Kitisuru View Apartments,Heri Homes,"-1.23392, 36.74266",,complete,,2019,,Apartments,,71,,2019,,,,,,,,,,,,"Field and online research, property agents interviews"
NMDA,Lang'ata,Knight Courts,Kings Pride Properties,"-1.30850, 36.81864",,complete,2013,2018,2,Apartments,95,,,2021,"  9,450,000 ","  99,474 ","  35,000 ",  368 ,,"Ksh111,992.95",,  3.2 ,,,4%,"Field and online research, property agents interviews"
NMDA,Lang'ata,Knight Courts,Kings Pride Properties,"-1.30850, 36.81864",,complete,2013,2018,3,Apartments,130,,,2021,"  10,450,000 ","  80,385 ","  40,000 ",  308 ,,"Ksh123,844.06",,  3.1 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kitengela,KUSCO Homes,KUSCO Sacco,"-1.50924, 36.93135",,complete,,,3,Maisonette,,,,2019,"  10,500,000 ",,"  40,000 ",,3000,"Ksh124,436.62",117523.4702,  3.1 ,,,4%,"Field and online research, property agents interviews"
NMDA,Kikuyu,KV,,"-1.23654, 36.67120",,complete,2017,2018,2,Apartments,108,,,2021,"  8,800,000 ","  81,481 ","  37,500 ",  347 ,,"Ksh104,289.73",,  2.8 ,,,4%,"Field and online research, property agents interviews"
NMDA,Kikuyu,KV,,"-1.23654, 36.67120",,complete,2017,2018,3,Apartments,114,,,2021,"  9,000,000 ","  78,947 ","  45,000 ",  395 ,,"Ksh106,659.96",,  2.4 ,,,5%,"Field and online research, property agents interviews"
NMDA,Ongata Rongai,La Casa Apartments,,"-1.39381, 36.78152",,complete,2017,,1,Apartments,70,20,,2021,"  4,900,000 ","  70,000 ","  28,000 ",  400 ,,"Ksh58,070.42",,  2.1 ,100%,25%,6%,"Field and online research, property agents interviews"
NMDA,Ongata Rongai,La Casa Apartments,,"-1.39381, 36.78152",,complete,2017,,2,Apartments,93,28,,2021,"  6,600,000 ","  70,968 ","  35,000 ",  376 ,,"Ksh78,217.30",,  2.2 ,82%,22%,5%,"Field and online research, property agents interviews"
Neighborhood,Ongata Rongai,Laiser Place Rongai,Tsavo,"-1.38917, 36.73740",,complete,,,1,Apartments,,,,2019,"  3,200,000 ",,"  20,000 ",,3000,"Ksh37,923.54",35816.67665,  1.9 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Ongata Rongai,Laiser Place Rongai,Tsavo,"-1.38917, 36.73740",,complete,,,2,Apartments,,,,2019,"  5,200,000 ",,"  27,500 ",,3000,"Ksh61,625.75",58202.09955,  2.2 ,,,5%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Lalucia,,"-1.28674, 36.77836",,complete,2015,2018,1,Apartments,72,42,,2021,"  8,000,000 ","  111,111 ","  65,000 ",  903 ,,"Ksh94,808.85",,  1.5 ,67%,16%,8%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Lalucia,,"-1.28674, 36.77836",,complete,2015,2018,2,Apartments,100,22,,2021,"  11,000,000 ","  110,000 ","  77,000 ",  770 ,,"Ksh130,362.17",,  1.7 ,86%,10%,7%,"Field and online research, property agents interviews"
NMDA,Kileleshwa,Lalucia,,"-1.28674, 36.77836",,complete,2015,2018,3,Apartments,125,,,2021,"  12,600,000 ","  100,800 ","  85,000 ",  680 ,,"Ksh149,323.94",,  1.8 ,,10%,7%,"Field and online research, property agents interviews"
Developer,Lang'ata,Langata Commercial Centre,National Housing Corporation,"-1.32417, 36.78278",,complete,,,1,Apartments,54,16,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Lang'ata,Langata Commercial Centre,National Housing Corporation,"-1.32417, 36.78278",,complete,,,2,Apartments,79,39,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
Developer,Lang'ata,Langata Commercial Centre,National Housing Corporation,"-1.32417, 36.78278",,complete,,,3,Apartments,110,,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
NMDA,Lang'ata,Langata Paradise,,"-1.32041, 36.79911",,complete,2015,,2,Apartments,80,30,,2021,"  12,000,000 ","  150,000 ","  49,500 ",  619 ,,"Ksh142,213.27",,  2.9 ,60%,10%,4%,"Field and online research, property agents interviews"
NMDA,Lang'ata,Langata Paradise,,"-1.32041, 36.79911",,complete,2014,,3,Apartments,120,30,,2021,"  19,500,000 ","  162,500 ","  82,500 ",  688 ,,"Ksh231,096.57",,  2.8 ,83%,11%,4%,"Field and online research, property agents interviews"
NMDA,Parklands,Layton Apartments,,"-1.26652, 36.82119",,complete,,,3,Apartments,207,,,2021,"  24,000,000 ","  115,942 ",,  -   ,,"Ksh284,426.55",,,,,,"Field and online research, property agents interviews"
NMDA,Dagoretti,Legacy,,"-1.29272, 36.75242",,complete,2015,2017,1,Apartments,42,50,,2021,"  3,000,000 ","  71,429 ","  25,000 ",  595 ,,"Ksh35,553.32",,  1.4 ,0%,,8%,"Field and online research, property agents interviews"
NMDA,Dagoretti,Legacy,,"-1.29272, 36.75242",,complete,2015,2017,2,Apartments,58,50,,2021,"  4,000,000 ","  68,966 ","  27,000 ",  466 ,,"Ksh47,404.42",,  1.8 ,0%,,7%,"Field and online research, property agents interviews"
NMDA,Dagoretti,Legacy,,"-1.29272, 36.75242",,complete,2015,2017,3,Apartments,80,30,,2021,"  6,000,000 ","  75,000 ","  30,000 ",  375 ,,"Ksh71,106.64",,  2.4 ,0%,,5%,"Field and online research, property agents interviews"
Neighborhood,Racecourse,Lenana Gardens,Sigimo Enterprises,"-1.29958, 36.71964",,complete,,,2,Apartments,93,,,2019,"  7,250,000 ","  77,957 ","  40,000 ",  430 ,3000,"Ksh85,920.52",81147.15803,  2.1 ,,,6%,"Field and online research, property agents interviews"
Neighborhood,Isinya,Lenana Homes,NACHU,"-1.64373, 36.87179",,complete,,,2,Bungalows,20,,,2019,"  1,100,000 ","  55,000 ","  10,000 ",  500 ,3000,"Ksh13,036.22",12311.9826,  1.3 ,,,9%,"Field and online research, property agents interviews"
Developer,Lavington,Lifestyle Signature,Lifestyle Estate Holdings Limited,"-1.28631, 36.76004",,complete,,,5,Apartments,350,5,,2019,,  -   ,,  -   ,,,,,,,,"Field and online research, property agents interviews"
NMDA,Thindigua,Lilly Gardens,,"-1.20243, 36.84123",,complete,,,4,Apartments,190,,,2021,"  11,500,000 ","  60,526 ","  80,000 ",  421 ,,"Ksh136,287.72",,  1.7 ,,,7%,"Field and online research, property agents interviews"
NMDA,Uthiru,Liza Heights,,"-1.25604, 36.70247",,complete,2018,,2,Apartments,118,20,,2021,"  12,000,000 ","  101,695 ","  54,000 ",  458 ,,"Ksh142,213.27",,  2.6 ,65%,100%,5%,"Field and online research, property agents interviews"
NMDA,Uthiru,Liza Heights,,"-1.25604, 36.70247",,complete,2017,,3,Apartments,121,30,,2021,"  12,500,000 ","  103,306 ","  70,000 ",  579 ,,"Ksh148,138.83",,  2.1 ,97%,25%,6%,"Field and online research, property agents interviews"
NMDA,Lower Kabete,Lizgate,,"-1.23825, 36.72384",,complete,2016,,2,Apartments,65,,,2021,"  25,000,000 ","  384,615 ","  35,000 ",  538 ,,"Ksh296,277.66",,  8.5 ,,,1%,"Field and online research, property agents interviews"
NMDA,Lower Kabete,Lizgate,,"-1.23825, 36.72384",,complete,2016,,3,Apartments,60,,,2021,"  42,000,000 ","  700,000 ",,  -   ,,"Ksh497,746.46",,,,,,"Field and online research, property agents interviews"
NMDA,Loresho,Loresho Greens,,"-1.26165, 36.74124",,complete,2012,2013,2,Apartments,110,18,,2021,"  11,500,000 ","  104,545 ","  55,000 ",  500 ,,"Ksh136,287.72",,  2.5 ,89%,10%,5%,"Field and online research, property agents interviews"
NMDA,Loresho,Loresho Greens,,"-1.26165, 36.74124",,complete,2012,2013,3,Apartments,135,72,,2021,"  15,500,000 ","  114,815 ","  65,000 ",  481 ,,"Ksh183,692.15",,  2.8 ,83%,10%,4%,"Field and online research, property agents interviews"
NMDA,Loresho,Loresho Ridge,,"-1.26067, 36.74429",,complete,2011,2013,3,Apartments,150,66,,2021,"  18,500,000 ","  123,333 ","  87,000 ",  580 ,,"Ksh219,245.47",,  2.5 ,97%,10%,5%,"Field and online research, property agents interviews"
NMDA,Loresho,Loresho Springs,,"-1.26318, 36.74008",,complete,2010,2012,3,Apartments,170,126,,2021,"  18,000,000 ","  105,882 ","  75,000 ",  441 ,,"Ksh213,319.91",,  2.8 ,95%,9%,4%,"Field and online research, property agents interviews"
