dataset,area,project_name,developer,Google Pin Location,land_size_acres,project_status,start_year,completion_year,number_of_bedrooms,typology,unit_plinth_area_sqm,total_units,number_units_per_acre,Year Data Valid, Unit Price, price_per_sqm, Rent per Month,rent_per_sqm,service_charge,"Mortgage Installments (90%present value, 20years tenor, 15% interest rate)",mortgage_installments, mortgage_to_rent_ratio,occupancy,annual_uptake,"Projected Yield assuming 90% occupancy rate, 6% stamp duty",Source
Neighborhood,Kiambu,Fourways Junction,Suraya Property Group,"-1.21316, 36.83797",,complete,,,4,Apartments,205,,,2019,"  35,530,000 ","  173,317 ","  130,000 ",  634 ,3000,"Ksh421,069.80",397677.0379,  3.2 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Athi River,Graceland Estate,Graceland Holdings Limited,"-1.43253, 36.99221",,complete,,,3,Maisonette,148,209,8.708333333,2019,"  12,000,000 ","  81,081 ","  45,000 ",  304 ,3000,"Ksh142,213.27",142213.2749,  3.2 ,,,4%,"Field and online research, property agents interviews"
NMDA,Kikuyu,Grandville Apartments,Key Signature Developers,"-1.25918, 36.69434",,complete,2018,,2,Apartments,90,,,2021,"  8,000,000 ","  88,889 ","  50,000 ",  556 ,3000,"Ksh94,808.85",,  1.9 ,,,6%,"Field and online research, property agents interviews"
NMDA,Kikuyu,Grandville Apartments,Key Signature Developers,"-1.25918, 36.69434",,complete,2018,,3,Apartments,125,14,,2021,"  12,000,000 ","  96,000 ","  65,000 ",  520 ,3000,"Ksh142,213.27",,  2.2 ,0%,,6%,"Field and online research, property agents interviews"
Neighborhood,Kikuyu,Grandville Apartments,Key Signature Developers,"-1.25918, 36.69434",,complete,2018,,2,Apartments,90,,,2019,"  8,500,000 ","  94,444 ","  35,000 ",  389 ,3000,"Ksh100,734.40",95138.04734,  2.9 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Kikuyu,Grandville Apartments,Key Signature Developers,"-1.25918, 36.69434",,complete,2018,,3,Apartments,125,,,2019,"  9,500,000 ","  76,000 ","  45,000 ",  360 ,3000,"Ksh112,585.51",106330.7588,  2.5 ,,,5%,"Field and online research, property agents interviews"
NMDA,Donholm,Greenspan Estate,Greenspan Investment Ltd,"-1.28687, 36.90325",,complete,2015,2016,2,Apartments,88,30,,2021,"  6,750,000 ","  76,705 ","  32,000 ",  364 ,3000,"Ksh79,994.97",,  2.5 ,90%,16%,5%,"Field and online research, property agents interviews"
NMDA,Donholm,Greenspan Estate,Greenspan Investment Ltd,"-1.28687, 36.90325",,complete,2015,2016,3,Apartments,111,20,,2021,"  7,500,000 ","  67,568 ","  37,000 ",  333 ,3000,"Ksh88,883.30",,  2.4 ,85%,15%,5%,"Field and online research, property agents interviews"
NMDA,Donholm,Greenspan Estate,Greenspan Investment Ltd,"-1.28687, 36.90325",,complete,2015,2018,3,Apartments,105,11,,2021,"  8,100,000 ","  77,143 ","  46,300 ",  441 ,3000,"Ksh95,993.96",,  2.1 ,0%,,6%,"Field and online research, property agents interviews"
Neighborhood,Donholm,Greenspan Estate,Greenspan Investment Ltd,"-1.28687, 36.90325",,complete,2015,2016,2,Apartments,88,30,,2019,"  7,500,000 ","  85,227 ","  32,000 ",  364 ,3000,"Ksh88,883.30",81706.7936,  2.8 ,,,4%,"Field and online research, property agents interviews"
Neighborhood,Donholm,Greenspan Estate,Greenspan Investment Ltd,"-1.28687, 36.90325",,complete,2015,2016,3,Apartments,111,20,,2019,"  8,000,000 ","  71,760 ","  37,000 ",  332 ,3000,"Ksh94,808.85",89541.69162,  2.6 ,,,5%,"Field and online research, property agents interviews"
Neighborhood,Donholm,Greenspan Estate,Greenspan Investment Ltd,"-1.28687, 36.90325",,complete,2015,2018,3,Apartments,139,11,,2019,"  11,050,000 ","  79,295 ","  50,000 ",  359 ,3000,"Ksh130,954.72",123679.4615,  2.6 ,,,5%,"Field and online research, property agents interviews"
NMDA,Imara Daima,Imara Gardens,Imara Gardens Developers,"-1.32354, 36.87497",,complete,2011,,2,Apartments,98,90,,2021,"  8,500,000 ","  86,735 ","  35,000 ",  357 ,3000,"Ksh100,734.40",,  2.9 ,100%,10%,4%,"Field and online research, property agents interviews"
NMDA,Imara Daima,Imara Gardens,Imara Gardens Developers,"-1.32354, 36.87497",,complete,2015,2017,3,Apartments,111,90,,2021,"  13,000,000 ","  117,117 ","  50,000 ",  450 ,3000,"Ksh154,064.38",,  3.1 ,98%,16%,4%,"Field and online research, property agents interviews"
Neighborhood,Imara Daima,Imara Gardens,Imara Gardens Developers,"-1.32354, 36.87497",,complete,,,2,Apartments,97,,,2019,"  6,800,000 ","  70,103 ","  40,000 ",  412 ,3000,"Ksh80,587.52",76110.43787,  2.0 ,,,6%,"Field and online research, property agents interviews"
