,0,1,2,3
0,,Name,Adm.,Population Projection (P) 2020-11-06
1,1,Lomé,MAR,"2,173,800"
2,2,Kara,KAR,"115,400"
3,3,Sokodé,CEN,"109,200"
4,4,Kpalimé,PLA,"89,700"
5,5,Atakpamé,PLA,"81,100"
6,6,Dapaong,SAV,"69,900"
7,7,Tsévié,MAR,"56,200"
