,0,1,2,3
0,,Name,Adm.,Population Census (C) 2016-04-10
1,1,Maseru,MAS,"330,760"
2,2,Maputsoe,LER,"55,541"
3,3,Mohale's Hoek,MOH,"40,040"
4,4,Mafeteng,MAF,"39,754"
5,5,Hlotse,LER,"38,558"
6,6,Butha-Buthe,BUT,"35,108"
7,7,Quthing,QUT,"27,314"
8,8,Teyateyaneng,BER,"24,257"
