,0,1,2,3
0,,Name,Adm.,Population Projection (P) 2020-09-03
1,1,Lilongwe,CEN,"1,055,700"
2,2,Blantyre,SOU,"830,100"
3,3,Mzuzu,NOR,"240,000"
4,4,Zomba,SOU,"109,800"
