Country,Year,"Central government, Fiscal Balance (% of GDP)","Central government, Fiscal Balance (Current US $)","Central government, total expenditure and net lending  (% of GDP)","Central government, total expenditure and net lending  (Current US $)","Central government, total revenue and grants  (% of GDP)","Central government, total revenue and grants  (Current US $)",Current account balance (As % of GDP),"Current account balance (Net, BoP, cur. US$)",Exports of goods and services (% of GDP),Exports of goods and services (current US$),Final consumption expenditure  (% of GDP),Final consumption expenditure  (current US$),General government final consumption expenditure (% of GDP),General government final consumption expenditure (current US$),Gross capital formation (% of GDP),Gross capital formation (current US$),"Gross capital formation, Private sector  (current US$)","Gross capital formation, Private sector (% GDP)","Gross capital formation, Public sector  (current US$)","Gross capital formation, Public sector (% GDP)","Gross domestic product, (constant prices US$)","Gross domestic product, current prices (current US$)",Household final consumption expenditure  (% of GDP),Household final consumption expenditure (current US$),Imports of goods and services (% of GDP),Imports of goods and services (current US$),"Inflation, consumer prices (annual %)",Real GDP growth (annual %),Real per Capita GDP Growth Rate (annual %)
Egypt,2003,-9.0952640898,-6490.08825596662,35.4391609024,25288.2466855355,24.8695598779,17746.1189582263,2.7229364886,1943.0,21.7964071856,15553.2159264931,85.7005988024,61153.1940494421,12.6706586826,9041.37497265369,16.8862275449,12049.4694815139,5947.82323342813,8.3353293413,6101.64624808575,8.5508982036,107977.416449975,71356.7873550645,73.0299401198,52111.8190767884,23.877449767,17038.1810560808,3.2,3.1934547374,1.2520738671
Egypt,2004,-9.054859693,-7083.73377341458,30.2831579253,23690.9058598906,21.1677518803,16559.8058927336,4.3377782609,3393.5,28.229960849,22084.6632491859,84.422007006,66044.4272495728,12.7549969091,9978.39894251539,16.9379765094,13250.7979495116,6174.03359448045,7.8920255512,7076.76435503112,9.0459509582,112395.92965514,78231.2925170068,71.6670100968,56066.0283070574,29.5899443643,23148.5959312635,8.169169051,4.0920716113,2.158922855
Egypt,2005,-9.4237701977,-8762.02194776147,30.0113277623,27903.8969559887,20.5875575646,19141.8750082273,3.24124826,3013.64398708496,30.3435468895,28212.7872645337,84.2896935933,78370.77196678,12.739090065,11844.5361465546,17.9758588672,16713.572871523,8045.99685757204,8.6536675952,8667.576013951,9.3221912721,117420.027710724,92977.8821416855,71.5506035283,66526.2358202255,-32.60909935,-30319.2499611513,8.802,4.47,2.5701594933
Egypt,2006,-9.1541123069,-9848.46324476182,33.6427068156,36194.5484629452,24.4885945087,26346.0852181834,1.6321029383,1755.9,31.2773190869,33649.7430984934,83.7137769144,90063.5722372202,12.2875182127,13219.541931551,18.7307754573,20151.528346251,11547.5050074022,10.7333657115,8604.02333884873,7.9974097458,125451.557606138,107585.125838196,71.4262587016,76844.0303056692,33.7218714586,36279.717843769,4.198,6.84,4.9523714664
Egypt,2007,-6.1508746972,-8129.6839570456,29.8088762192,39398.7448465957,24.4885945087,32366.8654800605,1.7379733753,2297.1,30.2480298168,39979.1793591738,83.7224651298,110656.974027434,11.3312637219,14976.6655033922,20.8556876298,27565.209418974,17265.8062379113,13.0632151602,10299.4031810627,7.7924724697,134346.073040413,132171.184706293,72.391201408,95680.3085240414,34.8261825765,46030.1780992885,10.952,7.09,5.2343667227
Egypt,2008,-6.7991066443,-11207.7312471238,31.5231714126,51963.1845375058,23.6580015221,38998.1414873665,0.5462832217,900.500000000004,33.0429927415,54468.4767602393,83.2049134562,137156.005522319,10.8877721943,17947.5379659457,22.3897264098,36907.5011504832,24799.2452830189,15.044321608,12108.2558674643,7.3454048018,144018.990299323,164841.233317994,72.3171412619,119208.467556374,38.6376326075,63690.7501150483,11.704,7.2,5.3240859645
Egypt,2009,-6.8915755133,-13023.3907524932,33.9982728843,64248.413417951,27.1066973709,51225.0226654578,-2.3085213369,-4362.54023081241,24.9568221071,47162.2846781505,87.4496257916,165258.386219402,11.350988294,21450.5893019039,19.1901746306,36264.7325475975,24297.3708068903,12.8574170025,11967.3617407072,6.3327576281,151075.920823989,188975.52130553,76.0986374976,143807.796917498,31.5966225293,59709.8821396192,9.9588477366,4.9,2.9777463335
Egypt,2010,-8.1954251616,-17711.1957048132,33.3372285762,72045.3384571527,25.1418034146,54334.1427523395,-1.9978644168,-4317.60000000001,21.3492458147,46138.0176522448,85.7367810376,185286.410175649,11.1636001989,24125.7413732818,19.5010774076,42143.9268384053,29803.4399741209,13.7908171722,12340.4868642844,5.7102602354,158327.565023541,216110.761254653,74.5731808387,161160.668802368,26.5871042599,57457.5934116465,2.0,4.7000953289,2.6553492047
Egypt,2011,-9.778247558,-23217.7695260201,31.7938474996,75492.2821514755,22.0155999417,52274.5126254554,-2.5638989747,-6087.80000000001,20.5569324974,48811.0081135672,86.8129464937,206131.310505132,11.2990231812,26828.7455943366,17.0943286193,40589.2957540124,25374.8006718048,10.6866890217,15214.4950822077,6.4076395976,161177.461193965,237443.052943941,75.5139233124,179302.564910795,24.4642076104,58088.56142877,11.81640625,1.8,-0.3213340272
Egypt,2012,-10.0017505735,-27640.4330159445,31.060847519,85838.5008666013,21.0590969456,58198.0678506568,-3.6714606383,-10146.3,16.5761197634,45809.0935800105,92.4242424242,255419.895048631,10.8052637933,29860.9896242603,15.5801038271,43056.5442571038,25223.3610680903,9.1271278522,17833.1831890135,6.4529759749,164723.365340232,276355.95201983,81.6189786309,225558.905424371,24.5804660147,67929.580865915,8.4383430806,2.2,-0.0295509572
Egypt,2013,-13.3884780437,-38193.6685048538,35.2803939293,100645.321003684,21.8919158856,62451.6524988299,-2.2401024421,-6390.40000000001,17.1768241101,49000.7843974719,92.0396257791,262563.895974587,11.4555051905,32679.4252769345,14.3413725811,40912.0161739213,23967.0548062646,8.4014549952,16944.9613676567,5.9399175859,168182.556012377,285272.667888475,80.5841205886,229884.470697652,23.5578224703,67204.0286575046,6.9026773306,2.1,-0.1671327172
