latitude,longitude,Adjusted-Population-Count_2000,Adjusted-Population-Count_2005,Adjusted-Population-Count_2010,Adjusted-Population-Count_2015,Adjusted-Population-Count_2020,Data-Code_2010,Data-Quality_Data-Context_2010,Data-Quality_Mean-Administrative-Unit-Area_2010,Data-Quality_Water-Mask_2010,Growth-Rate-End-Year_2010,Growth-Rate-Start-Year_2010,Growth_Rate-Admin-Level_2010,Input-Data-Age_2010,Input-Data-Level_2010,Input-Data-Sex_2010,Input-Data-Year_2010,Land-Area_2010,National-Identifier-Grid_2010,Water-Area_2010,Year-most-recent-Census_2010,Country_Name,City
-6.9375,39.22916666666666,45470.562,60914.29,81620.49,109387.3,146628.88,1.0,0.0,26.00046,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.35642,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.9375,39.270833333333314,68897.72,91814.195,122387.14,163177.78,217604.36,1.0,0.0,43.695534,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.356422,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.9375,39.3125,11515.877,15197.055,20094.31,26613.168,35294.734,1.0,0.0,53.508522,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.356422,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.9375,39.35416666666666,5882.6,7819.0137,10400.516,13842.727,18433.402,1.0,0.0,99.1746,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.356422,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.9375,39.395833333333314,629.49316,840.1673,1121.3483,1496.6329,1997.515,1.0,0.0,140.93863,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.356422,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.9375,39.4375,1266.9679,1690.9874,2256.9146,3012.2422,4020.3572,1.0,0.0,123.95648,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.356422,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.9375,39.47916666666666,2008.8613,2681.1724,3578.4873,4776.109,6374.542,1.0,0.0,102.34284,1.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.317303,834.0,0.03912151,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.9375,39.520833333333314,278.23602,371.354,495.63605,661.51184,882.9018,1.0,0.0,99.20435,1.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,2.952565,834.0,3.0271888,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.020833333333314,1011.7786,1044.55,1078.3828,1113.3115,1149.3715,1.0,0.0,228.17546,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.0625,1001.1672,1033.5948,1067.0729,1101.6351,1137.317,1.0,0.0,233.94492,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.10416666666666,5763.535,7746.888,10487.245,14276.423,19518.873,1.0,0.0,153.62231,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.145833333333314,29444.586,40825.66,56605.805,78485.375,108821.95,1.0,0.0,29.210075,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.1875,41349.707,57332.41,79492.83,110218.81,152821.16,1.0,0.0,19.07833,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.22916666666666,104590.516,140169.8,187878.98,251863.67,337690.06,1.0,0.0,10.621311,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.270833333333314,144097.67,192323.22,256688.55,342595.2,457252.4,1.0,0.0,6.9109783,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.3125,29778.275,39744.25,53045.562,70798.46,94492.766,1.0,0.0,17.299042,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.35416666666666,4998.5425,6671.418,8904.159,11884.138,15861.433,1.0,0.0,71.68817,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.395833333333314,1967.9978,2626.6328,3505.695,4678.955,6244.8735,1.0,0.0,117.9521,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.4375,1731.1263,2310.487,3083.7437,4115.7886,5493.2305,1.0,0.0,111.60583,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.358307,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.895833333333329,39.47916666666666,1646.5378,2197.5889,2933.0618,3914.6775,5224.813,1.0,0.0,102.34284,1.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,17.472456,834.0,2.1771264,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.854166666666657,39.020833333333314,2304.904,2379.5596,2456.6333,2536.2031,2618.3506,1.0,0.0,101.247345,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.36018,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.854166666666657,39.0625,5818.499,7160.719,8869.12,11045.821,13821.499,1.0,0.0,102.77266,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.360178,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.854166666666657,39.10416666666666,12447.273,16439.365,21746.418,28812.936,38237.402,1.0,0.0,61.78422,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.36018,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.854166666666657,39.145833333333314,27424.682,38014.348,52694.203,73044.375,101255.52,1.0,0.0,20.316292,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.36018,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
-6.854166666666657,39.1875,59889.65,83038.51,115134.984,159637.56,221341.5,1.0,0.0,13.662966,2.0,2012.0,2002.0,2.0,2.0,3.0,3.0,2012.0,21.36018,834.0,0.0,2012.0,United Republic of Tanzania,"Dar es-Salam, Coastal Zone, Tanzania"
