Country,Measure,Large subnational region,Variable,Year,Value
Ethiopia,Square kilometers,SNNPR,Area built-up before,1990,15.3
Ethiopia,Square kilometers,SNNPR,Area built-up before,2000,39.0402
Ethiopia,Square kilometers,SNNPR,Area built-up before,2014,61.9038
Ethiopia,Square kilometers,SNNPR,Built-up since 1990,2000,23.7402
Ethiopia,Square kilometers,SNNPR,Built-up since 1990,2014,46.6038
Ethiopia,Square kilometers,SNNPR,Built-up since 1975,1990,10.3896
Ethiopia,Percent of total land area,SNNPR,Area built-up before,1975,0.00452971
Ethiopia,Percent of total land area,SNNPR,Area built-up before,1990,0.014113831
Ethiopia,Percent of total land area,SNNPR,Area built-up before,2000,0.036013515
Ethiopia,Percent of total land area,SNNPR,Area built-up before,2014,0.05710456
Ethiopia,Percent of total land area,SNNPR,Built-up since 1990,2000,0.021899684
Ethiopia,Percent of total land area,SNNPR,Built-up since 1990,2014,0.042990729
Ethiopia,Percent of total land area,SNNPR,Built-up since 2000,2014,0.021091045
Ethiopia,Percent of total land area,SNNPR,Built-up since 1975,1990,0.009584121
Ethiopia,Square kilometers,Beneshangul Gumu,Area built-up before,1975,0.5922
Ethiopia,Square kilometers,Beneshangul Gumu,Area built-up before,1990,1.1106
Ethiopia,Square kilometers,Beneshangul Gumu,Area built-up before,2000,2.3787
Ethiopia,Square kilometers,Beneshangul Gumu,Area built-up before,2014,3.3048
Ethiopia,Square kilometers,Beneshangul Gumu,Built-up since 1990,2000,1.2681
Ethiopia,Square kilometers,Beneshangul Gumu,Built-up since 1990,2014,2.1942
Ethiopia,Square kilometers,Beneshangul Gumu,Built-up since 2000,2014,0.9261
Ethiopia,Percent of total land area,Beneshangul Gumu,Area built-up before,1975,0.001176126
Ethiopia,Percent of total land area,Beneshangul Gumu,Area built-up before,1990,0.002205683
Ethiopia,Percent of total land area,Beneshangul Gumu,Area built-up before,2000,0.004724165
Ethiopia,Percent of total land area,Beneshangul Gumu,Area built-up before,2014,0.006563426
Ethiopia,Percent of total land area,Beneshangul Gumu,Built-up since 1990,2000,0.002518482
Ethiopia,Percent of total land area,Beneshangul Gumu,Built-up since 1990,2014,0.004357743
Ethiopia,Percent of total land area,Beneshangul Gumu,Built-up since 1975,1990,0.001029557
Ethiopia,Square kilometers,Afar,Area built-up before,1975,0.0846
Ethiopia,Square kilometers,Afar,Area built-up before,1990,0.3447
Ethiopia,Square kilometers,Afar,Area built-up before,2000,0.8406
Ethiopia,Square kilometers,Afar,Area built-up before,2014,1.5804
Ethiopia,Square kilometers,Afar,Built-up since 1990,2000,0.4959
Ethiopia,Square kilometers,Afar,Built-up since 1990,2014,1.2357
Ethiopia,Square kilometers,Afar,Built-up since 2000,2014,0.7398
Ethiopia,Percent of total land area,Afar,Area built-up before,1975,8.8796e-05
Ethiopia,Percent of total land area,Afar,Area built-up before,1990,0.000361795
Ethiopia,Percent of total land area,Afar,Area built-up before,2000,0.000882288
Ethiopia,Percent of total land area,Afar,Area built-up before,2014,0.001658777
Ethiopia,Percent of total land area,Afar,Built-up since 1990,2000,0.000520493
Ethiopia,Percent of total land area,Afar,Built-up since 1990,2014,0.001296982
Ethiopia,Percent of total land area,Afar,Built-up since 2000,2014,0.000776489
Ethiopia,Square kilometers,Dire Dawa,Area built-up before,1975,7.3125
Ethiopia,Square kilometers,Dire Dawa,Area built-up before,1990,9.9882
Ethiopia,Square kilometers,Dire Dawa,Area built-up before,2000,10.4931
Ethiopia,Square kilometers,Dire Dawa,Area built-up before,2014,14.8473
Ethiopia,Square kilometers,Dire Dawa,Built-up since 1990,2000,0.5049
Ethiopia,Square kilometers,Dire Dawa,Built-up since 1990,2014,4.8591
Ethiopia,Square kilometers,Dire Dawa,Built-up since 2000,2014,4.3542
Ethiopia,Percent of total land area,Dire Dawa,Area built-up before,1975,0.689671564
Ethiopia,Percent of total land area,Dire Dawa,Area built-up before,1990,0.942027694
Ethiopia,Percent of total land area,Dire Dawa,Area built-up before,2000,0.989646863
Ethiopia,Percent of total land area,Dire Dawa,Area built-up before,2014,1.400309143
Ethiopia,Percent of total land area,Dire Dawa,Built-up since 1990,2000,0.047619169
Ethiopia,Percent of total land area,Dire Dawa,Built-up since 1990,2014,0.458281449
Ethiopia,Percent of total land area,Dire Dawa,Built-up since 2000,2014,0.41066228
Ethiopia,Percent of total land area,Dire Dawa,Built-up since 1975,1990,0.25235613
Ethiopia,Square kilometers,Oromia,Area built-up before,1975,22.8987
Ethiopia,Square kilometers,Oromia,Area built-up before,1990,57.1617
Ethiopia,Square kilometers,Oromia,Area built-up before,2000,121.9185
Ethiopia,Square kilometers,Oromia,Area built-up before,2014,200.3085
Ethiopia,Square kilometers,Oromia,Built-up since 1990,2000,64.7568
Ethiopia,Square kilometers,Oromia,Built-up since 1990,2014,143.1468
Ethiopia,Square kilometers,Oromia,Built-up since 2000,2014,78.39
Ethiopia,Square kilometers,Oromia,Built-up since 1975,1990,34.263
Ethiopia,Percent of total land area,Oromia,Area built-up before,1975,0.007090767
Ethiopia,Percent of total land area,Oromia,Area built-up before,1990,0.017700582
Ethiopia,Percent of total land area,Oromia,Area built-up before,2000,0.037753048
Ethiopia,Percent of total land area,Oromia,Area built-up before,2014,0.062027145
Ethiopia,Percent of total land area,Oromia,Built-up since 1990,2000,0.020052466
Ethiopia,Percent of total land area,Oromia,Built-up since 1990,2014,0.044326563
Ethiopia,Percent of total land area,Oromia,Built-up since 2000,2014,0.024274097
Ethiopia,Percent of total land area,Oromia,Built-up since 1975,1990,0.010609815
Ethiopia,Square kilometers,Amhara,Area built-up before,1975,3.9501
Ethiopia,Square kilometers,Amhara,Area built-up before,1990,11.7243
Ethiopia,Square kilometers,Amhara,Area built-up before,2000,30.0141
Ethiopia,Square kilometers,Amhara,Area built-up before,2014,60.5682
Ethiopia,Square kilometers,Amhara,Built-up since 1990,2000,18.2898
Ethiopia,Square kilometers,Amhara,Built-up since 1990,2014,48.8439
Ethiopia,Square kilometers,Amhara,Built-up since 2000,2014,30.5541
Ethiopia,Percent of total land area,Amhara,Area built-up before,1975,0.002577546
Ethiopia,Percent of total land area,Amhara,Area built-up before,1990,0.00765042
Ethiopia,Percent of total land area,Amhara,Area built-up before,2000,0.019585004
Ethiopia,Percent of total land area,Amhara,Area built-up before,2014,0.039522373
Ethiopia,Percent of total land area,Amhara,Built-up since 1990,2000,0.011934584
Ethiopia,Percent of total land area,Amhara,Built-up since 1990,2014,0.031871953
Ethiopia,Percent of total land area,Amhara,Built-up since 1975,1990,0.005072874
Ethiopia,Square kilometers,Somali,Area built-up before,1975,8.5761
Ethiopia,Square kilometers,Somali,Area built-up before,1990,12.4794
Ethiopia,Square kilometers,Somali,Area built-up before,2000,15.7428
Ethiopia,Square kilometers,Somali,Area built-up before,2014,21.2274
Ethiopia,Square kilometers,Somali,Built-up since 1990,2000,3.2634
Ethiopia,Square kilometers,Somali,Built-up since 1990,2014,8.748
Ethiopia,Square kilometers,Somali,Built-up since 1975,1990,3.9033
Ethiopia,Percent of total land area,Somali,Area built-up before,1975,0.002723841
Ethiopia,Percent of total land area,Somali,Area built-up before,1990,0.003963561
Ethiopia,Percent of total land area,Somali,Area built-up before,2000,0.005000044
Ethiopia,Percent of total land area,Somali,Area built-up before,2014,0.006741999
Ethiopia,Percent of total land area,Somali,Built-up since 1990,2000,0.001036483
Ethiopia,Percent of total land area,Somali,Built-up since 1990,2014,0.002778438
Ethiopia,Square kilometers,Addis Ababa,Area built-up before,1975,18.8523
Ethiopia,Square kilometers,Addis Ababa,Area built-up before,1990,50.4468
Ethiopia,Square kilometers,Addis Ababa,Area built-up before,2000,81.6867
Ethiopia,Square kilometers,Addis Ababa,Area built-up before,2014,103.266
Ethiopia,Square kilometers,Addis Ababa,Built-up since 1990,2000,31.2399
Ethiopia,Square kilometers,Addis Ababa,Built-up since 1990,2014,52.8192
Ethiopia,Square kilometers,Addis Ababa,Built-up since 1975,1990,31.5945
Ethiopia,Percent of total land area,Addis Ababa,Area built-up before,1975,3.472386841
Ethiopia,Percent of total land area,Addis Ababa,Area built-up before,1990,9.291747134
Ethiopia,Percent of total land area,Addis Ababa,Area built-up before,2000,15.045794
Ethiopia,Percent of total land area,Addis Ababa,Area built-up before,2014,19.02046432
Ethiopia,Percent of total land area,Addis Ababa,Built-up since 1990,2000,5.754046863
Ethiopia,Percent of total land area,Addis Ababa,Built-up since 1990,2014,9.728717188
Ethiopia,Percent of total land area,Addis Ababa,Built-up since 2000,2014,3.974670325
Ethiopia,Percent of total land area,Addis Ababa,Built-up since 1975,1990,5.819360293
Ethiopia,Square kilometers,Hareri,Area built-up before,1975,1.2168
Ethiopia,Square kilometers,Hareri,Area built-up before,1990,1.3914
Ethiopia,Square kilometers,Hareri,Area built-up before,2000,2.0529
Ethiopia,Square kilometers,Hareri,Area built-up before,2014,3.177
Ethiopia,Square kilometers,Hareri,Built-up since 2000,2014,1.1241
Ethiopia,Percent of total land area,Hareri,Area built-up before,1975,0.326043181
Ethiopia,Percent of total land area,Hareri,Area built-up before,1990,0.372827484
Ethiopia,Percent of total land area,Hareri,Area built-up before,2000,0.550077291
Ethiopia,Percent of total land area,Hareri,Area built-up before,2014,0.851281383
Ethiopia,Percent of total land area,Hareri,Built-up since 1990,2000,0.177249806
Ethiopia,Percent of total land area,Hareri,Built-up since 1990,2014,0.478453899
Ethiopia,Percent of total land area,Hareri,Built-up since 2000,2014,0.301204093
Ethiopia,Percent of total land area,Hareri,Built-up since 1975,1990,0.046784303
Ethiopia,Square kilometers,Gambela,Area built-up before,1975,0.0639
Ethiopia,Square kilometers,Gambela,Area built-up before,1990,0.3078
Ethiopia,Square kilometers,Gambela,Area built-up before,2000,0.8127
Ethiopia,Square kilometers,Gambela,Area built-up before,2014,1.5363
Ethiopia,Square kilometers,Gambela,Built-up since 1990,2000,0.5049
Ethiopia,Square kilometers,Gambela,Built-up since 1990,2014,1.2285
Ethiopia,Square kilometers,Gambela,Built-up since 1975,1990,0.2439
Ethiopia,Percent of total land area,Gambela,Area built-up before,1975,0.000206759
Ethiopia,Percent of total land area,Gambela,Area built-up before,1990,0.000995938
Ethiopia,Percent of total land area,Gambela,Area built-up before,2000,0.002629625
Ethiopia,Percent of total land area,Gambela,Area built-up before,2014,0.004970952
Ethiopia,Percent of total land area,Gambela,Built-up since 1990,2000,0.001633687
Ethiopia,Percent of total land area,Gambela,Built-up since 1990,2014,0.003975014
Ethiopia,Percent of total land area,Gambela,Built-up since 2000,2014,0.002341327
Gabon,Square kilometers,Moyen-Ogooue,Area built-up before,1975,1.9935
Gabon,Square kilometers,Moyen-Ogooue,Area built-up before,1990,1.9962
Gabon,Square kilometers,Moyen-Ogooue,Area built-up before,2000,3.3696
Gabon,Square kilometers,Moyen-Ogooue,Area built-up before,2014,3.8709
Gabon,Square kilometers,Moyen-Ogooue,Built-up since 1990,2000,1.3734
Gabon,Square kilometers,Moyen-Ogooue,Built-up since 1990,2014,1.8747
Gabon,Square kilometers,Moyen-Ogooue,Built-up since 2000,2014,0.5013
Gabon,Percent of total land area,Moyen-Ogooue,Area built-up before,1975,0.012271169
Gabon,Percent of total land area,Moyen-Ogooue,Area built-up before,1990,0.012287789
Gabon,Percent of total land area,Moyen-Ogooue,Area built-up before,2000,0.020741877
Gabon,Percent of total land area,Moyen-Ogooue,Area built-up before,2014,0.023827674
Gabon,Percent of total land area,Moyen-Ogooue,Built-up since 1990,2000,0.008454088
Gabon,Percent of total land area,Moyen-Ogooue,Built-up since 1990,2014,0.011539885
Gabon,Percent of total land area,Moyen-Ogooue,Built-up since 2000,2014,0.003085797
Gabon,Percent of total land area,Moyen-Ogooue,Built-up since 1975,1990,1.662e-05
Gabon,Square kilometers,Ogooue-Ivindo,Area built-up before,1975,2.0799
Gabon,Square kilometers,Ogooue-Ivindo,Area built-up before,1990,2.0988
Gabon,Square kilometers,Ogooue-Ivindo,Area built-up before,2000,3.5298
Gabon,Square kilometers,Ogooue-Ivindo,Area built-up before,2014,3.7098
Gabon,Square kilometers,Ogooue-Ivindo,Built-up since 1990,2000,1.431
Gabon,Square kilometers,Ogooue-Ivindo,Built-up since 1990,2014,1.611
Gabon,Square kilometers,Ogooue-Ivindo,Built-up since 2000,2014,0.18
Gabon,Square kilometers,Ogooue-Ivindo,Built-up since 1975,1990,0.0189
Gabon,Percent of total land area,Ogooue-Ivindo,Area built-up before,1975,0.004745365
Gabon,Percent of total land area,Ogooue-Ivindo,Area built-up before,1990,0.004788486
Gabon,Percent of total land area,Ogooue-Ivindo,Area built-up before,2000,0.008053362
Gabon,Percent of total land area,Ogooue-Ivindo,Area built-up before,2014,0.008464039
Gabon,Percent of total land area,Ogooue-Ivindo,Built-up since 1990,2000,0.003264877
Gabon,Percent of total land area,Ogooue-Ivindo,Built-up since 1990,2014,0.003675553
Gabon,Percent of total land area,Ogooue-Ivindo,Built-up since 2000,2014,0.000410676
Gabon,Percent of total land area,Ogooue-Ivindo,Built-up since 1975,1990,4.3121e-05
Gabon,Square kilometers,Estuaire,Area built-up before,1975,30.105
Gabon,Square kilometers,Estuaire,Area built-up before,1990,42.2505
Gabon,Square kilometers,Estuaire,Area built-up before,2000,45.396
Gabon,Square kilometers,Estuaire,Area built-up before,2014,47.5974
Gabon,Square kilometers,Estuaire,Built-up since 2000,2014,2.2014
Gabon,Square kilometers,Estuaire,Built-up since 1975,1990,12.1455
Gabon,Percent of total land area,Estuaire,Area built-up before,1975,0.156462373
Gabon,Percent of total land area,Estuaire,Area built-up before,1990,0.219585235
Gabon,Percent of total land area,Estuaire,Area built-up before,2000,0.235933097
Gabon,Percent of total land area,Estuaire,Area built-up before,2014,0.247374262
Gabon,Percent of total land area,Estuaire,Built-up since 1990,2000,0.016347862
Gabon,Percent of total land area,Estuaire,Built-up since 1990,2014,0.027789027
Gabon,Square kilometers,Ogooue-lolo,Area built-up before,1975,1.4526
Gabon,Square kilometers,Ogooue-lolo,Area built-up before,1990,1.4526
Gabon,Square kilometers,Ogooue-lolo,Area built-up before,2000,2.4246
Gabon,Square kilometers,Ogooue-lolo,Area built-up before,2014,2.6964
Gabon,Square kilometers,Ogooue-lolo,Built-up since 1990,2000,0.972
Gabon,Square kilometers,Ogooue-lolo,Built-up since 1990,2014,1.2438
Gabon,Square kilometers,Ogooue-lolo,Built-up since 2000,2014,0.2718
Gabon,Percent of total land area,Ogooue-lolo,Area built-up before,1975,0.004960701
Gabon,Percent of total land area,Ogooue-lolo,Area built-up before,1990,0.004960701
Gabon,Percent of total land area,Ogooue-lolo,Area built-up before,2000,0.00828013
Gabon,Percent of total land area,Ogooue-lolo,Area built-up before,2014,0.00920834
Gabon,Percent of total land area,Ogooue-lolo,Built-up since 1990,2000,0.003319428
Gabon,Percent of total land area,Ogooue-lolo,Built-up since 1990,2014,0.004247639
Gabon,Percent of total land area,Ogooue-lolo,Built-up since 2000,2014,0.000928211
Gabon,Percent of total land area,Ogooue-lolo,Built-up since 1975,1990,0.0
Gabon,Square kilometers,Woleu-Ntem,Built-up since 1990,2000,0.8424
Gabon,Square kilometers,Woleu-Ntem,Built-up since 1990,2014,1.0782
Gabon,Square kilometers,Woleu-Ntem,Built-up since 2000,2014,0.2358
Gabon,Square kilometers,Woleu-Ntem,Built-up since 1975,1990,3.159
Gabon,Percent of total land area,Woleu-Ntem,Area built-up before,1975,0.00831328
Gabon,Percent of total land area,Woleu-Ntem,Area built-up before,1990,0.016715127
Gabon,Percent of total land area,Woleu-Ntem,Area built-up before,2000,0.01895562
Gabon,Percent of total land area,Woleu-Ntem,Area built-up before,2014,0.019582766
Gabon,Percent of total land area,Woleu-Ntem,Built-up since 1990,2000,0.002240493
Gabon,Percent of total land area,Woleu-Ntem,Built-up since 1990,2014,0.002867639
