,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2013-03-25
1,1,Nouakchott,NOU,"958,399"
2,2,Nouadhibou,DNO,"118,167"
3,3,Kiffa,ASS,"50,206"
4,4,Mbera,HCH,"47,725"
5,5,Kaédi,GOR,"45,539"
6,6,Zouerate,TZE,"44,649"
7,7,Rosso,TRA,"33,581"
8,8,Sélibabi,GUI,"26,420"
9,9,Atar,ADR,"25,190"
