,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2008-03-21
1,1,Monrovia,MO,"1,021,762"
2,2,Gbarnga,BG,"56,986"
3,3,Buchanan,GB,"50,245"
4,4,Ganta,NI,"42,077"
5,5,Kakata,MG,"34,608"
6,6,Zwedru,GG,"25,349"
7,7,Harbel,MG,"25,309"
8,8,Harper,MY,"23,517"
9,9,Pleebo,MY,"23,464"
10,10,Foya,LO,"20,569"
