,0,1,2,3
0,,Name,Adm.,Population Census (C) 2013-04-15
1,1,Brikama,BRI,"81,007"
2,2,Bundunka Kunda,KAN,"55,360"
3,3,Sukuta,BRI,"47,048"
4,4,Talinding,KAN,"40,562"
5,5,Faji Kunda,KAN,"38,121"
6,6,Banjul,BAN,"31,054"
7,7,Nema Kunku,BRI,"28,651"
8,8,Farafenni,KER,"27,396"
9,9,Bakau New Town,KAN,"25,265"
