,0,1,2,3
0,,Name,Adm.,Population Projection (P) 2022-07-01
1,1,Adis Abeba,AA,"3,860,000"
2,2,Gonder,AM,"466,000"
3,3,Mekele,TI,"457,900"
4,4,Adama,OR,"456,900"
5,5,Awasa,SI,"422,200"
6,6,Bahir Dar,AM,"350,000"
7,7,Dire Dawa,DD,"343,000"
8,8,Dese,AM,"270,400"
9,9,Jima,OR,"250,900"
