,0,1,2,3,4
0,,Name,Adm.,Population Census (C) 2009-05-29,Area
1,,Ali-Sabieh,AS,"37,939",0
2,,Arta,AR,"13,260",0
3,,Dikhil,DI,"24,886",0
4,,Djibouti,DJ,"475,322",0
5,,Obock,OB,"11,706",0
6,,Tadjourah,TA,"14,820",0
