,0,1,2,3,4,5
0,Name,Status,Population Census 1999-08-24,Population Census 2009-08-24,Population Census 2019-08-24,
1,Bungoma,County,"1,011,524","1,375,063","1,670,570",
2,Busia,County,"552,099","743,946","893,681",
3,Kakamega,County,"1,296,270","1,660,651","1,867,579",
4,Vihiga,County,"498,883","554,622","590,013",
5,Western,Former Province,"3,358,776","4,334,282","5,021,843",
