,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2012-12-10
1,1,Niamey,NIA,"978,029"
2,2,Maradi,MAR,"267,249"
3,3,Zinder,ZIN,"235,605"
4,4,Tahoua,TAH,"117,826"
5,5,Agadez,AGA,"110,497"
6,6,Arlit,AGA,"78,651"
7,7,Birni N'Konni,TAH,"63,169"
8,8,Dosso,DOS,"58,671"
9,9,Gaya,DOS,"45,465"
10,10,Tessaoua,MAR,"43,409"
