,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2013-05-11
1,1,Cotonou,LIT,"679,012"
2,2,Porto-Novo,OUE,"264,320"
3,3,Parakou,BOR,"255,478"
4,4,Godomey,ATL,"253,262"
5,5,Abomey-Calavi,ATL,"117,824"
6,6,Djougou,DON,"94,773"
7,7,Bohicon,ZOU,"93,744"
8,8,Ekpé,OUE,"75,313"
