,0,1,2,3
0,,Name,Adm.,Population Census (C) 2008-04-14
1,1,El Djazaïr,DJZ,"2,364,230"
2,2,Oran,ORA,"803,329"
3,3,Constantine,CON,"448,028"
4,4,Annaba,ANN,"342,703"
5,5,Blida,BLI,"331,779"
6,6,Batna,BAT,"289,504"
7,7,Djelfa,DJE,"265,833"
8,8,Sétif,SET,"252,127"
9,9,Sidi bel Abbès,SBA,"210,146"
10,10,Biskra,BIS,"204,661"
