,0,1,2,3
0,,Name,Adm.,Population Census (Cp) 2021-06-16
1,1,Praia,PR,"137,868"
2,2,Mindelo,SV,"69,013"
3,3,Espargos,SL,"24,500"
4,4,Assomada,CA,"21,297"
5,5,Tarrafal,TA,"13,483"
6,6,Porto Novo,PN,"11,138"
7,7,Sal Rei,BV,"10,936"
8,8,São Filipe,SF,"10,097"
9,9,Pedra Badejo,CR,"10,038"
