,0,1,2,3
0,,Name,Adm.,Population Census (C) 2013-10-01
1,1,Libreville,EST,"703,940"
2,2,Port-Gentil,OGM,"136,462"
3,3,Franceville,HOG,"110,568"
4,4,Owendo,EST,"79,300"
5,5,Oyem,WNT,"60,685"
6,6,Moanda,HOG,"59,154"
7,7,Ntoum,EST,"51,954"
8,8,Lambaréné,MOG,"38,775"
9,9,Mouila,NGO,"36,061"
10,10,Akanda,EST,"34,548"
11,11,Tchibanga,NYA,"30,042"
