,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2013-11-19
1,1,Dakar,DAK,"2,646,503"
2,2,Touba,DIO,"753,315"
3,3,Thiès,THI,"317,763"
4,4,Kaolack,KAO,"233,708"
5,5,Mbour,THI,"232,777"
6,6,Rufisque,DAK,"221,066"
7,7,Saint-Louis,STL,"209,752"
8,8,Ziguinchor,ZIN,"205,294"
