,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2017-08-01
1,1,Maputo,MAC,"1,080,277"
2,2,Matola,MAP,"1,032,197"
3,3,Nampula,NAM,"663,212"
4,4,Beira,SOF,"592,090"
5,5,Chimoio,MAN,"363,336"
6,6,Tete,TET,"307,338"
