,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2014-05-16
1,1,Luanda,LUA,"6,759,313"
2,2,Lubango,HUI,"600,751"
3,3,Huambo,HUA,"595,304"
4,4,Benguela,BGU,"555,124"
5,5,Cabinda,CAB,"550,000"
6,6,Malanje,MAL,"455,000"
7,7,Saurimo,LSU,"393,000"
8,8,Lobito,BGU,"357,950"
9,9,Kuito,BIE,"355,423"
10,10,Uíge,UIG,"322,531"
