,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2018-06-01
1,1,Antananarivo,AMG,"1,274,225"
2,2,Toamasina,ATS,"325,857"
3,3,Antsirabe,VAK,"246,354"
4,4,Mahajanga,BOE,"246,022"
5,5,Fianarantsoa,HMA,"191,776"
6,6,Toliara,AAF,"168,756"
7,7,Antsiranana,DIA,"129,320"
8,8,Sambava,SAV,"84,039"
