,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2019-11-16
1,1,Ouagadougou,CT,"2,415,266"
2,2,Bobo-Dioulasso,HB,"904,920"
3,3,Koudougou,CO,"160,239"
4,4,Saaba,CT,"136,011"
5,5,Ouahigouya,ND,"124,587"
6,6,Kaya,CN,"121,970"
7,7,Banfora,CA,"117,452"
8,8,Pouytenga,CE,"96,469"
9,9,Houndé,HB,"87,151"
10,10,Fada N'Gourma,ES,"73,200"
