,0,1,2,3,4,5
0,Name,Status,Population Census 1999-08-24,Population Census 2009-08-24,Population Census 2019-08-24,
1,Kiambu,County,"1,389,723","1,623,282","2,417,735",
2,Kirinyaga,County,"457,105","528,054","610,411",
3,Murang'a,County,"736,273","942,581","1,056,640",
4,Nyandarua,County,"479,902","596,268","638,289",
5,Nyeri,County,"661,156","693,558","759,164",
6,Central,Former Province,"3,724,159","4,383,743","5,482,239",
