,0,1,2,3
0,,Name,Adm.,Population Census (Cp) 2022-08-18
1,1,Lusaka,LUS,"2,204,059"
2,2,Kitwe,COP,"625,000"
3,3,Ndola,COP,"624,579"
4,4,Kabwe,CEN,"299,206"
5,5,Chingola,COP,"255,000"
