,0,1,2,3
0,,Name,Adm.,Population Census (Cp) 2022-04-20
1,1,Harare,HAR,"1,491,740"
2,2,Bulawayo,MBN,"665,940"
3,3,Chitungwiza,HAR,"371,244"
4,4,Mutare,MNL,"224,802"
5,5,Epworth,HAR,"206,365"
6,6,Gweru,MID,"158,200"
7,7,Kwekwe,MID,"119,863"
8,8,Kadoma,MSW,"116,300"
