,0,1,2,3
0,,Name,Adm.,Population Projection (P) 2020-07-01
1,1,Kampala,CEN,"1,680,600"
2,2,Nansana,CEN,"532,800"
3,3,Kira,CEN,"462,900"
4,4,Makindye Ssabagabo,CEN,"413,400"
5,5,Kyengera,CEN,"285,400"
6,6,Mbarara,WES,"221,300"
7,7,Kasangati,CEN,"207,800"
8,8,Mukono,CEN,"191,300"
9,9,Njeru,CEN,"178,800"
10,10,Gulu,NOR,"177,400"
