Region,Country Code,Country or area,City Code,City,City Definition,Latitude,Longitude,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
Africa,120,Cameroon,20365,Yaoundé,Urban Agglomeration,3.86667,11.51667,31.644,34.514,37.648,41.057,44.78,48.841,53.276,58.1,63.386,69.154,75.455,82.311,89.8,95.321,101.189,111.866,123.687,136.756,151.228,167.082,183.364,201.233,220.872,242.365,265.984,291.904,318.456,340.243,363.555,388.463,415.116,443.516,473.903,506.371,541.114,578.134,617.744,658.266,695.749,735.255,777.062,821.247,868.011,917.298,969.457,1024.582,1082.924,1144.414,1209.487,1278.26,1351.047,1427.762,1508.946,1594.748,1685.556,1781.264,1882.55,1989.595,2102.727,2222.292,2348.656,2482.205,2623.348,2772.516,2930.167,3096.782,3272.87,3458.972,3655.656,3822.425,3992.411,4164.167,4336.67,4509.287,4681.768,4854.255,5027.119,5200.912,5376.245,5553.737,5733.816,5916.764,6102.456,6291.923,6484.993,6681.654
Africa,140,Central African Republic,20410,Bangui,Urban Agglomeration,4.36122,18.55496,42.202,46.763,51.825,57.419,63.626,70.503,75.144,79.263,83.613,88.202,94.35,102.334,111.006,120.413,130.626,141.662,153.199,164.523,176.702,189.744,203.77,218.832,235.031,252.379,271.035,291.069,305.885,315.594,325.626,335.977,346.672,357.676,369.045,380.776,392.897,405.369,418.254,431.55,445.286,456.973,466.876,476.994,487.345,497.892,508.682,519.706,530.984,542.475,554.231,566.242,578.53,591.05,603.859,616.945,630.334,643.975,657.931,672.189,686.777,701.639,716.845,732.38,748.273,764.467,781.034,797.96,815.276,832.92,850.946,869.599,889.231,910.27,933.176,958.335,985.965,1016.148,1048.771,1083.668,1120.627,1159.553,1200.276,1242.52,1285.984,1330.569,1376.056,1422.35
Africa,148,Chad,20420,N'Djaména,City Proper,12.10672,15.0444,24.604,27.365,30.441,33.852,37.65,41.875,46.581,51.801,57.614,64.079,71.28,79.267,88.162,94.733,101.77,109.203,117.189,125.76,134.97,144.827,155.419,166.785,179,195.007,212.47,231.497,252.258,274.816,299.426,311.267,323.593,336.372,349.674,363.502,377.897,392.82,408.355,424.503,441.314,458.742,476.883,495.741,515.373,535.406,555.139,575.6,596.844,618.81,641.617,665.265,689.818,715.207,741.567,768.898,797.277,826.62,857.086,888.675,921.474,955.389,990.552,1027.01,1064.809,1103.999,1144.632,1186.761,1230.44,1275.726,1322.679,1371.524,1422.547,1476.115,1532.588,1592.324,1655.618,1722.784,1793.992,1869.415,1949.145,2033.423,2122.293,2215.885,2314.26,2417.765,2526.364,2640.134
Africa,178,Congo,20848,Brazzaville,City Proper,-4.26583,15.28318,83.39,84.976,86.595,88.241,89.919,91.63,95.531,101.885,108.672,115.911,123.643,131.867,140.751,150.341,160.599,171.525,183.212,195.695,209.047,223.27,238.483,254.732,272.112,290.626,309.803,329.225,349.895,371.8,395.11,419.881,446.242,474.179,503.907,535.499,569.12,596.061,616.15,636.916,658.412,680.572,703.509,727.22,751.764,777.065,803.255,830.327,858.95,896.962,936.712,978.223,1021.635,1066.846,1114.124,1163.498,1215.132,1268.906,1325.139,1383.864,1445.191,1509.237,1576.12,1645.968,1718.911,1795.086,1874.637,1957.714,2044.472,2135.075,2229.693,2308.076,2388.09,2469.63,2552.813,2637.733,2724.566,2813.478,2904.57,2997.902,3093.568,3191.647,3292.178,3395.188,3500.643,3608.41,3718.556,3830.918
Africa,178,Congo,20849,Pointe-Noire,City Proper,-4.77609,11.86352,16.322,18.981,22.078,25.67,29.853,34.716,40.381,46.95,54.6,59.306,64.425,69.969,76,80.126,84.482,89.062,93.897,98.994,104.376,110.034,116.008,122.305,128.954,135.945,144.188,154.344,165.232,176.854,189.312,202.647,216.942,232.201,248.558,266.066,284.835,300.124,311.775,323.878,336.469,349.512,363.08,377.175,391.837,407.027,422.827,439.241,456.423,475.743,495.91,516.931,538.874,561.684,585.493,610.311,636.218,663.148,691.259,720.56,751.103,782.941,816.128,850.722,886.782,924.371,963.553,1004.396,1046.97,1091.349,1137.609,1175.513,1214.281,1253.939,1294.612,1336.387,1379.368,1423.63,1469.194,1516.055,1564.219,1613.686,1664.447,1716.494,1769.793,1824.27,1879.953,1936.758
Africa,384,Côte d'Ivoire,21602,Abidjan,City Proper,5.345339,-4.026789,65,74.119,84.532,96.374,109.894,125.311,137.177,149.159,162.207,176.396,191.849,208.607,226.856,246.7,276.555,309.925,347.377,389.354,436.472,489.139,548.246,614.497,688.861,771.982,865.269,966.025,1058.136,1158.74,1269.067,1325.017,1383.516,1444.425,1508.106,1574.595,1644.112,1716.495,1792.171,1871.183,1950.508,2024.809,2102.049,2182.236,2265.598,2351.902,2441.619,2534.759,2631.588,2731.834,2836.045,2926.232,3007.498,3090.788,3176.505,3264.599,3355.262,3448.183,3543.811,3642.091,3743.238,3846.904,3953.59,4063.235,4176.077,4291.73,4410.752,4533.075,4658.79,4787.992,4920.776,5058.55,5202.762,5354.826,5515.79,5686.35,5866.704,6056.877,6256.34,6464.516,6680.682,6904.633,7135.77,7373.829,7618.446,7870.026,8128.115,8392.719
Africa,384,Côte d'Ivoire,21603,Bouake,City Proper,7.69385,-5.03031,31.473,33.019,34.643,36.342,38.127,40,42.246,44.611,47.112,47.991,48.889,49.8,56.922,65.062,74.379,85,91.493,98.483,106.017,114.104,122.821,132.203,142.317,153.173,164.874,176.95,187.227,198.069,209.556,221.709,234.585,248.17,262.562,277.789,293.922,310.943,328.976,348.054,364.626,372.986,381.55,390.31,399.284,408.439,417.817,427.41,437.237,447.262,457.531,464.36,468.91,473.493,478.126,482.805,487.536,492.3,497.117,501.982,506.901,511.854,516.863,521.92,527.035,532.185,537.392,542.65,547.959,553.321,558.734,564.745,571.876,580.586,591.199,603.897,618.709,635.556,654.242,674.532,696.172,718.979,742.763,767.402,792.795,818.949,845.795,873.326
Africa,180,Democratic Republic of the Congo,20850,Bukavu,City Proper,-2.50833,28.86083,16.296,18.145,20.207,22.496,25.048,27.89,31.059,34.567,38.477,42.829,47.68,53.065,59.067,65.748,73.195,81.462,90.676,100.932,112.365,125.055,139.2,141.079,142.986,144.914,146.87,148.853,150.865,152.899,154.963,157.055,159.179,161.325,163.503,165.71,167.95,176.839,186.211,196.08,206.487,217.416,228.939,241.073,253.868,267.303,281.471,296.389,312.119,328.638,346.056,364.397,383.738,404.047,425.461,448.011,471.789,496.829,523.198,550.967,580.209,611.003,643.432,677.582,713.544,751.415,791.296,833.294,877.521,924.095,973.141,1024.514,1078.002,1133.371,1190.367,1248.783,1308.469,1369.427,1431.659,1495.245,1560.261,1626.907,1695.192,1765.27,1837.144,1910.997,1986.721,2064.323
Africa,180,Democratic Republic of the Congo,205455,Bunia,City Proper,1.566666667,30.25,6.223,6.718,7.254,7.831,8.454,9.127,9.855,10.639,11.486,12.4,13.389,14.453,15.604,16.846,18.189,19.636,21.199,22.887,24.711,26.676,28.8,30.335,31.955,33.656,35.451,37.341,39.334,41.428,43.637,45.963,48.417,50.995,53.714,56.577,59.598,63.764,68.227,73.003,78.121,83.581,89.432,95.692,102.4,109.558,117.227,125.433,134.226,143.608,153.661,164.417,175.943,188.241,201.418,215.517,230.625,246.792,264.093,282.606,302.417,323.616,346.302,370.579,396.557,424.356,454.104,485.937,520.001,556.454,595.462,636.625,679.418,723.276,767.645,812.09,856.339,900.351,944.205,988.111,1032.311,1077.127,1122.728,1169.336,1217.036,1265.998,1316.178,1367.593
Africa,180,Democratic Republic of the Congo,205453,Goma,City Proper,-1.679166667,29.22277778,5.123,5.733,6.416,7.179,8.034,8.991,10.063,11.259,12.6,14.1,15.781,17.658,19.76,22.113,24.75,27.692,30.989,34.679,38.814,43.429,48.6,50.266,51.991,53.771,55.614,57.521,59.495,61.532,63.641,65.822,68.082,70.412,72.826,75.322,77.908,82.576,87.53,92.782,98.357,104.25,110.505,117.136,124.174,131.613,139.51,147.881,156.766,166.159,176.129,186.696,197.914,209.772,222.358,235.7,249.862,264.875,280.79,297.661,315.546,334.506,354.604,375.911,398.497,422.441,447.823,474.731,503.255,533.493,565.547,599.208,634.197,670.218,706.978,744.247,781.875,819.854,858.217,897.074,936.544,976.819,1017.965,1060.12,1103.318,1147.685,1193.167,1239.774
Africa,180,Democratic Republic of the Congo,205460,Kabinda,City Proper,-6.13791,24.48179,1.547,1.679,1.822,1.976,2.144,2.327,2.525,2.739,2.972,3.225,3.499,3.796,4.119,4.469,4.849,5.261,5.708,6.193,6.72,7.291,7.91,8.583,9.313,10.104,10.963,11.894,12.907,14.002,15.193,16.484,17.887,19.405,21.055,22.844,24.789,26.893,29.179,31.659,34.354,37.27,40.438,43.875,47.61,51.651,56.041,60.805,65.981,71.581,77.665,84.267,91.44,99.201,107.633,116.782,126.723,137.51,149.216,161.918,175.701,190.657,206.887,224.498,243.608,264.345,286.847,311.265,337.761,366.513,397.712,430.934,465.599,501.054,536.653,571.873,606.38,640.09,673.089,705.61,737.941,770.426,803.286,836.755,870.944,906.005,941.925,978.723
Africa,180,Democratic Republic of the Congo,20851,Kananga,City Proper,-5.89624,22.41659,26.934,30.567,34.696,39.369,44.679,50.706,57.556,61.037,64.735,68.656,72.82,77.225,81.903,86.864,92.133,97.706,103.624,109.901,116.567,123.618,131.106,139.047,147.482,156.403,165.876,175.924,186.595,197.882,209.868,222.581,236.082,250.362,265.527,281.611,298.693,312.115,326.16,340.838,356.197,372.203,388.952,406.455,424.771,443.859,463.833,484.705,506.548,529.31,553.129,578.02,604.068,631.213,659.617,689.3,720.362,752.824,786.748,822.202,859.253,897.973,938.439,980.728,1024.922,1071.108,1119.376,1169.818,1222.534,1277.625,1335.199,1395.418,1458.4,1524.234,1592.924,1664.442,1738.716,1815.751,1895.451,1977.757,2062.577,2149.992,2239.861,2332.269,2427.145,2524.68,2624.708,2727.226
Africa,180,Democratic Republic of the Congo,20852,Kikwit,City Proper,-5.04098,18.81619,4.997,5.89,6.945,8.185,9.649,11.374,13.411,15.971,19.024,22.661,27,31.361,36.434,42.327,49.184,57.128,66.369,77.105,89.595,104.067,120.9,122.735,124.601,126.49,128.411,130.36,132.342,134.348,136.388,138.459,140.564,142.695,144.861,147.06,149.296,154.439,159.768,165.28,170.99,176.881,182.983,189.296,195.836,202.583,209.572,216.802,224.292,232.019,240.024,248.305,256.883,265.733,274.901,284.385,294.21,304.374,314.89,325.769,337.024,348.667,360.713,373.175,386.068,399.406,413.204,427.48,442.248,457.527,473.334,489.903,507.462,526.217,546.313,567.834,590.797,615.192,640.934,667.924,696.044,725.237,755.386,786.467,818.422,851.295,885.017,919.583
Africa,180,Democratic Republic of the Congo,20853,Kinshasa,Urban Agglomeration,-4.32758,15.31357,201.905,217.426,234.165,252.141,271.524,292.398,314.908,339.082,365.149,402.102,442.853,487.604,536.949,591.287,651.211,717.018,789.579,869.484,939.065,1002.218,1069.714,1141.756,1218.759,1300.722,1388.321,1481.82,1581.758,1688.133,1801.823,1923.171,2052.874,2190.932,2338.484,2495.974,2664.309,2811.896,2967.879,3132.515,3306.53,3489.692,3683.274,3887.595,4103.555,4330.868,4571.112,4824.684,5092.7,5374.806,5641.396,5885.45,6140.419,6405.687,6682.804,6971.91,7273.947,7589.069,7917.842,8260.859,8618.736,8992.117,9381.673,9788.106,10212.146,10654.556,11116.133,11597.706,12100.142,12624.344,13171.256,13743.278,14342.439,14970.46,15628.085,16315.534,17032.322,17778.474,18552.82,19354.424,20181.969,21035.846,21914.342,22818.047,23746.09,24700.253,25678.856,26681.825
Africa,180,Democratic Republic of the Congo,20854,Kisangani,City Proper,0.51667,25.2,38.299,41.96,45.977,50.366,55.181,60.456,66.244,79.012,94.264,112.459,134.2,141.929,150.116,158.774,167.945,177.618,187.862,198.698,210.174,222.279,235.1,240.204,245.426,250.747,256.191,261.753,267.444,273.242,279.174,285.235,291.436,297.754,304.219,310.824,317.581,329.949,342.817,356.187,370.098,384.512,399.508,415.088,431.3,448.097,465.572,483.73,502.622,522.196,542.562,563.722,585.738,608.55,632.283,656.942,682.599,709.258,736.958,765.74,795.646,826.721,859.008,892.557,927.416,963.636,1001.271,1040.376,1081.008,1123.227,1167.095,1213,1261.31,1312.353,1366.342,1423.395,1483.513,1546.69,1612.772,1681.597,1752.962,1826.815,1902.936,1981.325,2061.87,2144.703,2229.669,2316.753
Africa,180,Democratic Republic of the Congo,23555,Kolwezi,City Proper,-10.71484,25.46674,31.177,32.49,33.861,35.286,36.772,38.322,39.939,41.619,43.373,45.2,47.697,50.325,53.102,56.031,59.127,62.384,65.826,69.458,73.295,77.333,81.6,91.669,102.997,115.688,129.964,146.001,164.043,184.256,206.992,232.534,261.27,293.462,329.674,370.355,416.122,418.048,419.986,421.933,423.891,425.853,427.827,429.81,431.805,433.804,435.815,437.835,439.868,441.904,443.952,446.01,448.08,450.154,452.241,454.337,456.446,458.565,460.693,462.832,464.98,467.139,469.307,471.486,473.674,475.873,478.082,480.301,482.531,484.771,487.021,490.072,494.654,501.375,510.648,522.694,537.536,555.059,574.998,597.029,620.804,646.049,672.477,699.932,728.273,757.484,787.475,818.226
Africa,180,Democratic Republic of the Congo,20855,Likasi,City Proper,-10.98139,26.73333,48.447,51.204,54.123,57.198,60.454,63.894,67.536,71.944,76.646,81.655,87,89.314,91.692,94.134,96.644,99.214,101.856,111.437,123.03,135.793,149.9,153.753,157.711,161.759,165.917,170.182,174.563,179.044,183.647,188.367,193.216,198.176,203.27,208.495,213.862,219.714,225.734,231.919,238.282,244.802,251.51,258.401,265.491,272.756,280.229,287.907,295.807,303.901,312.228,320.783,329.585,338.603,347.88,357.412,367.219,377.295,387.648,398.284,409.213,420.441,431.978,443.831,456.009,468.521,481.377,494.585,508.156,522.1,536.425,551.54,567.839,585.678,605.313,626.897,650.465,675.991,703.334,732.324,762.762,794.524,827.429,861.413,896.385,932.377,969.307,1007.163
Africa,180,Democratic Republic of the Congo,20856,Lubumbashi,City Proper,-11.66089,27.47938,96.112,107.323,115.763,124.841,134.646,145.22,156.641,165.212,174.265,183.814,193.9,204.165,214.988,226.385,238.403,251.024,264.331,278.344,293.121,308.638,325,338.086,351.718,365.859,380.59,395.915,411.878,428.439,445.689,463.635,482.329,501.722,521.924,542.938,564.83,588.457,613.108,638.791,665.588,693.43,722.478,752.742,784.319,817.128,851.357,887.021,924.23,962.892,1003.228,1045.253,1089.1,1134.658,1182.189,1231.711,1283.38,1337.216,1393.311,1451.759,1512.659,1576.114,1642.23,1711.12,1782.899,1857.69,1935.618,2016.816,2101.419,2189.571,2281.421,2377.495,2478.262,2584.133,2695.331,2811.959,2933.962,3061.34,3193.86,3331.311,3473.407,3620.164,3771.241,3926.706,4086.386,4250.574,4418.975,4591.57
Africa,180,Democratic Republic of the Congo,20857,Matadi,City Proper,-5.8177,13.4717,59.672,61.598,63.589,65.639,67.758,69.945,72.03,74.172,76.381,78.655,81,83.746,86.589,89.529,92.573,95.711,98.961,102.321,105.799,109.386,113.1,114.766,116.459,118.172,119.913,121.679,123.474,125.291,127.136,129.009,130.912,132.838,134.795,136.78,138.798,142.818,146.959,151.221,155.613,160.119,164.763,169.541,174.464,179.517,184.723,190.08,195.6,201.264,207.101,213.107,219.296,225.646,232.19,238.924,245.862,253.001,260.348,267.908,275.688,283.694,291.932,300.409,309.132,318.109,327.347,336.852,346.634,356.7,367.058,377.964,389.669,402.397,416.31,431.505,448.004,465.791,484.778,504.858,525.903,547.837,570.545,593.988,618.107,642.928,668.394,694.498
Africa,180,Democratic Republic of the Congo,20858,Mbandaka,City Proper,0.04865,18.26034,17.945,19.616,21.444,23.438,25.619,28.004,30.615,33.891,37.522,41.542,46,50.235,54.866,59.925,65.458,71.484,78.075,85.273,93.146,101.722,111.1,112.792,114.513,116.255,118.026,119.824,121.651,123.502,125.383,127.293,129.235,131.201,133.199,135.228,137.291,141.815,146.495,151.33,156.33,161.482,166.811,172.316,178.01,183.876,189.944,196.212,202.696,209.376,216.285,223.423,230.806,238.412,246.28,254.407,262.814,271.499,280.471,289.739,299.313,309.204,319.422,329.978,340.882,352.147,363.783,375.805,388.223,401.052,414.305,428.21,442.989,458.843,475.913,494.286,513.977,534.978,557.206,580.566,604.943,630.276,656.457,683.457,711.222,739.787,769.091,799.129
Africa,180,Democratic Republic of the Congo,20859,Mbuji-Mayi,City Proper,-6.15,23.6,67.641,72.555,77.833,83.48,89.544,96.049,103.036,110.511,118.539,127.15,136.4,146.295,156.922,168.322,180.567,193.666,207.734,222.825,239.036,256.376,275,286.425,298.341,310.718,323.626,337.071,351.094,365.66,380.851,396.673,413.176,430.317,448.194,466.814,486.235,508.959,532.778,557.712,583.85,611.135,639.737,669.676,701.061,733.825,768.168,804.118,841.804,881.145,922.382,965.55,1010.801,1058.04,1107.556,1159.39,1213.726,1270.609,1330.157,1392.496,1457.757,1526.076,1597.597,1672.47,1750.852,1832.908,1918.809,2008.736,2102.877,2201.431,2304.603,2412.532,2525.263,2642.794,2765.002,2891.746,3022.855,3158.34,3298.075,3442.025,3590.105,3742.529,3899.111,4060.047,4225.241,4395.046,4569.184,4747.652
Africa,180,Democratic Republic of the Congo,204243,Tshikapa,City Proper,-6.41621,20.79995,8.167,8.83,9.548,10.322,11.159,12.065,13.046,14.103,15.248,16.486,17.826,19.271,20.835,22.526,24.357,26.332,28.469,30.78,33.282,35.98,38.9,42.058,45.476,49.162,53.153,57.467,62.139,67.175,72.628,78.523,84.906,91.788,99.239,107.294,116.016,122.874,130.149,137.853,146.026,154.658,163.814,173.512,183.798,194.664,206.188,218.394,231.342,245.018,259.523,274.886,291.183,308.396,326.653,345.991,366.503,388.231,411.247,435.628,461.454,488.811,517.79,548.487,581.004,615.449,651.936,690.586,731.527,774.895,820.835,869.06,919.192,970.831,1023.575,1077.108,1131.226,1185.918,1241.228,1297.305,1354.309,1412.504,1471.978,1532.923,1595.38,1659.532,1725.298,1792.691
Africa,180,Democratic Republic of the Congo,205454,Uvira,City Proper,-3.39534,29.13779,1.753,1.958,2.186,2.44,2.725,3.042,3.398,3.793,4.235,4.729,5.281,5.895,6.582,7.349,8.207,9.162,10.23,11.423,12.756,14.24,15.9,17.753,19.825,22.133,24.712,27.592,30.813,34.399,38.408,42.885,47.89,53.464,59.695,66.652,74.432,78.832,83.499,88.442,93.685,99.224,105.098,111.319,117.919,124.89,132.283,140.114,148.421,157.195,166.501,176.358,186.813,197.857,209.57,221.976,235.136,249.076,263.843,279.485,296.054,313.606,332.199,351.893,372.755,394.854,418.264,443.061,469.328,497.152,526.626,557.567,589.731,622.862,656.701,691.047,725.768,760.857,796.343,832.321,868.893,906.23,944.387,983.488,1023.559,1064.717,1106.911,1150.149
Africa,262,Djibouti,21005,Djibouti,Urban Agglomeration,11.58767,43.14468,19.96,21.394,22.934,24.58,26.347,28.241,30.274,32.447,34.779,37.279,39.962,42.203,44.046,45.969,47.979,50.071,52.258,54.539,56.924,59.406,62,66.547,71.434,76.665,82.287,88.321,94.807,101.75,109.212,117.22,125.829,135.043,144.946,157.801,174.372,192.631,212.831,235.15,259.844,287.053,317.154,342.078,348.428,354.878,361.456,368.157,374.991,381.932,389.012,396.224,403.579,411.049,418.669,426.43,434.346,442.386,450.587,458.939,467.459,476.112,484.925,493.901,503.044,512.356,521.84,531.499,541.338,551.358,561.564,568.804,576.157,583.695,591.469,599.504,607.804,616.332,625.051,633.911,642.848,651.811,660.752,669.641,678.459,687.177,695.798,704.312
Africa,818,Egypt,22814,Al-Fayyum,City Proper,29.30995,30.8418,62.905,65.954,69.156,72.505,76.02,79.705,83.575,87.621,91.87,96.324,101,105.89,111.024,116.407,122.058,127.968,133.865,136.736,139.674,142.666,145.726,148.852,152.05,155.307,158.638,162.041,165.522,169.372,173.519,177.769,182.128,186.582,191.151,195.832,200.634,205.541,210.574,215.234,219.691,224.228,228.866,233.599,238.436,243.361,248.394,253.531,258.781,263.922,269.041,274.259,279.587,285.002,290.53,296.166,301.918,307.766,313.736,319.822,326.026,332.35,338.798,345.37,352.069,358.899,365.861,372.958,380.193,387.568,395.086,402.237,409.558,417.077,424.791,432.726,440.916,449.395,458.154,467.193,476.548,486.283,496.438,507.05,518.137,529.745,541.875,554.541
Africa,818,Egypt,22804,Al-Iskandariyah (Alexandria),City Proper,31.192471,29.904596,1037.462,1076.695,1117.468,1159.667,1203.522,1249.034,1296.334,1345.288,1396.161,1448.959,1503.829,1552.315,1599.999,1649.148,1699.877,1752.021,1804.859,1848.81,1893.894,1939.948,1987.188,2035.579,2085.217,2135.924,2187.937,2241.216,2295.869,2350.705,2406.268,2463.144,2521.445,2580.96,2641.965,2704.412,2768.424,2833.769,2900.75,2948.464,2983.9,3019.663,3055.905,3092.581,3129.75,3167.261,3205.274,3243.744,3282.729,3338.58,3406.185,3475.159,3545.628,3617.326,3690.576,3765.309,3841.661,3919.345,3998.711,4079.683,4162.295,4246.579,4332.57,4420.303,4509.812,4601.133,4694.304,4789.362,4886.344,4985.29,5086.24,5182.45,5280.664,5381.101,5483.605,5588.477,5696.131,5807.051,5921.205,6038.641,6159.946,6286.007,6417.384,6554.62,6697.969,6848.042,7004.846,7168.583
Africa,818,Egypt,22815,Al-Ismailiyah,City Proper,30.60427,32.27225,77.633,80.764,84.026,87.41,90.936,94.603,98.424,102.388,106.517,110.813,115.289,119.765,124.372,129.156,134.131,139.283,144.178,144.345,144.513,144.681,144.849,145.018,145.187,145.355,145.524,145.694,145.863,149.295,155.025,160.976,167.163,173.571,180.233,187.151,194.345,201.794,209.54,214.982,218.945,222.97,227.075,231.255,235.519,239.849,244.264,248.761,253.347,257.324,260.934,264.595,268.312,272.071,275.888,279.759,283.689,287.664,291.699,295.792,299.942,304.151,308.419,312.746,317.135,321.585,326.097,330.673,335.313,340.017,344.788,349.255,353.957,358.98,364.361,370.146,376.361,383.021,390.086,397.52,405.321,413.51,422.096,431.095,440.511,450.376,460.687,471.454
Africa,818,Egypt,22806,Al-Mahallah al-Kubra,City Proper,30.9745,31.16499,128.518,132.7,137.024,141.476,146.079,150.833,155.747,160.808,166.04,171.443,177.029,184.083,191.816,199.874,208.283,217.02,225.813,231.475,237.287,243.229,249.328,255.58,261.998,268.558,275.292,282.195,289.281,295.779,301.936,308.222,314.647,321.188,327.874,334.699,341.676,348.779,356.039,360.978,364.456,367.957,371.497,375.071,378.685,382.323,386.002,389.715,393.47,397.72,402.322,406.977,411.692,416.449,421.268,426.142,431.079,436.06,441.105,446.209,451.372,456.595,461.878,467.222,472.629,478.097,483.629,489.226,494.886,500.613,506.405,511.77,517.549,523.903,530.913,538.658,547.176,556.471,566.468,577.09,588.307,600.132,612.561,625.605,639.262,653.575,668.536,684.162
Africa,818,Egypt,22819,Al-Mansurah,City Proper,31.03637,31.38069,112.169,115.493,118.92,122.439,126.068,129.804,133.656,137.611,141.69,145.889,150.218,156.149,162.765,169.662,176.862,184.345,191.946,197.587,203.403,209.372,215.526,221.861,228.39,235.093,242.003,249.116,256.448,262.553,267.869,273.292,278.834,284.471,290.231,296.108,302.111,308.22,314.46,319.893,324.842,329.854,334.95,340.125,345.388,350.717,356.136,361.638,367.233,373.368,379.912,386.572,393.358,400.243,407.259,414.398,421.672,429.054,436.575,444.228,452.015,459.939,468.001,476.205,484.553,493.047,501.69,510.484,519.433,528.538,537.804,546.574,555.621,565.015,574.775,584.952,595.588,606.723,618.329,630.383,642.918,656.002,669.674,683.976,698.926,714.582,730.943,748.028
Africa,818,Egypt,22812,Al-Qahirah (Cairo),Metropolitan area,30.039173,31.239411,2493.514,2592.477,2695.513,2802.343,2913.563,3029.198,3149.59,3274.417,3404.373,3539.487,3680.16,3862.355,4064.782,4277.817,4502.334,4737.968,4976.56,5122.042,5271.987,5425.89,5584.507,5747.762,5916.024,6088.729,6266.723,6449.922,6638.739,6816.915,6989.701,7166.868,7348.778,7534.786,7725.769,7921.592,8122.659,8328.255,8539.349,8826.38,9168.704,9523.307,9892.143,10275.264,10673.781,11086.594,11515.975,11961.986,12425.922,12772.788,13050.816,13334.896,13625.565,13921.743,14224.781,14534.415,14851.23,15174.05,15504.347,15841.834,16186.667,16539.006,16899.015,17266.86,17642.712,18026.746,18419.138,18820.072,19229.733,19648.312,20076.002,20484.965,20900.604,21322.75,21750.02,22183.201,22623.874,23074.225,23534.612,24005.814,24490.762,24993.509,25516.696,26062.775,26632.949,27229.754,27853.279,28504.351
Africa,818,Egypt,22827,As-Suways,City Proper,29.968133,32.547497,125.252,131.349,137.751,144.447,151.479,158.852,166.596,174.694,183.197,192.115,201.479,210.976,220.845,231.175,242.005,253.309,263.417,255.774,248.343,241.147,234.151,227.357,220.751,214.355,208.136,202.097,196.225,200.196,210.933,222.247,234.184,246.727,259.96,273.903,288.615,304.073,320.382,331.811,340.046,348.461,357.097,365.946,375.028,384.308,393.832,403.592,413.608,422.179,429.876,437.713,445.703,453.817,462.091,470.515,479.104,487.826,496.719,505.775,514.996,524.385,533.946,543.68,553.593,563.686,573.962,584.427,595.082,605.931,616.978,627.455,638.229,649.368,660.883,672.826,685.249,698.197,711.648,725.584,740.05,755.132,770.882,787.351,804.563,822.586,841.421,861.088
Africa,818,Egypt,22808,Aswan,City Proper,24.09343,32.90704,33.241,35.386,37.673,40.101,42.689,45.445,48.382,51.5,54.824,58.362,62.134,69.377,78.538,88.91,100.668,113.942,127.728,129.266,130.825,132.399,133.993,135.607,137.242,138.893,140.566,142.259,143.974,147.133,151.322,155.63,160.067,164.618,169.305,174.125,179.089,184.181,189.425,193.089,195.752,198.444,201.177,203.948,206.76,209.604,212.49,215.417,218.387,222.148,226.464,230.864,235.356,239.923,244.584,249.336,254.188,259.12,264.154,269.287,274.52,279.854,285.292,290.836,296.487,302.249,308.122,314.109,320.213,326.435,332.779,338.813,344.989,351.332,357.837,364.528,371.432,378.578,385.96,393.575,401.457,409.659,418.214,427.154,436.494,446.273,456.492,467.162
Africa,818,Egypt,22807,Asyut,City Proper,27.18096,31.18368,98.001,100.555,103.18,105.865,108.624,111.455,114.364,117.341,120.399,123.537,126.761,130.814,135.224,139.783,144.503,149.368,154.379,159.285,164.355,169.571,174.961,180.522,186.267,192.179,198.287,204.589,211.1,216.919,222.318,227.852,233.532,239.337,245.294,251.4,257.667,264.072,270.645,277.098,283.536,290.105,296.836,303.722,310.779,317.979,325.356,332.905,340.639,346.307,350.662,355.073,359.545,364.061,368.639,373.276,377.977,382.724,387.538,392.412,397.347,402.345,407.405,412.529,417.717,422.971,428.29,433.677,439.131,444.654,450.246,455.45,460.998,467.018,473.574,480.732,488.527,496.967,505.993,515.544,525.604,536.191,547.308,558.968,571.173,583.962,597.331,611.292
Africa,818,Egypt,22829,Az-Zaqazig,City Proper,30.5875,31.50194444,90.553,93.411,96.364,99.402,102.539,105.776,109.12,112.56,116.113,119.778,123.564,127.774,132.226,136.833,141.608,146.535,151.556,155.846,160.264,164.794,169.459,174.256,179.195,184.26,189.476,194.84,200.362,204.948,208.93,212.99,217.134,221.347,225.648,230.032,234.508,239.058,243.703,246.802,248.928,251.067,253.227,255.406,257.607,259.82,262.056,264.31,266.588,269.519,272.895,276.313,279.779,283.278,286.827,290.419,294.062,297.74,301.469,305.246,309.07,312.943,316.863,320.833,324.853,328.923,333.044,337.216,341.441,345.719,350.05,354.08,358.378,363.045,368.13,373.685,379.736,386.291,393.304,400.726,408.544,416.772,425.412,434.475,443.962,453.903,464.294,475.146
