Region,Country Code,Country or area,City Code,City,City Definition,Latitude,Longitude,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
Africa,818,Egypt,22823,Bur Sa'id,City Proper,31.25654,32.28412,192.132,196.78,201.547,206.417,211.41,216.525,221.771,227.129,232.624,238.252,244.024,250.151,256.51,263.029,269.724,276.571,282.802,280.809,278.828,276.866,274.915,272.977,271.051,269.144,267.248,265.364,263.492,269.583,281.249,293.419,306.134,319.363,333.183,347.6,362.663,378.335,394.706,405.229,411.908,418.678,425.569,432.574,439.703,446.93,454.286,461.763,469.374,477.855,486.993,496.306,505.81,515.469,525.327,535.373,545.625,556.045,566.678,577.515,588.559,599.815,611.285,622.975,634.889,647.031,659.404,672.014,684.866,697.963,711.311,723.998,737,750.373,764.116,778.28,792.925,808.111,823.82,840.043,856.847,874.342,892.594,911.672,931.606,952.477,974.286,997.059
Africa,818,Egypt,22816,Kafr-ad-Dawwar,City Proper,31.13385,30.12843,23.676,25.367,27.181,29.119,31.199,33.427,35.818,38.373,41.113,44.05,47.2,50.566,54.178,58.047,62.199,66.635,71.394,76.493,81.964,87.81,94.081,100.8,108.01,115.713,123.977,132.832,142.332,148.878,153.327,157.909,162.634,167.488,172.493,177.648,182.964,188.425,194.056,198.287,201.635,205.031,208.488,212.004,215.584,219.215,222.912,226.671,230.499,234.381,238.333,242.352,246.445,250.595,254.821,259.118,263.494,267.932,272.45,277.045,281.717,286.469,291.3,296.213,301.209,306.289,311.455,316.708,322.049,327.48,333.004,338.222,343.622,349.255,355.136,361.301,367.775,374.581,381.698,389.108,396.826,404.89,413.323,422.147,431.373,441.035,451.133,461.678
Africa,818,Egypt,22828,Tanta,City Proper,30.787176,30.999539,149.576,152.662,155.816,159.026,162.307,165.655,169.077,172.561,176.121,179.754,183.468,189.959,197.498,205.335,213.495,221.956,230.382,235.037,239.793,244.632,249.575,254.618,259.77,265.012,270.367,275.831,281.412,286.59,291.538,296.572,301.7,306.903,312.202,317.593,323.084,328.655,334.33,338.661,342.158,345.681,349.246,352.847,356.49,360.161,363.874,367.626,371.422,375.786,380.552,385.378,390.272,395.214,400.226,405.301,410.448,415.646,420.917,426.255,431.661,437.135,442.679,448.293,453.978,459.735,465.565,471.47,477.449,483.504,489.635,495.344,501.423,508.012,515.179,522.994,531.496,540.694,550.526,560.925,571.875,583.396,595.493,608.18,621.46,635.376,649.921,665.112
Africa,226,Equatorial Guinea,20919,Bata,Urban Agglomeration,1.86391,9.76582,10.897,11.678,12.011,12.353,12.704,13.066,13.438,13.82,14.213,14.618,15.035,15.406,15.731,16.063,16.402,16.747,17.1,17.46,17.829,18.204,18.587,18.979,19.38,19.787,20.204,20.63,21.066,21.509,21.962,22.425,22.898,23.38,23.873,24.376,25.995,27.749,29.625,31.628,33.769,36.049,38.486,41.087,43.869,46.83,49.996,57.41,65.975,75.789,87.08,100.053,114.98,132.084,140.549,149.462,158.954,169.019,179.737,191.135,203.273,216.145,229.852,244.428,259.95,276.411,293.939,312.579,332.401,353.48,375.896,395.403,415.27,435.174,454.94,474.467,493.731,512.75,531.573,550.251,568.81,587.258,605.591,623.817,641.969,660.13,678.406,696.885
Africa,232,Eritrea,20931,Asmara,City Proper,15.33333,38.93333,67.26,71.455,75.918,80.647,85.677,91.021,96.706,102.729,109.136,115.943,123.185,130.858,139.019,147.69,156.915,166.688,177.085,188.13,192.437,196.83,201.33,205.933,210.648,215.457,220.383,225.421,230.582,235.846,241.238,246.753,252.402,258.165,264.067,270.104,277.095,289.181,301.812,314.995,328.773,343.113,358.1,361.227,364.385,367.562,370.771,374.008,377.278,380.568,402.017,424.674,448.642,473.892,500.6,519.144,538.402,558.318,579,600.448,622.691,645.757,669.678,694.486,720.212,746.891,774.558,803.25,833.006,863.863,895.863,928.758,962.985,998.321,1034.872,1072.666,1111.748,1152.176,1193.891,1236.776,1280.775,1325.902,1372.146,1419.499,1467.899,1517.354,1567.713,1618.914
Africa,231,Ethiopia,20921,Addis Ababa,City Proper,9.02497,38.74689,392,403.169,414.673,426.471,438.623,451.12,463.992,477.194,490.79,504.774,519.177,533.949,549.163,564.81,580.926,597.455,614.478,631.986,662.915,695.267,729.246,764.885,802.318,841.473,882.597,925.73,971.036,1018.424,1068.196,1120.4,1175.232,1232.586,1292.824,1356.006,1420.498,1476.357,1534.495,1594.922,1657.818,1723.009,1790.86,1861.383,1934.786,2010.869,2090.056,2144.292,2188.93,2234.371,2280.82,2328.234,2376.701,2426.04,2476.473,2527.954,2580.579,2634.15,2688.909,2750.472,2870.66,2995.747,3126.469,3262.895,3405.475,3553.866,3708.942,3870.785,4039.927,4215.965,4399.674,4591.983,4793.699,5005.524,5227.794,5460.591,5703.628,5956.679,6219.075,6490.262,6769.6,7057.107,7352.269,7654.944,7964.792,8282.351,8607.009,8938.683
Africa,231,Ethiopia,20925,Dire Dawa,City Proper,9.59306,41.86611,18.176,19.104,20.081,21.105,22.182,23.315,24.507,25.757,27.072,28.454,29.909,31.433,33.038,34.725,36.501,38.361,40.32,42.379,44.545,46.817,49.207,51.719,54.363,57.135,60.052,63.118,66.345,69.728,73.288,77.03,80.968,85.096,89.441,94.008,98.814,103.852,109.154,114.727,120.593,126.741,133.212,140.014,147.172,154.676,162.573,168.147,172.838,177.646,182.595,187.682,192.917,198.284,203.808,209.485,215.329,221.319,227.485,234.154,244.386,255.035,266.163,277.777,289.915,302.548,315.75,329.528,343.928,358.914,374.553,390.924,408.096,426.129,445.05,464.868,485.558,507.101,529.439,552.525,576.306,600.781,625.909,651.676,678.054,705.088,732.727,760.963
Africa,231,Ethiopia,20926,Gondar,City Proper,12.6,37.46667,27.9,28.792,29.712,30.66,31.639,32.65,33.694,34.769,35.879,37.025,38.209,39.428,40.687,41.986,43.329,44.711,46.139,47.613,49.135,50.702,52.322,53.993,55.72,57.497,59.333,61.228,63.186,65.201,67.284,69.433,71.653,73.939,76.3,78.737,81.255,83.847,86.524,89.288,92.143,95.082,98.119,101.253,104.491,107.824,111.267,116.391,122.403,128.708,135.347,142.328,149.058,156.087,163.097,171.214,179.746,188.679,198.069,207.813,216.899,226.357,236.241,246.556,257.337,268.557,280.283,292.522,305.313,318.625,332.517,347.06,362.314,378.331,395.138,412.739,431.113,450.244,470.08,490.579,511.695,533.427,555.738,578.616,602.037,626.04,650.58,675.651
Africa,231,Ethiopia,20929,Mekele,City Proper,13.49667,39.47528,14.107,14.735,15.391,16.075,16.79,17.537,18.318,19.132,19.983,20.873,21.802,22.771,23.784,24.842,25.949,27.102,28.308,29.567,30.884,32.256,33.691,35.19,36.758,38.391,40.099,41.883,43.749,45.692,47.725,49.849,52.069,54.383,56.802,59.329,61.972,64.726,67.605,70.613,73.759,77.036,80.463,84.043,87.787,91.687,95.766,101.47,108.123,115.192,122.734,130.77,139.344,148.454,158.174,168.53,179.58,191.321,203.847,217.691,237.743,259.579,283.455,309.527,338.039,369.087,403.035,440.042,455.543,471.545,488.109,505.485,523.915,543.622,564.756,587.407,611.574,637.226,664.246,692.511,721.878,752.281,783.607,815.797,848.786,882.614,917.206,952.55
Africa,231,Ethiopia,20930,Nazret,City Proper,8.540869,39.271569,14.257,14.981,15.743,16.542,17.382,18.264,19.193,20.167,21.191,22.267,23.4,24.586,25.835,27.147,28.528,29.974,31.497,33.096,34.779,36.543,38.399,40.349,42.401,44.552,46.814,49.192,51.693,54.315,57.073,59.972,63.022,66.218,69.581,73.115,76.833,80.73,84.83,89.138,93.671,98.422,103.42,108.672,114.199,119.991,126.084,131.871,137.682,143.733,150.058,156.661,163.565,170.752,178.266,186.111,194.312,202.851,211.778,221.059,230.367,240.04,250.133,260.651,271.626,283.032,294.933,307.335,320.276,333.724,347.737,362.407,377.819,394.048,411.137,429.104,447.932,467.602,488.056,509.242,531.099,553.62,576.756,600.49,624.792,649.7,675.167,701.185
Africa,266,Gabon,21006,Libreville,City Proper,0.3925,9.45365,15.147,16.492,16.592,16.692,16.793,16.895,16.997,17.1,23.713,26.334,29.249,32.607,36.544,40.956,45.909,49.339,53.032,57,62.368,68.225,76.552,88.104,101.421,116.704,134.317,154.587,177.952,204.768,214.109,223.877,234.104,244.769,255.935,267.611,279.836,292.584,305.931,319.888,334.501,349.74,365.694,382.377,399.845,418.06,428.973,439.429,450.154,461.111,472.35,483.863,495.673,507.737,520.113,532.79,547.151,562.86,579.043,595.691,612.842,630.438,648.564,667.211,686.421,706.129,726.403,747.259,768.713,790.784,813.489,823.87,834.204,845.1,856.854,869.773,883.92,899.225,915.59,932.88,950.868,969.35,988.148,1007.144,1026.245,1045.421,1064.642,1083.906
Africa,270,Gambia,21012,Banjul,Urban Agglomeration,13.453099,-16.679433,26.051,26.972,27.938,28.941,29.983,31.061,32.18,33.337,34.536,35.779,37.068,38.399,39.781,41.249,42.919,44.653,46.459,48.344,52.569,57.151,62.138,67.561,73.466,79.53,84.603,90,95.75,101.85,108.347,115.259,122.622,130.433,138.754,147.607,157.045,167.057,177.724,189.071,201.16,213.985,227.648,242.183,257.667,272.14,279.855,287.788,295.958,304.337,312.964,321.836,330.973,340.342,349.99,358.792,363.557,368.373,373.259,378.21,383.233,388.309,393.459,398.678,403.973,409.324,414.746,420.24,425.806,431.446,437.161,443.428,450.689,459.311,469.534,481.472,495.099,510.303,526.872,544.567,563.138,582.399,602.162,622.307,642.734,663.43,684.324,705.396
Africa,288,Ghana,21107,Accra,Metropolitan area,5.55602,-0.1969,177.147,191.994,208.107,225.523,244.424,264.908,287.141,311.171,337.25,365.514,392.582,411.843,432.079,453.309,475.613,498.949,523.464,549.184,576.206,604.477,630.67,650.771,671.541,692.914,714.998,737.787,761.334,785.565,810.602,836.438,863.134,890.605,918.99,948.279,979.183,1012.501,1047,1082.675,1119.617,1157.713,1197.161,1237.952,1280.192,1323.752,1368.857,1415.498,1463.797,1513.604,1565.177,1618.508,1668.24,1703.765,1740.097,1777.203,1815.154,1853.807,1893.339,1933.713,1975.006,2017.063,2060.076,2104.006,2148.935,2194.823,2241.692,2289.561,2338.452,2388.388,2439.389,2475.208,2514.005,2556.972,2605.402,2660.072,2721.165,2788.384,2861.003,2938.099,3018.717,3102.068,3187.458,3274.401,3362.527,3451.676,3541.644,3632.284
Africa,288,Ghana,21108,Kumasi,Metropolitan area,6.68848,-1.62443,99.479,107.85,116.939,126.765,137.432,148.997,161.554,175.129,189.866,205.843,221.044,231.542,242.554,254.09,266.192,278.834,292.096,305.988,320.562,335.787,349.323,358.413,367.754,377.311,387.13,397.204,407.555,418.147,429.028,440.193,451.665,463.402,475.462,487.835,504.815,532.485,561.712,592.543,625.113,659.376,695.568,733.747,774.078,816.505,861.322,908.599,958.541,1011.079,1066.575,1125.118,1186.725,1250.832,1318.499,1389.826,1465.117,1544.264,1627.804,1715.863,1808.817,1906.531,2009.668,2118.385,2233.146,2354.124,2481.656,2616.097,2757.821,2907.222,3064.718,3205.586,3348.062,3490.03,3630.326,3768.239,3903.481,4036.227,4166.878,4296.03,4424.339,4552.514,4681.047,4810.316,4940.497,5071.777,5204.081,5337.302
Africa,288,Ghana,21109,Sekondi Takoradi,Metropolitan area,4.934,-1.7137,56.83,59.277,61.833,64.492,67.27,70.167,73.193,76.34,79.628,83.057,87.209,93.099,99.397,106.12,113.309,120.962,129.144,137.88,147.22,157.164,165.145,168.116,171.144,174.219,177.353,180.543,183.796,187.097,190.463,193.889,197.382,200.928,204.542,208.221,212.1,216.333,220.658,225.068,229.573,234.156,238.836,243.61,248.487,253.447,258.513,263.68,268.958,274.327,279.81,285.403,294.176,312.108,331.16,351.374,372.853,395.58,419.727,445.348,472.571,501.377,531.982,564.455,598.959,635.572,674.423,715.65,759.396,805.816,855.074,900.04,945.519,990.661,1034.918,1077.929,1119.534,1159.783,1198.856,1237.026,1274.597,1311.883,1349.115,1386.466,1424.031,1461.888,1500.03,1538.432
Africa,288,Ghana,21110,Tamale,City Proper,9.40078,-0.8393,20.374,21.863,23.463,25.175,27.015,28.99,31.112,33.382,35.822,38.44,41.283,44.409,47.775,51.397,55.299,59.485,63.995,68.846,74.073,79.681,84.626,87.607,90.697,93.887,97.194,100.617,104.165,107.829,111.627,115.558,119.634,123.842,128.203,132.719,136.987,140.419,143.943,147.555,151.262,155.052,158.943,162.931,167.025,171.21,175.506,179.91,184.431,189.052,193.796,198.658,205.442,217.655,230.612,244.341,258.908,274.3,290.63,307.932,326.29,345.688,366.268,388.073,411.208,435.722,461.698,489.222,518.387,549.291,582.037,611.806,641.911,671.812,701.171,729.768,757.506,784.42,810.622,836.282,861.59,886.742,911.879,937.112,962.495,988.08,1013.859,1039.814
Africa,324,Guinea,21126,Conakry,City Proper,9.571642,-13.647602,31.339,35.6,40.448,45.939,52.186,59.281,67.354,76.498,86.9,98.716,112.158,126.945,143.707,162.682,184.193,208.478,236.005,267.167,302.495,342.377,387.584,438.76,496.778,532.673,545.773,559.195,572.967,587.039,601.476,616.268,631.446,646.954,662.864,682.181,706.566,731.751,757.871,784.924,812.981,841.96,872.014,903.14,935.423,968.767,1003.347,1039.161,1076.306,1107.911,1135.091,1162.939,1191.51,1220.7,1250.648,1281.331,1312.81,1344.973,1377.969,1411.776,1446.459,1481.896,1518.252,1555.5,1593.715,1632.759,1672.817,1713.858,1755.905,1798.985,1843.121,1889.233,1938.272,1991.134,2048.525,2110.937,2178.596,2251.591,2329.712,2412.651,2500.016,2591.617,2687.12,2786.351,2889.121,2995.589,3105.57,3219.084
Africa,624,Guinea-Bissau,22171,Bissau,City Proper,11.86357,-15.59767,18.336,18.956,19.597,20.259,20.944,21.652,22.385,23.141,23.923,24.732,25.569,27.616,29.83,32.221,34.807,37.594,40.607,43.863,47.384,51.177,55.279,59.711,64.504,69.668,75.252,81.285,87.81,94.839,102.442,110.091,115.407,120.963,126.795,132.909,139.326,146.034,153.076,160.456,168.204,176.302,184.803,193.713,202.129,210.178,218.56,227.276,236.352,245.764,255.565,265.757,276.37,287.376,298.836,310.754,323.163,336.033,349.434,363.369,377.88,392.928,408.575,424.846,441.764,459.356,477.648,496.669,516.448,537.014,558.399,578.829,599.714,620.974,642.564,664.446,686.623,709.092,731.866,754.971,778.438,802.321,826.65,851.442,876.716,902.484,928.753,955.533
Africa,404,Kenya,21705,Eldoret,City Proper,0.52036,35.26992,9.227,9.818,10.449,11.118,11.832,12.59,13.399,14.257,15.172,16.145,17.182,18.283,19.455,19.423,19.218,19.015,18.815,18.616,18.419,18.225,19.844,21.978,24.344,26.957,29.856,33.065,36.625,40.557,44.917,49.746,54.05,58.519,63.364,68.609,74.298,80.44,87.1,94.311,102.13,110.573,115.767,120.5,125.432,130.552,135.889,141.444,147.234,153.244,159.509,166.029,172.987,180.245,187.818,195.71,203.945,212.502,221.43,230.734,240.442,250.531,261.057,272.025,283.454,295.364,307.773,320.704,334.179,348.219,362.849,378.107,394.023,410.622,427.912,445.898,464.57,483.941,503.997,524.734,546.136,568.194,590.858,614.209,638.237,662.952,688.323,714.309
Africa,404,Kenya,21706,Kisumu,City Proper,-0.10221,34.76171,12.103,12.785,13.507,14.267,15.071,15.92,16.818,17.765,18.766,19.824,20.942,22.121,23.368,24.487,25.633,26.83,28.084,29.396,30.772,32.209,36.992,43.192,50.441,58.882,68.75,80.271,93.744,109.431,127.771,149.184,155.711,159.38,163.141,166.99,170.935,174.963,179.091,183.317,187.648,192.069,192.874,193.039,193.204,193.37,193.535,193.701,193.867,194.033,194.199,194.365,199.226,205.038,211.029,217.194,223.548,230.069,236.791,243.708,250.838,258.156,265.698,273.46,281.449,289.672,298.135,306.845,315.809,325.035,334.531,344.487,355.089,366.51,378.874,392.258,406.684,422.148,438.588,455.932,474.091,492.984,512.511,532.696,553.504,574.925,596.922,619.456
Africa,404,Kenya,21708,Mombasa,City Proper,-4.05466,39.66359,93.871,99.03,104.481,110.216,116.273,122.664,129.416,136.519,144.023,151.939,160.302,169.1,178.394,186.868,195.561,204.632,214.138,224.086,234.51,245.388,253.939,262.268,270.882,279.754,288.929,298.406,308.207,318.301,328.741,339.523,350.076,360.821,371.91,383.34,395.139,407.266,419.783,432.685,446.001,459.69,476.33,494.027,512.407,531.417,551.16,571.637,592.904,614.901,637.745,661.439,683.384,705.52,728.405,752.032,776.46,801.611,827.613,854.458,882.213,910.789,940.333,970.835,1002.327,1034.84,1068.408,1103.065,1138.846,1175.788,1213.928,1253.811,1295.975,1340.913,1388.979,1440.396,1495.223,1553.465,1614.945,1679.461,1746.756,1816.605,1888.688,1963.138,2039.852,2118.807,2199.88,2282.925
Africa,404,Kenya,21711,Nairobi,City Proper,-1.28333,36.81667,137.456,148.243,159.893,172.423,185.953,200.546,216.306,233.256,251.561,271.302,292.622,315.553,340.315,360.798,381.625,403.591,426.854,451.458,477.518,505.003,530.741,557.165,584.943,614.024,644.594,676.686,710.423,745.742,782.87,821.846,861.661,903.076,946.544,992.103,1039.923,1089.907,1142.367,1197.352,1255.065,1315.39,1380.012,1448.047,1519.537,1594.345,1672.947,1755.424,1842.09,1932.778,2028.064,2128.049,2213.868,2299.455,2388.475,2480.942,2577.123,2676.753,2780.38,2888.019,2999.982,3115.959,3236.589,3361.889,3492.04,3627.229,3767.652,3913.512,4065.018,4222.389,4385.853,4556.381,4734.881,4922.192,5118.844,5325.16,5541.172,5766.989,6002.29,6246.785,6500.029,6761.661,7030.891,7308.504,7594.312,7888.347,8190.214,8499.403
Africa,404,Kenya,21712,Nakuru,City Proper,-0.28333,36.06667,19.582,20.69,21.864,23.1,24.408,25.79,27.252,28.793,30.424,32.147,33.97,35.89,37.923,39.199,40.396,41.626,42.895,44.202,45.552,46.938,49.945,53.448,57.202,61.208,65.5,70.094,75.017,80.271,85.9,91.925,97.466,103.159,109.193,115.579,122.349,129.495,137.069,145.086,153.584,162.554,168.047,173.014,178.136,183.394,188.816,194.397,200.152,206.06,212.151,218.423,224.416,230.473,236.702,243.099,249.679,256.418,263.348,270.466,277.786,285.283,292.994,300.913,309.047,317.4,325.979,334.79,343.839,353.133,362.678,372.71,383.461,395.141,407.904,421.844,436.99,453.33,470.79,489.279,508.684,528.909,549.833,571.476,593.794,616.771,640.369,664.542
Africa,404,Kenya,204553,Ruiru,City Proper,-1.15148,36.951878,0.676,0.709,0.743,0.779,0.817,0.856,0.898,0.941,0.987,1.035,1.085,1.138,1.193,1.251,1.312,1.375,1.442,1.512,1.585,1.662,1.678,1.682,1.686,1.691,1.695,1.7,1.704,1.708,1.713,1.717,2.146,2.785,3.615,4.692,6.092,7.904,10.259,13.316,17.29,22.434,25.891,29.279,33.116,37.442,42.342,47.882,54.156,61.232,69.243,78.303,87.508,97.563,108.788,121.306,135.284,150.828,168.182,187.534,209.144,233.173,244.296,255.95,268.159,280.951,294.353,308.395,323.106,338.519,354.667,371.518,389.022,407.129,425.783,444.942,464.578,484.702,505.324,526.472,548.168,570.437,593.261,616.742,640.886,665.71,691.189,717.283
Africa,430,Liberia,21779,Monrovia,Urban Agglomeration,6.30054,-10.7969,35.15,36.127,37.133,38.163,39.224,40.314,41.436,46.444,54.498,63.95,75.057,88.055,100.834,107.164,113.902,121.043,128.643,136.719,145.315,154.426,164.121,174.425,185.392,197.015,210.374,226.162,243.158,261.38,280.995,302.083,324.785,349.123,375.323,403.49,446.331,513.979,591.995,681.853,785.503,904.557,1041.858,1200,945.962,746.192,588.417,464.002,836.241,805.755,776.341,748,835.532,933.022,1042.046,1163.81,1300,1202.031,1111.324,1027.462,980.861,1017.688,1055.952,1095.654,1136.906,1179.592,1223.881,1269.832,1317.509,1366.976,1418.3,1467.026,1517.235,1569.013,1622.582,1678.02,1735.365,1794.648,1855.883,1919.073,1984.188,2051.209,2120.103,2190.835,2263.366,2337.678,2413.645,2491.203
Africa,434,Libya,21780,Banghazi,City Proper,32.11667,20.06667,52.885,56.591,60.563,64.802,69.344,74.204,79.412,84.97,90.925,97.298,104.127,111.415,119.224,127.58,136.535,147.75,160.065,173.407,187.882,203.52,220.484,238.862,258.8,280.341,293.19,305.662,318.683,332.22,346.352,361.085,376.467,392.459,409.153,426.558,444.729,450.496,455.174,459.901,464.683,469.502,474.378,479.304,484.288,489.311,494.392,499.526,509.269,519.779,530.52,541.483,552.689,564.094,575.751,587.649,599.81,612.188,624.838,637.749,650.928,664.378,678.107,692.119,706.42,721.017,735.916,751.123,766.644,782.485,798.654,811.293,823.974,836.031,847.79,859.209,870.502,881.897,893.37,904.721,915.892,926.852,937.583,948.065,958.285,968.254,977.987,987.499
Africa,434,Libya,21781,Misratah,Urban Agglomeration,32.37535,15.09254,15.58,16.563,17.611,18.721,19.903,21.16,22.497,23.916,25.426,27.031,28.74,30.552,32.481,34.532,36.715,40.98,45.946,51.515,57.767,64.758,72.607,81.407,91.288,102.335,104.722,106.291,107.887,109.501,111.142,112.808,114.501,116.215,117.956,119.724,121.521,128.025,135.339,143.07,151.255,159.884,169.017,178.673,188.894,199.67,211.076,223.134,235.899,249.356,263.601,278.659,294.601,311.407,329.196,348.002,367.91,388.898,411.114,434.599,459.426,485.671,513.415,542.744,573.749,606.524,641.172,677.8,716.519,757.451,800.72,841.267,881.319,918.946,953.472,984.193,1011.119,1034.682,1055.317,1073.401,1089.505,1104.161,1117.798,1130.709,1143.081,1155.047,1166.685,1178.041
Africa,434,Libya,21782,Tarabulus (Tripoli),City Proper,32.87519,13.18746,105.876,111.283,116.973,122.938,129.216,135.814,142.759,150.039,157.7,165.753,174.229,183.113,192.464,202.292,212.636,235.174,261.328,290.391,322.733,358.572,398.449,442.762,492.073,546.718,565.014,580.141,595.695,611.622,627.997,644.811,662.099,679.801,698.002,716.69,735.905,755.58,775.81,796.581,817.938,839.807,862.291,885.378,909.116,933.422,958.413,984.073,993.644,1000.563,1007.539,1014.564,1021.648,1028.762,1035.935,1043.158,1050.442,1057.756,1065.131,1072.557,1080.036,1087.566,1095.149,1102.785,1110.473,1118.216,1126.013,1133.863,1141.769,1149.73,1157.746,1160.918,1165.085,1169.79,1175.83,1183.292,1192.436,1203.391,1215.851,1229.232,1243.157,1257.323,1271.508,1285.542,1299.319,1312.803,1325.987,1338.88
Africa,450,Madagascar,21792,Antananarivo,Urban Agglomeration,-18.91368,47.53613,177.42,179.63,181.871,184.133,186.427,188.749,196.357,209.864,224.321,239.773,252.097,260.657,269.521,278.685,288.175,297.96,308.408,321.149,334.435,348.232,362.619,377.6,395.32,413.819,433.211,453.637,476.519,500.489,525.699,552.179,580.033,609.209,639.896,672.128,706.033,741.546,778.899,818.134,859.403,902.631,948.098,995.856,1046.09,1098.709,1134.427,1169.444,1205.593,1242.754,1281.115,1320.66,1361.482,1403.449,1441.214,1479.995,1519.875,1560.716,1643.372,1730.644,1822.681,1919.339,2021.267,2128.608,2241.809,2360.694,2486.06,2618.084,2757.316,2903.952,3058.387,3210.386,3368.585,3531.887,3699.9,3872.264,4048.666,4228.984,4413.147,4601.219,4793.21,4989.267,5189.298,5393.273,5600.971,5812.316,6026.738,6245.333
Africa,450,Madagascar,21793,Antsirabe,City Proper,-19.8664,47.03347,9.767,10.505,11.3,12.153,13.071,14.058,15.122,16.263,17.492,18.813,20.237,21.763,23.351,24.745,26.224,27.788,29.669,33.11,36.956,41.236,46.019,51.356,57.321,63.959,71.378,79.108,81.176,83.292,85.466,87.696,89.988,92.334,94.743,97.216,99.757,102.357,105.028,107.77,110.586,113.469,116.43,119.469,122.591,125.786,129.618,133.619,137.749,141.995,146.378,150.897,155.561,160.356,164.677,169.114,173.678,178.351,183.361,188.511,193.813,203.977,214.69,225.965,237.849,250.322,263.468,277.305,291.889,307.24,323.398,339.289,355.832,372.92,390.517,408.59,427.109,446.06,465.434,485.236,505.462,526.124,547.211,568.717,590.617,612.903,635.513,658.563
Africa,450,Madagascar,21796,Toamasina,City Proper,-18.16667,49.38333,33.794,34.927,36.1,37.309,38.56,39.853,41.191,42.57,43.998,45.473,47,47.531,48.069,48.613,49.164,49.719,50.432,52.057,53.737,55.467,57.255,59.1,63.318,67.823,72.656,77.597,80.104,82.684,85.351,88.104,90.95,93.88,96.908,100.034,103.265,106.591,110.029,113.579,117.247,121.024,124.928,128.957,133.123,137.411,142.019,146.798,151.744,156.844,162.122,167.577,173.224,179.045,184.387,189.888,195.561,201.387,207.05,212.871,218.864,231.86,245.648,260.255,275.753,292.127,309.498,327.903,347.429,368.118,390.038,411.799,434.398,457.595,481.253,505.261,529.544,554.082,578.889,604.011,629.497,655.411,681.777,708.62,735.93,763.708,791.885,820.608
Africa,454,Malawi,21798,Blantyre-Limbe,City Proper,-15.78499,35.00854,13.999,15.905,18.075,20.533,23.329,26.507,30.122,34.219,38.879,44.174,50.199,57.026,64.792,73.617,83.658,95.035,107.978,115.735,123.197,131.118,139.56,148.545,158.123,168.289,179.125,190.658,202.951,215.999,226.314,236.059,246.238,256.825,267.884,279.419,291.467,304,317.09,330.743,343.611,356.649,370.199,384.265,398.886,414.02,429.751,446.08,463.052,480.622,498.883,513.955,528.689,543.802,559.37,575.383,591.877,608.797,626.225,644.152,662.618,681.613,701.153,721.253,741.93,763.199,785.077,807.583,830.734,854.549,879.047,904.758,932.263,962.145,994.911,1030.975,1070.625,1114.087,1161.422,1212.631,1267.625,1326.401,1388.823,1454.856,1524.465,1597.853,1674.955,1755.364
Africa,454,Malawi,21799,Lilongwe,City Proper,-13.96692,33.78725,3.909,4.318,4.77,5.269,5.82,6.43,7.104,7.846,8.667,9.574,10.578,11.684,12.907,14.258,15.752,17.398,19.219,22.136,25.627,29.658,34.329,39.735,46.003,53.238,61.622,71.328,82.578,95.565,105.227,114.226,124.008,134.599,146.11,158.605,172.189,186.893,202.877,220.227,235.084,250.037,265.963,282.904,300.949,320.091,340.48,362.167,385.269,409.774,435.875,456.397,476.377,497.173,518.907,541.591,565.3,589.978,615.769,642.687,670.822,700.189,730.841,762.835,796.23,831.086,867.469,905.444,945.082,986.455,1029.639,1074.695,1121.72,1170.87,1222.325,1276.316,1333.096,1393.006,1456.313,1523.284,1594.101,1669.032,1748.132,1831.527,1919.287,2011.735,2108.828,2210.074
Africa,466,Mali,21818,Bamako,City Proper,12.65,-8,88.625,97.9,101.039,104.27,107.609,111.055,114.616,118.281,122.068,125.977,130.017,134.784,140.267,145.973,151.92,158.092,165.218,173.401,182,200.841,221.663,244.644,270.044,298,328.895,362.992,400.679,429.198,448.285,468.22,489.071,510.789,533.504,557.229,582.043,607.89,634.923,662.721,689.548,717.383,746.382,776.554,807.989,840.605,874.585,909.939,946.774,984.992,1027.669,1083.247,1141.913,1203.582,1268.674,1337.286,1409.71,1485.842,1566.198,1650.901,1740.31,1825.125,1885.545,1947.964,2012.54,2079.07,2147.896,2219,2292.458,2368.347,2446.749,2529.328,2617.686,2713.23,2816.943,2929.373,3050.57,3180.343,3318.014,3462.783,3613.72,3770.245,3931.535,4097.072,4266.331,4439.327,4615.465,4794.392
