,0,1,2,3
0,,Name,Adm.,Population Census (Cf) 2011-08-28
1,1,Windhoek,KHO,"325,858"
2,2,Rundu,KVE,"63,431"
3,3,Walvis Bay,ERO,"62,096"
4,4,Swakopmund,ERO,"44,725"
5,5,Oshakati,OSA,"36,541"
6,6,Rehoboth,HAR,"28,843"
7,7,Katima Mulilo,ZAM,"28,362"
8,8,Otjiwarongo,OTJ,"28,249"
