,0,1,2,3
0,,Name,Adm.,Population Census (C) 2012-05-13
1,1,São Tomé,AGU,"66,888"
2,2,Neves,LEM,"8,391"
3,3,Santana,CAN,"7,445"
4,4,Trindade,MEZ,"6,685"
5,5,Almas,MEZ,"3,923"
6,6,Pantufo,AGU,"3,391"
7,7,Guadalupe,LOB,"3,326"
8,8,Bombom,MEZ,"3,072"
9,9,Santo António,PRI,"2,576"
10,10,São João dos Angolares,CAU,"2,249"
